#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.118495E-03   0.658182E+07   0.658179E+07   0.859086E+07   0.858371E+07   0.658330E+07   0.658182E+07   0.658181E+07   0.659100E+07  -0.595766E+00   0.643685E+07   0.643681E+07   0.144092E+03
   0.130840E-03   0.658160E+07   0.658156E+07   0.855055E+07   0.854186E+07   0.658228E+07   0.658160E+07   0.658160E+07   0.659074E+07  -0.595741E+00   0.643664E+07   0.643658E+07   0.158774E+03
   0.144471E-03   0.658134E+07   0.658129E+07   0.850165E+07   0.849109E+07   0.658103E+07   0.658133E+07   0.658133E+07   0.659041E+07  -0.595711E+00   0.643638E+07   0.643631E+07   0.174872E+03
   0.159522E-03   0.658102E+07   0.658096E+07   0.844238E+07   0.842958E+07   0.657951E+07   0.658100E+07   0.658101E+07   0.659002E+07  -0.595673E+00   0.643607E+07   0.643598E+07   0.192495E+03
   0.176142E-03   0.658063E+07   0.658056E+07   0.837067E+07   0.835515E+07   0.657765E+07   0.658060E+07   0.658062E+07   0.658954E+07  -0.595628E+00   0.643569E+07   0.643558E+07   0.211751E+03
   0.194493E-03   0.658016E+07   0.658007E+07   0.828402E+07   0.826524E+07   0.657540E+07   0.658012E+07   0.658014E+07   0.658897E+07  -0.595573E+00   0.643522E+07   0.643509E+07   0.232743E+03
   0.214755E-03   0.657958E+07   0.657947E+07   0.817955E+07   0.815685E+07   0.657265E+07   0.657953E+07   0.657956E+07   0.658826E+07  -0.595506E+00   0.643465E+07   0.643450E+07   0.255559E+03
   0.237129E-03   0.657888E+07   0.657874E+07   0.805390E+07   0.802652E+07   0.656931E+07   0.657881E+07   0.657885E+07   0.658741E+07  -0.595425E+00   0.643396E+07   0.643378E+07   0.280270E+03
   0.261834E-03   0.657802E+07   0.657786E+07   0.790321E+07   0.787027E+07   0.656524E+07   0.657793E+07   0.657799E+07   0.658637E+07  -0.595327E+00   0.643312E+07   0.643290E+07   0.306915E+03
   0.289112E-03   0.657698E+07   0.657679E+07   0.772317E+07   0.768367E+07   0.656029E+07   0.657687E+07   0.657695E+07   0.658511E+07  -0.595207E+00   0.643210E+07   0.643183E+07   0.335488E+03
   0.319233E-03   0.657572E+07   0.657549E+07   0.750904E+07   0.746181E+07   0.655427E+07   0.657558E+07   0.657568E+07   0.658359E+07  -0.595063E+00   0.643086E+07   0.643053E+07   0.365917E+03
   0.352491E-03   0.657419E+07   0.657391E+07   0.725575E+07   0.719955E+07   0.654696E+07   0.657401E+07   0.657414E+07   0.658175E+07  -0.594888E+00   0.642935E+07   0.642896E+07   0.398043E+03
   0.389215E-03   0.657233E+07   0.657200E+07   0.695818E+07   0.689165E+07   0.653809E+07   0.657211E+07   0.657227E+07   0.657952E+07  -0.594677E+00   0.642752E+07   0.642705E+07   0.431593E+03
   0.429764E-03   0.657008E+07   0.656968E+07   0.661151E+07   0.653324E+07   0.652733E+07   0.656981E+07   0.657001E+07   0.657685E+07  -0.594423E+00   0.642531E+07   0.642475E+07   0.466138E+03
   0.474538E-03   0.656736E+07   0.656688E+07   0.621177E+07   0.612042E+07   0.651430E+07   0.656703E+07   0.656728E+07   0.657364E+07  -0.594117E+00   0.642262E+07   0.642196E+07   0.501064E+03
   0.523976E-03   0.656408E+07   0.656351E+07   0.575669E+07   0.565109E+07   0.649854E+07   0.656367E+07   0.656398E+07   0.656979E+07  -0.593751E+00   0.641938E+07   0.641860E+07   0.535527E+03
   0.578566E-03   0.656012E+07   0.655945E+07   0.524676E+07   0.512607E+07   0.647950E+07   0.655963E+07   0.656001E+07   0.656519E+07  -0.593314E+00   0.641547E+07   0.641455E+07   0.568415E+03
   0.638842E-03   0.655536E+07   0.655457E+07   0.468654E+07   0.455053E+07   0.645649E+07   0.655476E+07   0.655523E+07   0.655973E+07  -0.592795E+00   0.641076E+07   0.640969E+07   0.598332E+03
   0.705398E-03   0.654966E+07   0.654874E+07   0.408614E+07   0.393541E+07   0.642890E+07   0.654894E+07   0.654951E+07   0.655325E+07  -0.592179E+00   0.640510E+07   0.640387E+07   0.623596E+03
   0.778888E-03   0.654285E+07   0.654178E+07   0.346247E+07   0.329878E+07   0.639584E+07   0.654198E+07   0.654267E+07   0.654562E+07  -0.591454E+00   0.639833E+07   0.639693E+07   0.642295E+03
   0.860035E-03   0.653474E+07   0.653352E+07   0.283990E+07   0.266637E+07   0.635634E+07   0.653369E+07   0.653454E+07   0.653667E+07  -0.590604E+00   0.639025E+07   0.638868E+07   0.652409E+03
   0.949635E-03   0.652513E+07   0.652374E+07   0.224942E+07   0.207063E+07   0.630936E+07   0.652387E+07   0.652490E+07   0.652622E+07  -0.589613E+00   0.638065E+07   0.637892E+07   0.652028E+03
   0.104857E-02   0.651378E+07   0.651224E+07   0.172549E+07   0.154726E+07   0.625375E+07   0.651229E+07   0.651352E+07   0.651407E+07  -0.588465E+00   0.636931E+07   0.636743E+07   0.639676E+03
   0.115781E-02   0.650045E+07   0.649876E+07   0.129976E+07   0.112853E+07   0.618833E+07   0.649869E+07   0.650017E+07   0.650002E+07  -0.587143E+00   0.635596E+07   0.635397E+07   0.614734E+03
   0.127844E-02   0.648488E+07   0.648306E+07   0.991811E+06   0.833735E+06   0.611187E+07   0.648281E+07   0.648457E+07   0.648381E+07  -0.585627E+00   0.634036E+07   0.633829E+07   0.577867E+03
   0.141163E-02   0.646678E+07   0.646485E+07   0.799391E+06   0.659165E+06   0.602361E+07   0.646436E+07   0.646645E+07   0.646516E+07  -0.583895E+00   0.632222E+07   0.632012E+07   0.531332E+03
   0.155869E-02   0.644585E+07   0.644385E+07   0.693038E+06   0.573192E+06   0.592274E+07   0.644304E+07   0.644552E+07   0.644374E+07  -0.581920E+00   0.630126E+07   0.629918E+07   0.478944E+03
   0.172108E-02   0.642177E+07   0.641973E+07   0.622405E+06   0.523543E+06   0.580866E+07   0.641853E+07   0.642143E+07   0.641916E+07  -0.579672E+00   0.627720E+07   0.627515E+07   0.425502E+03
   0.190039E-02   0.639420E+07   0.639212E+07   0.538355E+06   0.460497E+06   0.568124E+07   0.639047E+07   0.639385E+07   0.639102E+07  -0.577113E+00   0.624969E+07   0.624770E+07   0.375653E+03
   0.209838E-02   0.636274E+07   0.636063E+07   0.423290E+06   0.367163E+06   0.554084E+07   0.635850E+07   0.636239E+07   0.635893E+07  -0.574203E+00   0.621840E+07   0.621645E+07   0.332560E+03
   0.231699E-02   0.632701E+07   0.632482E+07   0.305128E+06   0.271281E+06   0.538837E+07   0.632220E+07   0.632664E+07   0.632251E+07  -0.570904E+00   0.618292E+07   0.618099E+07   0.297077E+03
   0.255838E-02   0.628656E+07   0.628426E+07   0.228815E+06   0.214110E+06   0.522524E+07   0.628115E+07   0.628617E+07   0.628139E+07  -0.567179E+00   0.614283E+07   0.614091E+07   0.268082E+03
   0.282492E-02   0.624098E+07   0.623849E+07   0.199834E+06   0.184534E+06   0.505319E+07   0.623494E+07   0.624056E+07   0.623514E+07  -0.562991E+00   0.609771E+07   0.609578E+07   0.243681E+03
   0.311923E-02   0.618981E+07   0.618710E+07   0.173473E+06   0.150100E+06   0.487386E+07   0.618313E+07   0.618936E+07   0.618331E+07  -0.558302E+00   0.604714E+07   0.604520E+07   0.222096E+03
   0.344419E-02   0.613264E+07   0.612967E+07   0.128180E+06   0.121962E+06   0.468846E+07   0.612530E+07   0.613214E+07   0.612544E+07  -0.553072E+00   0.599070E+07   0.598876E+07   0.201683E+03
   0.380302E-02   0.606902E+07   0.606575E+07   0.101371E+06   0.989829E+05   0.449746E+07   0.606103E+07   0.606847E+07   0.606114E+07  -0.547260E+00   0.592798E+07   0.592605E+07   0.181513E+03
   0.419923E-02   0.599851E+07   0.599490E+07   0.943274E+05   0.802299E+05   0.430082E+07   0.598986E+07   0.599790E+07   0.598996E+07  -0.540829E+00   0.585855E+07   0.585664E+07   0.162592E+03
   0.463671E-02   0.592068E+07   0.591665E+07   0.704758E+05   0.649396E+05   0.409840E+07   0.591138E+07   0.592001E+07   0.591145E+07  -0.533737E+00   0.578198E+07   0.578008E+07   0.146440E+03
   0.511978E-02   0.583511E+07   0.583055E+07   0.593619E+05   0.524833E+05   0.389044E+07   0.582514E+07   0.583435E+07   0.582520E+07  -0.525946E+00   0.569785E+07   0.569595E+07   0.132510E+03
   0.565317E-02   0.574157E+07   0.573638E+07   0.492612E+05   0.423465E+05   0.366380E+07   0.573086E+07   0.574070E+07   0.573091E+07  -0.517431E+00   0.560589E+07   0.560400E+07   0.119747E+03
   0.624213E-02   0.563921E+07   0.563328E+07   0.362687E+05   0.341050E+05   0.343739E+07   0.562779E+07   0.563821E+07   0.562783E+07  -0.508122E+00   0.550534E+07   0.550346E+07   0.107887E+03
   0.689245E-02   0.552779E+07   0.552096E+07   0.291560E+05   0.274127E+05   0.320319E+07   0.551564E+07   0.552664E+07   0.551567E+07  -0.497993E+00   0.539591E+07   0.539404E+07   0.974228E+02
   0.761052E-02   0.540687E+07   0.539898E+07   0.253825E+05   0.219855E+05   0.296379E+07   0.539398E+07   0.540554E+07   0.539401E+07  -0.487007E+00   0.527720E+07   0.527532E+07   0.882231E+02
   0.840340E-02   0.527600E+07   0.526684E+07   0.172837E+05   0.175906E+05   0.272720E+07   0.526239E+07   0.527446E+07   0.526241E+07  -0.475125E+00   0.514875E+07   0.514688E+07   0.798825E+02
   0.927889E-02   0.513477E+07   0.512412E+07   0.152636E+05   0.140371E+05   0.249660E+07   0.512050E+07   0.513298E+07   0.512051E+07  -0.462312E+00   0.501021E+07   0.500833E+07   0.724882E+02
   0.102456E-01   0.498282E+07   0.497042E+07   0.124171E+05   0.111687E+05   0.226843E+07   0.496789E+07   0.498074E+07   0.496791E+07  -0.448533E+00   0.486120E+07   0.485931E+07   0.659320E+02
   0.113130E-01   0.481974E+07   0.480529E+07   0.989431E+04   0.885749E+04   0.204281E+07   0.480418E+07   0.481732E+07   0.480419E+07  -0.433751E+00   0.470130E+07   0.469940E+07   0.601084E+02
   0.124916E-01   0.464515E+07   0.462834E+07   0.813275E+04   0.699904E+04   0.182535E+07   0.462899E+07   0.464233E+07   0.462900E+07  -0.417933E+00   0.453016E+07   0.452824E+07   0.549535E+02
   0.137930E-01   0.445877E+07   0.443925E+07   0.615588E+04   0.550804E+04   0.161849E+07   0.444206E+07   0.445549E+07   0.444206E+07  -0.401055E+00   0.434750E+07   0.434556E+07   0.503810E+02
   0.152300E-01   0.426044E+07   0.423788E+07   0.444425E+04   0.431487E+04   0.142117E+07   0.424322E+07   0.425665E+07   0.424323E+07  -0.383103E+00   0.415318E+07   0.415121E+07   0.463036E+02
   0.168167E-01   0.405490E+07   0.402897E+07   0.355285E+04   0.336677E+04   0.123686E+07   0.403722E+07   0.405054E+07   0.403722E+07  -0.364503E+00   0.395180E+07   0.394980E+07   0.426716E+02
   0.185687E-01   0.383414E+07   0.380457E+07   0.276934E+04   0.260980E+04   0.106502E+07   0.381608E+07   0.382917E+07   0.381608E+07  -0.344537E+00   0.373559E+07   0.373355E+07   0.393382E+02
   0.205033E-01   0.360291E+07   0.356952E+07   0.230706E+04   0.201041E+04   0.906787E+06   0.358456E+07   0.359730E+07   0.358456E+07  -0.323634E+00   0.350918E+07   0.350711E+07   0.362408E+02
   0.226393E-01   0.335935E+07   0.332214E+07   0.159132E+04   0.153662E+04   0.762576E+06   0.334084E+07   0.335310E+07   0.334084E+07  -0.301629E+00   0.327079E+07   0.326868E+07   0.332732E+02
   0.249980E-01   0.311213E+07   0.307133E+07   0.137201E+04   0.116690E+04   0.634176E+06   0.309358E+07   0.310528E+07   0.309358E+07  -0.279305E+00   0.302890E+07   0.302678E+07   0.303688E+02
   0.276023E-01   0.286413E+07   0.282028E+07   0.920752E+03   0.880290E+03   0.521530E+06   0.284570E+07   0.285677E+07   0.284571E+07  -0.256926E+00   0.278638E+07   0.278426E+07   0.274421E+02
   0.304780E-01   0.261640E+07   0.257047E+07   0.697450E+03   0.659173E+03   0.423857E+06   0.259834E+07   0.260869E+07   0.259835E+07  -0.234593E+00   0.254432E+07   0.254224E+07   0.244108E+02
   0.336533E-01   0.237564E+07   0.232902E+07   0.542526E+03   0.490634E+03   0.340960E+06   0.235822E+07   0.236782E+07   0.235822E+07  -0.212912E+00   0.230930E+07   0.230730E+07   0.212404E+02
   0.371593E-01   0.215049E+07   0.210501E+07   0.432883E+03   0.364120E+03   0.272255E+06   0.213399E+07   0.214285E+07   0.213399E+07  -0.192668E+00   0.208982E+07   0.208796E+07   0.179457E+02
   0.410307E-01   0.194649E+07   0.190424E+07   0.281118E+03   0.270255E+03   0.216537E+06   0.193124E+07   0.193940E+07   0.193124E+07  -0.174363E+00   0.189133E+07   0.188966E+07   0.145926E+02
   0.451338E-01   0.177405E+07   0.173684E+07   0.216146E+03   0.203565E+03   0.173662E+06   0.176025E+07   0.176780E+07   0.176025E+07  -0.158925E+00   0.172392E+07   0.172248E+07   0.114404E+02
   0.492368E-01   0.163963E+07   0.160833E+07   0.167902E+03   0.158128E+03   0.142401E+06   0.162731E+07   0.163437E+07   0.162731E+07  -0.146922E+00   0.159374E+07   0.159254E+07   0.878061E+01
   0.533399E-01   0.153142E+07   0.150603E+07   0.133672E+03   0.125890E+03   0.118862E+06   0.152049E+07   0.152716E+07   0.152049E+07  -0.137278E+00   0.148914E+07   0.148814E+07   0.665510E+01
   0.574430E-01   0.144046E+07   0.142027E+07   0.108455E+03   0.102140E+03   0.100546E+06   0.143074E+07   0.143707E+07   0.143074E+07  -0.129175E+00   0.140125E+07   0.140044E+07   0.506572E+01
   0.615460E-01   0.135997E+07   0.134376E+07   0.892248E+02   0.840296E+02   0.858418E+05   0.135123E+07   0.135725E+07   0.135123E+07  -0.121996E+00   0.132338E+07   0.132270E+07   0.397132E+01
   0.656491E-01   0.128394E+07   0.127027E+07   0.740487E+02   0.697369E+02   0.736628E+05   0.127592E+07   0.128165E+07   0.127592E+07  -0.115197E+00   0.124964E+07   0.124904E+07   0.329386E+01
   0.697522E-01   0.120858E+07   0.119603E+07   0.617430E+02   0.581476E+02   0.632905E+05   0.120106E+07   0.120647E+07   0.120106E+07  -0.108438E+00   0.117633E+07   0.117576E+07   0.293421E+01
   0.738552E-01   0.113450E+07   0.112190E+07   0.516885E+02   0.486786E+02   0.544446E+05   0.112728E+07   0.113239E+07   0.112728E+07  -0.101777E+00   0.110409E+07   0.110352E+07   0.279010E+01
   0.779583E-01   0.105949E+07   0.104605E+07   0.433093E+02   0.407873E+02   0.467637E+05   0.105245E+07   0.105723E+07   0.105245E+07  -0.950204E-01   0.103082E+07   0.103022E+07   0.275703E+01
   0.820614E-01   0.987140E+06   0.972521E+06   0.364023E+02   0.342825E+02   0.402083E+05   0.980212E+06   0.984685E+06   0.980212E+06  -0.884987E-01   0.960089E+06   0.959457E+06   0.275568E+01
   0.861644E-01   0.919517E+06   0.903808E+06   0.307425E+02   0.289523E+02   0.346714E+05   0.912701E+06   0.916880E+06   0.912701E+06  -0.824035E-01   0.893982E+06   0.893326E+06   0.272673E+01
   0.912856E-01   0.844372E+06   0.827911E+06   0.251398E+02   0.236759E+02   0.290324E+05   0.837759E+06   0.841608E+06   0.837759E+06  -0.756373E-01   0.820594E+06   0.819930E+06   0.260256E+01
   0.964067E-01   0.781797E+06   0.765568E+06   0.208642E+02   0.196493E+02   0.246187E+05   0.775499E+06   0.779072E+06   0.775499E+06  -0.700161E-01   0.759620E+06   0.758981E+06   0.236917E+01
   0.101528E+00   0.732546E+06   0.717529E+06   0.176278E+02   0.166013E+02   0.212114E+05   0.726668E+06   0.730025E+06   0.726668E+06  -0.656074E-01   0.711790E+06   0.711207E+06   0.205410E+01
   0.106649E+00   0.694732E+06   0.681625E+06   0.151551E+02   0.142725E+02   0.185645E+05   0.689339E+06   0.692531E+06   0.689339E+06  -0.622372E-01   0.675222E+06   0.674714E+06   0.170692E+01
   0.111770E+00   0.664645E+06   0.653704E+06   0.132061E+02   0.124370E+02   0.164442E+05   0.659746E+06   0.662808E+06   0.659746E+06  -0.595653E-01   0.646229E+06   0.645798E+06   0.138001E+01
   0.116891E+00   0.638244E+06   0.629276E+06   0.115996E+02   0.109240E+02   0.146633E+05   0.633792E+06   0.636739E+06   0.633792E+06  -0.572221E-01   0.620802E+06   0.620438E+06   0.111396E+01
   0.122012E+00   0.612344E+06   0.604816E+06   0.102173E+02   0.962224E+01   0.130969E+05   0.608248E+06   0.611080E+06   0.608248E+06  -0.549158E-01   0.595778E+06   0.595461E+06   0.929553E+00
   0.127134E+00   0.585053E+06   0.578278E+06   0.899236E+01   0.846860E+01   0.116765E+05   0.581205E+06   0.583916E+06   0.581205E+06  -0.524743E-01   0.569290E+06   0.568997E+06   0.826453E+00
   0.132255E+00   0.555849E+06   0.549177E+06   0.789393E+01   0.743415E+01   0.103738E+05   0.552151E+06   0.554729E+06   0.552151E+06  -0.498511E-01   0.540835E+06   0.540544E+06   0.787518E+00
   0.137376E+00   0.525349E+06   0.518322E+06   0.691309E+01   0.651044E+01   0.918633E+04   0.521730E+06   0.524169E+06   0.521730E+06  -0.471045E-01   0.511044E+06   0.510742E+06   0.786377E+00
   0.142497E+00   0.494903E+06   0.487334E+06   0.605059E+01   0.569819E+01   0.812422E+04   0.491333E+06   0.493632E+06   0.491333E+06  -0.443601E-01   0.481276E+06   0.480959E+06   0.795676E+00
   0.147618E+00   0.466210E+06   0.458180E+06   0.530927E+01   0.500005E+01   0.719829E+04   0.462694E+06   0.464862E+06   0.462694E+06  -0.417744E-01   0.453230E+06   0.452902E+06   0.793779E+00
   0.152739E+00   0.440858E+06   0.432642E+06   0.468830E+01   0.441525E+01   0.641415E+04   0.437427E+06   0.439478E+06   0.437427E+06  -0.394932E-01   0.428484E+06   0.428156E+06   0.768557E+00
   0.157860E+00   0.419720E+06   0.411683E+06   0.417820E+01   0.393486E+01   0.576502E+04   0.416416E+06   0.418370E+06   0.416416E+06  -0.375962E-01   0.407904E+06   0.407587E+06   0.717939E+00
   0.162982E+00   0.402644E+06   0.395122E+06   0.376058E+01   0.354156E+01   0.523003E+04   0.399505E+06   0.401381E+06   0.399505E+06  -0.360694E-01   0.391337E+06   0.391042E+06   0.647943E+00
   0.168103E+00   0.388744E+06   0.381960E+06   0.341365E+01   0.321483E+01   0.478291E+04   0.385792E+06   0.387605E+06   0.385792E+06  -0.348313E-01   0.377902E+06   0.377635E+06   0.569318E+00
   0.173224E+00   0.376889E+06   0.370910E+06   0.311764E+01   0.293606E+01   0.439883E+04   0.374126E+06   0.375886E+06   0.374126E+06  -0.337781E-01   0.366473E+06   0.366233E+06   0.493780E+00
   0.178345E+00   0.365929E+06   0.360667E+06   0.285639E+01   0.269001E+01   0.405675E+04   0.363336E+06   0.365046E+06   0.363336E+06  -0.328039E-01   0.355901E+06   0.355686E+06   0.430738E+00
   0.183466E+00   0.354804E+06   0.350062E+06   0.261755E+01   0.246509E+01   0.374075E+04   0.352349E+06   0.354008E+06   0.352349E+06  -0.318119E-01   0.345137E+06   0.344940E+06   0.385291E+00
   0.188587E+00   0.342833E+06   0.338367E+06   0.239387E+01   0.225443E+01   0.344124E+04   0.340479E+06   0.342083E+06   0.340479E+06  -0.307403E-01   0.333511E+06   0.333322E+06   0.357813E+00
   0.193708E+00   0.329944E+06   0.325531E+06   0.218352E+01   0.205633E+01   0.315628E+04   0.327659E+06   0.329203E+06   0.327659E+06  -0.295828E-01   0.320954E+06   0.320768E+06   0.344827E+00
   0.198830E+00   0.316560E+06   0.312045E+06   0.198808E+01   0.187228E+01   0.288896E+04   0.314320E+06   0.315802E+06   0.314320E+06  -0.283785E-01   0.307890E+06   0.307701E+06   0.340583E+00
   0.203951E+00   0.303277E+06   0.298601E+06   0.180982E+01   0.170441E+01   0.264301E+04   0.301072E+06   0.302492E+06   0.301072E+06  -0.271823E-01   0.294915E+06   0.294722E+06   0.338833E+00
   0.209072E+00   0.290681E+06   0.285877E+06   0.165038E+01   0.155425E+01   0.242152E+04   0.288513E+06   0.289874E+06   0.288513E+06  -0.260484E-01   0.282615E+06   0.282420E+06   0.334424E+00
   0.214193E+00   0.279268E+06   0.274436E+06   0.151045E+01   0.142248E+01   0.222619E+04   0.277149E+06   0.278457E+06   0.277149E+06  -0.250224E-01   0.271485E+06   0.271290E+06   0.324316E+00
   0.219314E+00   0.269334E+06   0.264601E+06   0.138941E+01   0.130849E+01   0.205646E+04   0.267277E+06   0.268539E+06   0.267277E+06  -0.241312E-01   0.261815E+06   0.261626E+06   0.307861E+00
   0.224435E+00   0.260871E+06   0.256356E+06   0.128510E+01   0.121025E+01   0.190972E+04   0.258890E+06   0.260113E+06   0.258890E+06  -0.233740E-01   0.253599E+06   0.253420E+06   0.286421E+00
   0.229556E+00   0.253608E+06   0.249389E+06   0.119435E+01   0.112478E+01   0.178165E+04   0.251710E+06   0.252900E+06   0.251710E+06  -0.227257E-01   0.246565E+06   0.246397E+06   0.262599E+00
   0.234678E+00   0.247130E+06   0.243232E+06   0.111377E+01   0.104889E+01   0.166743E+04   0.245316E+06   0.246475E+06   0.245316E+06  -0.221484E-01   0.240300E+06   0.240143E+06   0.239326E+00
   0.239799E+00   0.240995E+06   0.237390E+06   0.104038E+01   0.979778E+00   0.156297E+04   0.239259E+06   0.240390E+06   0.239259E+06  -0.216016E-01   0.234367E+06   0.234220E+06   0.219063E+00
   0.244920E+00   0.234830E+06   0.231450E+06   0.971908E+00   0.915296E+00   0.146494E+04   0.233160E+06   0.234263E+06   0.233160E+06  -0.210509E-01   0.228392E+06   0.228253E+06   0.203267E+00
   0.250041E+00   0.228415E+06   0.225174E+06   0.907059E+00   0.854224E+00   0.137151E+04   0.226798E+06   0.227871E+06   0.226798E+06  -0.204765E-01   0.222160E+06   0.222025E+06   0.192216E+00
   0.255162E+00   0.221723E+06   0.218541E+06   0.845470E+00   0.796222E+00   0.128225E+04   0.220147E+06   0.221189E+06   0.220147E+06  -0.198760E-01   0.215646E+06   0.215513E+06   0.185166E+00
   0.260283E+00   0.214880E+06   0.211700E+06   0.787385E+00   0.741521E+00   0.119760E+04   0.213337E+06   0.214346E+06   0.213337E+06  -0.192612E-01   0.208975E+06   0.208844E+06   0.180711E+00
