#           k/h    P           
    0.86711E-03    0.14497E+03
    0.88463E-03    0.14771E+03
    0.90250E-03    0.15049E+03
    0.92073E-03    0.15332E+03
    0.93933E-03    0.15620E+03
    0.95831E-03    0.15913E+03
    0.97767E-03    0.16212E+03
    0.99742E-03    0.16515E+03
    0.10176E-02    0.16824E+03
    0.10381E-02    0.17138E+03
    0.10591E-02    0.17458E+03
    0.10805E-02    0.17783E+03
    0.11023E-02    0.18114E+03
    0.11246E-02    0.18450E+03
    0.11473E-02    0.18792E+03
    0.11705E-02    0.19140E+03
    0.11941E-02    0.19494E+03
    0.12182E-02    0.19853E+03
    0.12429E-02    0.20219E+03
    0.12680E-02    0.20591E+03
    0.12936E-02    0.20969E+03
    0.13197E-02    0.21353E+03
    0.13464E-02    0.21743E+03
    0.13736E-02    0.22140E+03
    0.14013E-02    0.22543E+03
    0.14296E-02    0.22953E+03
    0.14585E-02    0.23369E+03
    0.14880E-02    0.23792E+03
    0.15180E-02    0.24221E+03
    0.15487E-02    0.24657E+03
    0.15800E-02    0.25100E+03
    0.16119E-02    0.25550E+03
    0.16445E-02    0.26007E+03
    0.16777E-02    0.26471E+03
    0.17116E-02    0.26941E+03
    0.17462E-02    0.27419E+03
    0.17814E-02    0.27904E+03
    0.18174E-02    0.28396E+03
    0.18541E-02    0.28895E+03
    0.18916E-02    0.29402E+03
    0.19298E-02    0.29916E+03
    0.19688E-02    0.30437E+03
    0.20086E-02    0.30966E+03
    0.20491E-02    0.31502E+03
    0.20905E-02    0.32045E+03
    0.21328E-02    0.32596E+03
    0.21758E-02    0.33155E+03
    0.22198E-02    0.33721E+03
    0.22646E-02    0.34294E+03
    0.23104E-02    0.34875E+03
    0.23571E-02    0.35464E+03
    0.24047E-02    0.36060E+03
    0.24533E-02    0.36664E+03
    0.25028E-02    0.37275E+03
    0.25534E-02    0.37894E+03
    0.26050E-02    0.38521E+03
    0.26576E-02    0.39155E+03
    0.27113E-02    0.39796E+03
    0.27660E-02    0.40445E+03
    0.28219E-02    0.41101E+03
    0.28789E-02    0.41765E+03
    0.29371E-02    0.42436E+03
    0.29964E-02    0.43114E+03
    0.30569E-02    0.43800E+03
    0.31187E-02    0.44493E+03
    0.31817E-02    0.45192E+03
    0.32460E-02    0.45899E+03
    0.33115E-02    0.46613E+03
    0.33784E-02    0.47333E+03
    0.34467E-02    0.48060E+03
    0.35163E-02    0.48794E+03
    0.35874E-02    0.49534E+03
    0.36598E-02    0.50281E+03
    0.37338E-02    0.51033E+03
    0.38092E-02    0.51792E+03
    0.38861E-02    0.52556E+03
    0.39646E-02    0.53327E+03
    0.40447E-02    0.54102E+03
    0.41264E-02    0.54884E+03
    0.42098E-02    0.55670E+03
    0.42948E-02    0.56461E+03
    0.43816E-02    0.57257E+03
    0.44701E-02    0.58057E+03
    0.45604E-02    0.58862E+03
    0.46525E-02    0.59670E+03
    0.47465E-02    0.60482E+03
    0.48424E-02    0.61297E+03
    0.49402E-02    0.62116E+03
    0.50400E-02    0.62937E+03
    0.51419E-02    0.63761E+03
    0.52457E-02    0.64588E+03
    0.53517E-02    0.65416E+03
    0.54598E-02    0.66246E+03
    0.55701E-02    0.67077E+03
    0.56826E-02    0.67908E+03
    0.57974E-02    0.68739E+03
    0.59145E-02    0.69569E+03
    0.60340E-02    0.70399E+03
    0.61559E-02    0.71227E+03
    0.62803E-02    0.72053E+03
    0.64072E-02    0.72878E+03
    0.65366E-02    0.73700E+03
    0.66686E-02    0.74518E+03
    0.68033E-02    0.75333E+03
    0.69408E-02    0.76143E+03
    0.70810E-02    0.76948E+03
    0.72240E-02    0.77748E+03
    0.73700E-02    0.78541E+03
    0.75189E-02    0.79328E+03
    0.76708E-02    0.80107E+03
    0.78257E-02    0.80878E+03
    0.79838E-02    0.81639E+03
    0.81451E-02    0.82392E+03
    0.83096E-02    0.83133E+03
    0.84775E-02    0.83864E+03
    0.86488E-02    0.84583E+03
    0.88235E-02    0.85289E+03
    0.90017E-02    0.85982E+03
    0.91836E-02    0.86660E+03
    0.93691E-02    0.87323E+03
    0.95583E-02    0.87971E+03
    0.97514E-02    0.88601E+03
    0.99484E-02    0.89213E+03
    0.10149E-01    0.89807E+03
    0.10354E-01    0.90381E+03
    0.10564E-01    0.90935E+03
    0.10777E-01    0.91467E+03
    0.10995E-01    0.91975E+03
    0.11217E-01    0.92460E+03
    0.11443E-01    0.92920E+03
    0.11675E-01    0.93355E+03
    0.11910E-01    0.93762E+03
    0.12151E-01    0.94143E+03
    0.12397E-01    0.94495E+03
    0.12647E-01    0.94819E+03
    0.12902E-01    0.95112E+03
    0.13163E-01    0.95373E+03
    0.13429E-01    0.95599E+03
    0.13700E-01    0.95788E+03
    0.13977E-01    0.95937E+03
    0.14259E-01    0.96048E+03
    0.14547E-01    0.96125E+03
    0.14841E-01    0.96172E+03
    0.15141E-01    0.96193E+03
    0.15447E-01    0.96191E+03
    0.15759E-01    0.96162E+03
    0.16077E-01    0.96097E+03
    0.16402E-01    0.95990E+03
    0.16734E-01    0.95831E+03
    0.17072E-01    0.95615E+03
    0.17416E-01    0.95340E+03
    0.17768E-01    0.95013E+03
    0.18127E-01    0.94638E+03
    0.18493E-01    0.94220E+03
    0.18867E-01    0.93762E+03
    0.19248E-01    0.93263E+03
    0.19637E-01    0.92716E+03
    0.20034E-01    0.92118E+03
    0.20438E-01    0.91464E+03
    0.20851E-01    0.90749E+03
    0.21272E-01    0.89979E+03
    0.21702E-01    0.89157E+03
    0.22141E-01    0.88292E+03
    0.22588E-01    0.87389E+03
    0.23044E-01    0.86452E+03
    0.23510E-01    0.85484E+03
    0.23985E-01    0.84485E+03
    0.24469E-01    0.83455E+03
    0.24964E-01    0.82395E+03
    0.25468E-01    0.81305E+03
    0.25982E-01    0.80185E+03
    0.26507E-01    0.79036E+03
    0.27043E-01    0.77856E+03
    0.27589E-01    0.76647E+03
    0.28146E-01    0.75408E+03
    0.28715E-01    0.74143E+03
    0.29295E-01    0.72856E+03
    0.29887E-01    0.71551E+03
    0.30490E-01    0.70231E+03
    0.31106E-01    0.68900E+03
    0.31735E-01    0.67563E+03
    0.32376E-01    0.66226E+03
    0.33030E-01    0.64893E+03
    0.33697E-01    0.63568E+03
    0.34378E-01    0.62256E+03
    0.35072E-01    0.60960E+03
    0.35781E-01    0.59684E+03
    0.36504E-01    0.58429E+03
    0.37241E-01    0.57198E+03
    0.37993E-01    0.55994E+03
    0.38761E-01    0.54818E+03
    0.39544E-01    0.53673E+03
    0.40343E-01    0.52560E+03
    0.41158E-01    0.51481E+03
    0.41989E-01    0.50437E+03
    0.42838E-01    0.49433E+03
    0.43703E-01    0.48471E+03
    0.44586E-01    0.47555E+03
    0.45486E-01    0.46688E+03
    0.46405E-01    0.45869E+03
    0.47343E-01    0.45094E+03
    0.48299E-01    0.44360E+03
    0.49275E-01    0.43662E+03
    0.50270E-01    0.42998E+03
    0.51286E-01    0.42363E+03
    0.52322E-01    0.41754E+03
    0.53379E-01    0.41168E+03
    0.54457E-01    0.40603E+03
    0.55557E-01    0.40054E+03
    0.56680E-01    0.39516E+03
    0.57825E-01    0.38987E+03
    0.58993E-01    0.38459E+03
    0.60184E-01    0.37929E+03
    0.61400E-01    0.37388E+03
    0.62641E-01    0.36830E+03
    0.63906E-01    0.36247E+03
    0.65197E-01    0.35630E+03
    0.66514E-01    0.34970E+03
    0.67858E-01    0.34270E+03
    0.69229E-01    0.33537E+03
    0.70627E-01    0.32779E+03
    0.72054E-01    0.31989E+03
    0.73510E-01    0.31152E+03
    0.74994E-01    0.30259E+03
    0.76509E-01    0.29320E+03
    0.78055E-01    0.28352E+03
    0.79632E-01    0.27372E+03
    0.81241E-01    0.26386E+03
    0.82882E-01    0.25401E+03
    0.84556E-01    0.24426E+03
    0.86264E-01    0.23469E+03
    0.88007E-01    0.22541E+03
    0.89785E-01    0.21652E+03
    0.91598E-01    0.20809E+03
    0.93449E-01    0.20020E+03
    0.95337E-01    0.19294E+03
    0.97263E-01    0.18635E+03
    0.99227E-01    0.18046E+03
    0.10123E+00    0.17526E+03
    0.10328E+00    0.17074E+03
    0.10536E+00    0.16681E+03
    0.10749E+00    0.16340E+03
    0.10966E+00    0.16040E+03
    0.11188E+00    0.15767E+03
    0.11414E+00    0.15510E+03
    0.11644E+00    0.15253E+03
    0.11880E+00    0.14985E+03
    0.12120E+00    0.14695E+03
    0.12365E+00    0.14373E+03
    0.12614E+00    0.14011E+03
    0.12869E+00    0.13608E+03
    0.13129E+00    0.13164E+03
    0.13394E+00    0.12681E+03
    0.13665E+00    0.12170E+03
    0.13941E+00    0.11639E+03
    0.14223E+00    0.11102E+03
    0.14510E+00    0.10574E+03
    0.14803E+00    0.10070E+03
    0.15102E+00    0.96046E+02
    0.15407E+00    0.91887E+02
    0.15718E+00    0.88279E+02
    0.16036E+00    0.85225E+02
    0.16360E+00    0.82670E+02
    0.16690E+00    0.80531E+02
    0.17028E+00    0.78701E+02
    0.17371E+00    0.77060E+02
    0.17722E+00    0.75472E+02
    0.18080E+00    0.73794E+02
    0.18446E+00    0.71899E+02
    0.18818E+00    0.69705E+02
    0.19198E+00    0.67200E+02
    0.19586E+00    0.64446E+02
    0.19982E+00    0.61543E+02
    0.20386E+00    0.58612E+02
    0.20797E+00    0.55774E+02
    0.21218E+00    0.53145E+02
    0.21646E+00    0.50813E+02
    0.22083E+00    0.48823E+02
    0.22530E+00    0.47160E+02
    0.22985E+00    0.45759E+02
    0.23449E+00    0.44522E+02
    0.23923E+00    0.43335E+02
    0.24406E+00    0.42090E+02
    0.24899E+00    0.40710E+02
    0.25402E+00    0.39176E+02
    0.25915E+00    0.37521E+02
    0.26439E+00    0.35816E+02
    0.26973E+00    0.34146E+02
    0.27518E+00    0.32594E+02
    0.28074E+00    0.31218E+02
    0.28641E+00    0.30029E+02
    0.29219E+00    0.28993E+02
    0.29810E+00    0.28050E+02
    0.30412E+00    0.27129E+02
    0.31026E+00    0.26172E+02
    0.31653E+00    0.25153E+02
    0.32292E+00    0.24087E+02
    0.32945E+00    0.23019E+02
    0.33610E+00    0.22000E+02
    0.34289E+00    0.21065E+02
    0.34982E+00    0.20228E+02
    0.35689E+00    0.19469E+02
    0.36409E+00    0.18754E+02
    0.37145E+00    0.18048E+02
    0.37895E+00    0.17327E+02
    0.38661E+00    0.16597E+02
    0.39442E+00    0.15879E+02
    0.40239E+00    0.15196E+02
    0.41052E+00    0.14563E+02
    0.41881E+00    0.13979E+02
    0.42727E+00    0.13426E+02
    0.43590E+00    0.12888E+02
    0.44471E+00    0.12354E+02
    0.45369E+00    0.11828E+02
    0.46286E+00    0.11321E+02
    0.47221E+00    0.10841E+02
    0.48174E+00    0.10389E+02
    0.49148E+00    0.99603E+01
    0.50141E+00    0.95454E+01
    0.51153E+00    0.91407E+01
    0.52187E+00    0.87486E+01
    0.53241E+00    0.83731E+01
    0.54317E+00    0.80164E+01
    0.55414E+00    0.76765E+01
    0.56533E+00    0.73495E+01
    0.57675E+00    0.70334E+01
    0.58840E+00    0.67293E+01
    0.60029E+00    0.64382E+01
    0.61242E+00    0.61599E+01
    0.62479E+00    0.58935E+01
    0.63741E+00    0.56381E+01
    0.65029E+00    0.53931E+01
    0.66342E+00    0.51581E+01
    0.67683E+00    0.49328E+01
    0.69050E+00    0.47167E+01
    0.70445E+00    0.45096E+01
    0.71868E+00    0.43111E+01
    0.73320E+00    0.41208E+01
    0.74801E+00    0.39386E+01
    0.76312E+00    0.37640E+01
    0.77854E+00    0.35968E+01
    0.79426E+00    0.34367E+01
    0.81031E+00    0.32834E+01
    0.82668E+00    0.31366E+01
    0.84338E+00    0.29962E+01
    0.86041E+00    0.28618E+01
    0.87780E+00    0.27331E+01
    0.89553E+00    0.26101E+01
    0.91362E+00    0.24924E+01
    0.93208E+00    0.23798E+01
    0.95091E+00    0.22721E+01
    0.97011E+00    0.21691E+01
    0.98971E+00    0.20706E+01
    0.10097E+01    0.19765E+01
    0.10301E+01    0.18864E+01
    0.10509E+01    0.18004E+01
    0.10721E+01    0.17181E+01
    0.10938E+01    0.16395E+01
    0.11159E+01    0.15643E+01
    0.11384E+01    0.14925E+01
    0.11614E+01    0.14238E+01
    0.11849E+01    0.13583E+01
    0.12088E+01    0.12956E+01
    0.12333E+01    0.12358E+01
    0.12582E+01    0.11786E+01
    0.12836E+01    0.11240E+01
    0.13095E+01    0.10718E+01
    0.13360E+01    0.10220E+01
    0.13630E+01    0.97443E+00
    0.13905E+01    0.92900E+00
    0.14186E+01    0.88562E+00
    0.14472E+01    0.84421E+00
    0.14765E+01    0.80467E+00
    0.15063E+01    0.76692E+00
    0.15367E+01    0.73089E+00
    0.15678E+01    0.69650E+00
    0.15994E+01    0.66367E+00
    0.16318E+01    0.63234E+00
    0.16647E+01    0.60245E+00
    0.16984E+01    0.57392E+00
    0.17327E+01    0.54670E+00
    0.17677E+01    0.52073E+00
    0.18034E+01    0.49596E+00
    0.18398E+01    0.47234E+00
    0.18770E+01    0.44981E+00
    0.19149E+01    0.42834E+00
    0.19536E+01    0.40786E+00
    0.19930E+01    0.38835E+00
    0.20333E+01    0.36976E+00
    0.20744E+01    0.35204E+00
    0.21163E+01    0.33516E+00
    0.21590E+01    0.31908E+00
    0.22026E+01    0.30376E+00
    0.22471E+01    0.28918E+00
    0.22925E+01    0.27529E+00
    0.23388E+01    0.26206E+00
    0.23861E+01    0.24947E+00
