#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.439836E-04   0.125871E+08   0.125870E+08   0.166860E+08   0.166824E+08   0.125898E+08   0.125871E+08   0.125871E+08   0.125960E+08  -0.569003E+00   0.107759E+08   0.107759E+08   0.443730E+02
   0.485659E-04   0.125870E+08   0.125870E+08   0.166648E+08   0.166604E+08   0.125896E+08   0.125870E+08   0.125870E+08   0.125959E+08  -0.568999E+00   0.107758E+08   0.107758E+08   0.489746E+02
   0.536256E-04   0.125869E+08   0.125869E+08   0.166389E+08   0.166336E+08   0.125893E+08   0.125869E+08   0.125869E+08   0.125958E+08  -0.568995E+00   0.107758E+08   0.107757E+08   0.540482E+02
   0.592125E-04   0.125868E+08   0.125868E+08   0.166075E+08   0.166010E+08   0.125890E+08   0.125868E+08   0.125868E+08   0.125957E+08  -0.568989E+00   0.107757E+08   0.107757E+08   0.596406E+02
   0.653814E-04   0.125867E+08   0.125867E+08   0.165692E+08   0.165613E+08   0.125886E+08   0.125867E+08   0.125867E+08   0.125955E+08  -0.568982E+00   0.107756E+08   0.107756E+08   0.658022E+02
   0.721930E-04   0.125865E+08   0.125865E+08   0.165227E+08   0.165130E+08   0.125881E+08   0.125865E+08   0.125865E+08   0.125954E+08  -0.568974E+00   0.107754E+08   0.107754E+08   0.725880E+02
   0.797142E-04   0.125864E+08   0.125863E+08   0.164661E+08   0.164543E+08   0.125875E+08   0.125864E+08   0.125864E+08   0.125952E+08  -0.568964E+00   0.107753E+08   0.107753E+08   0.800567E+02
   0.880190E-04   0.125861E+08   0.125861E+08   0.163973E+08   0.163830E+08   0.125868E+08   0.125861E+08   0.125861E+08   0.125949E+08  -0.568951E+00   0.107751E+08   0.107751E+08   0.882712E+02
   0.971891E-04   0.125859E+08   0.125858E+08   0.163139E+08   0.162965E+08   0.125860E+08   0.125859E+08   0.125859E+08   0.125946E+08  -0.568936E+00   0.107749E+08   0.107748E+08   0.972983E+02
   0.107314E-03   0.125856E+08   0.125855E+08   0.162127E+08   0.161916E+08   0.125849E+08   0.125855E+08   0.125855E+08   0.125942E+08  -0.568918E+00   0.107746E+08   0.107745E+08   0.107208E+03
   0.118495E-03   0.125852E+08   0.125851E+08   0.160902E+08   0.160646E+08   0.125836E+08   0.125851E+08   0.125852E+08   0.125937E+08  -0.568896E+00   0.107742E+08   0.107742E+08   0.118072E+03
   0.130840E-03   0.125847E+08   0.125846E+08   0.159419E+08   0.159110E+08   0.125821E+08   0.125847E+08   0.125847E+08   0.125932E+08  -0.568869E+00   0.107738E+08   0.107738E+08   0.129964E+03
   0.144471E-03   0.125841E+08   0.125840E+08   0.157630E+08   0.157255E+08   0.125802E+08   0.125841E+08   0.125841E+08   0.125925E+08  -0.568836E+00   0.107733E+08   0.107733E+08   0.142956E+03
   0.159522E-03   0.125834E+08   0.125833E+08   0.155474E+08   0.155022E+08   0.125778E+08   0.125833E+08   0.125834E+08   0.125916E+08  -0.568796E+00   0.107727E+08   0.107726E+08   0.157115E+03
   0.176142E-03   0.125825E+08   0.125824E+08   0.152883E+08   0.152339E+08   0.125750E+08   0.125825E+08   0.125825E+08   0.125906E+08  -0.568747E+00   0.107720E+08   0.107719E+08   0.172502E+03
   0.194493E-03   0.125815E+08   0.125813E+08   0.149781E+08   0.149128E+08   0.125716E+08   0.125814E+08   0.125814E+08   0.125894E+08  -0.568688E+00   0.107711E+08   0.107709E+08   0.189163E+03
   0.214755E-03   0.125802E+08   0.125800E+08   0.146080E+08   0.145298E+08   0.125674E+08   0.125801E+08   0.125801E+08   0.125879E+08  -0.568616E+00   0.107700E+08   0.107698E+08   0.207123E+03
   0.237129E-03   0.125786E+08   0.125784E+08   0.141687E+08   0.140755E+08   0.125623E+08   0.125785E+08   0.125786E+08   0.125861E+08  -0.568530E+00   0.107686E+08   0.107684E+08   0.226377E+03
   0.261834E-03   0.125767E+08   0.125764E+08   0.136502E+08   0.135398E+08   0.125561E+08   0.125766E+08   0.125767E+08   0.125839E+08  -0.568425E+00   0.107670E+08   0.107668E+08   0.246878E+03
   0.289112E-03   0.125744E+08   0.125741E+08   0.130429E+08   0.129127E+08   0.125486E+08   0.125743E+08   0.125744E+08   0.125812E+08  -0.568298E+00   0.107650E+08   0.107647E+08   0.268521E+03
   0.319233E-03   0.125717E+08   0.125712E+08   0.123379E+08   0.121856E+08   0.125395E+08   0.125714E+08   0.125716E+08   0.125780E+08  -0.568146E+00   0.107626E+08   0.107623E+08   0.291124E+03
   0.352491E-03   0.125683E+08   0.125678E+08   0.115284E+08   0.113520E+08   0.125284E+08   0.125680E+08   0.125682E+08   0.125742E+08  -0.567962E+00   0.107597E+08   0.107593E+08   0.314411E+03
   0.389215E-03   0.125643E+08   0.125636E+08   0.106119E+08   0.104098E+08   0.125149E+08   0.125639E+08   0.125641E+08   0.125696E+08  -0.567742E+00   0.107562E+08   0.107557E+08   0.337985E+03
   0.429764E-03   0.125594E+08   0.125586E+08   0.959178E+07   0.936340E+07   0.124986E+08   0.125590E+08   0.125592E+08   0.125640E+08  -0.567479E+00   0.107520E+08   0.107514E+08   0.361310E+03
   0.474538E-03   0.125535E+08   0.125525E+08   0.848031E+07   0.822670E+07   0.124789E+08   0.125530E+08   0.125533E+08   0.125575E+08  -0.567166E+00   0.107469E+08   0.107462E+08   0.383690E+03
   0.523976E-03   0.125464E+08   0.125453E+08   0.730137E+07   0.702568E+07   0.124552E+08   0.125458E+08   0.125462E+08   0.125497E+08  -0.566795E+00   0.107407E+08   0.107400E+08   0.404267E+03
   0.578566E-03   0.125380E+08   0.125367E+08   0.609256E+07   0.580064E+07   0.124265E+08   0.125372E+08   0.125378E+08   0.125404E+08  -0.566357E+00   0.107334E+08   0.107325E+08   0.422031E+03
   0.638842E-03   0.125279E+08   0.125264E+08   0.490550E+07   0.460633E+07   0.123920E+08   0.125270E+08   0.125277E+08   0.125296E+08  -0.565843E+00   0.107246E+08   0.107236E+08   0.435863E+03
   0.705398E-03   0.125160E+08   0.125142E+08   0.380289E+07   0.350847E+07   0.123507E+08   0.125149E+08   0.125157E+08   0.125169E+08  -0.565241E+00   0.107142E+08   0.107131E+08   0.444623E+03
   0.778888E-03   0.125018E+08   0.124998E+08   0.285030E+07   0.257490E+07   0.123014E+08   0.125005E+08   0.125015E+08   0.125020E+08  -0.564542E+00   0.107018E+08   0.107006E+08   0.447279E+03
   0.860035E-03   0.124851E+08   0.124829E+08   0.210211E+07   0.186034E+07   0.122426E+08   0.124836E+08   0.124848E+08   0.124847E+08  -0.563731E+00   0.106873E+08   0.106859E+08   0.443081E+03
   0.949635E-03   0.124656E+08   0.124630E+08   0.158299E+07   0.138696E+07   0.121729E+08   0.124638E+08   0.124652E+08   0.124646E+08  -0.562796E+00   0.106702E+08   0.106687E+08   0.431744E+03
   0.104857E-02   0.124427E+08   0.124400E+08   0.127142E+07   0.112744E+07   0.120907E+08   0.124406E+08   0.124423E+08   0.124413E+08  -0.561720E+00   0.106502E+08   0.106487E+08   0.413597E+03
   0.115781E-02   0.124162E+08   0.124132E+08   0.109666E+07   0.100289E+07   0.119941E+08   0.124137E+08   0.124157E+08   0.124143E+08  -0.560482E+00   0.106271E+08   0.106255E+08   0.389613E+03
   0.127844E-02   0.123855E+08   0.123823E+08   0.961853E+06   0.908529E+06   0.118816E+08   0.123825E+08   0.123849E+08   0.123830E+08  -0.559059E+00   0.106003E+08   0.105987E+08   0.361272E+03
   0.141163E-02   0.123500E+08   0.123467E+08   0.793702E+06   0.766915E+06   0.117519E+08   0.123466E+08   0.123494E+08   0.123470E+08  -0.557425E+00   0.105694E+08   0.105678E+08   0.330272E+03
   0.155869E-02   0.123092E+08   0.123059E+08   0.591947E+06   0.579071E+06   0.116036E+08   0.123053E+08   0.123086E+08   0.123056E+08  -0.555549E+00   0.105341E+08   0.105324E+08   0.298233E+03
   0.172108E-02   0.122625E+08   0.122591E+08   0.425856E+06   0.418617E+06   0.114357E+08   0.122580E+08   0.122619E+08   0.122582E+08  -0.553402E+00   0.104936E+08   0.104919E+08   0.266594E+03
   0.190039E-02   0.122091E+08   0.122057E+08   0.351532E+06   0.344483E+06   0.112476E+08   0.122040E+08   0.122085E+08   0.122041E+08  -0.550954E+00   0.104473E+08   0.104458E+08   0.236744E+03
   0.209838E-02   0.121483E+08   0.121449E+08   0.327311E+06   0.245715E+06   0.110393E+08   0.121425E+08   0.121477E+08   0.121426E+08  -0.548172E+00   0.103948E+08   0.103932E+08   0.210064E+03
   0.231699E-02   0.120793E+08   0.120759E+08   0.267465E+06   0.200379E+06   0.108111E+08   0.120728E+08   0.120788E+08   0.120729E+08  -0.545020E+00   0.103352E+08   0.103336E+08   0.187489E+03
   0.255838E-02   0.120014E+08   0.119979E+08   0.187571E+06   0.163278E+06   0.105640E+08   0.119940E+08   0.120008E+08   0.119941E+08  -0.541460E+00   0.102679E+08   0.102664E+08   0.168896E+03
   0.282492E-02   0.119137E+08   0.119100E+08   0.157440E+06   0.132929E+06   0.102990E+08   0.119054E+08   0.119130E+08   0.119055E+08  -0.537457E+00   0.101922E+08   0.101907E+08   0.153236E+03
   0.311923E-02   0.118153E+08   0.118114E+08   0.133850E+06   0.108115E+06   0.100169E+08   0.118061E+08   0.118146E+08   0.118062E+08  -0.532973E+00   0.101074E+08   0.101058E+08   0.139306E+03
   0.344419E-02   0.117055E+08   0.117013E+08   0.985734E+05   0.878400E+05   0.971787E+07   0.116954E+08   0.117048E+08   0.116954E+08  -0.527971E+00   0.100127E+08   0.100112E+08   0.126114E+03
   0.380302E-02   0.115834E+08   0.115789E+08   0.926290E+05   0.712837E+05   0.940168E+07   0.115723E+08   0.115826E+08   0.115724E+08  -0.522413E+00   0.990760E+07   0.990609E+07   0.113343E+03
   0.419923E-02   0.114481E+08   0.114433E+08   0.644148E+05   0.577744E+05   0.906799E+07   0.114361E+08   0.114473E+08   0.114361E+08  -0.516262E+00   0.979122E+07   0.978973E+07   0.101586E+03
   0.463671E-02   0.112990E+08   0.112937E+08   0.547421E+05   0.467601E+05   0.871667E+07   0.112859E+08   0.112981E+08   0.112859E+08  -0.509479E+00   0.966290E+07   0.966142E+07   0.913158E+02
   0.511978E-02   0.111350E+08   0.111292E+08   0.401038E+05   0.377882E+05   0.834872E+07   0.111208E+08   0.111340E+08   0.111208E+08  -0.502028E+00   0.952192E+07   0.952044E+07   0.824105E+02
   0.565317E-02   0.109557E+08   0.109494E+08   0.327716E+05   0.304875E+05   0.794455E+07   0.109404E+08   0.109547E+08   0.109404E+08  -0.493883E+00   0.936781E+07   0.936634E+07   0.742727E+02
   0.624213E-02   0.107597E+08   0.107526E+08   0.287653E+05   0.245520E+05   0.753224E+07   0.107432E+08   0.107585E+08   0.107432E+08  -0.484981E+00   0.919934E+07   0.919788E+07   0.667304E+02
   0.689245E-02   0.105463E+08   0.105383E+08   0.232598E+05   0.197327E+05   0.710041E+07   0.105287E+08   0.105450E+08   0.105287E+08  -0.475295E+00   0.901604E+07   0.901459E+07   0.600598E+02
   0.761052E-02   0.103149E+08   0.103058E+08   0.178592E+05   0.158248E+05   0.665540E+07   0.102960E+08   0.103133E+08   0.102960E+08  -0.464791E+00   0.881720E+07   0.881576E+07   0.541669E+02
   0.840340E-02   0.100644E+08   0.100540E+08   0.135272E+05   0.126603E+05   0.620634E+07   0.100444E+08   0.100626E+08   0.100444E+08  -0.453431E+00   0.860213E+07   0.860069E+07   0.488166E+02
   0.927889E-02   0.979414E+07   0.978231E+07   0.117587E+05   0.101018E+05   0.575405E+07   0.977304E+07   0.979215E+07   0.977304E+07  -0.441181E+00   0.837019E+07   0.836876E+07   0.440683E+02
   0.102456E-01   0.950345E+07   0.948986E+07   0.860591E+04   0.803673E+04   0.529643E+07   0.948127E+07   0.950117E+07   0.948127E+07  -0.428010E+00   0.812076E+07   0.811933E+07   0.398411E+02
   0.113130E-01   0.919152E+07   0.917588E+07   0.776858E+04   0.637296E+04   0.483854E+07   0.916830E+07   0.918890E+07   0.916831E+07  -0.413881E+00   0.785316E+07   0.785173E+07   0.360747E+02
   0.124916E-01   0.885763E+07   0.883962E+07   0.508824E+04   0.503525E+04   0.438739E+07   0.883346E+07   0.885461E+07   0.883346E+07  -0.398766E+00   0.756680E+07   0.756537E+07   0.327310E+02
   0.137930E-01   0.850125E+07   0.848054E+07   0.486490E+04   0.396212E+04   0.394688E+07   0.847624E+07   0.849778E+07   0.847624E+07  -0.382639E+00   0.726125E+07   0.725981E+07   0.297557E+02
   0.152300E-01   0.812209E+07   0.809832E+07   0.328360E+04   0.310345E+04   0.351756E+07   0.809632E+07   0.811810E+07   0.809633E+07  -0.365489E+00   0.693624E+07   0.693479E+07   0.271007E+02
   0.168167E-01   0.772917E+07   0.770202E+07   0.245744E+04   0.242123E+04   0.310970E+07   0.770277E+07   0.772462E+07   0.770277E+07  -0.347723E+00   0.659950E+07   0.659804E+07   0.247386E+02
   0.185687E-01   0.730726E+07   0.727644E+07   0.216758E+04   0.187661E+04   0.271885E+07   0.728039E+07   0.730208E+07   0.728039E+07  -0.328655E+00   0.623802E+07   0.623655E+07   0.225820E+02
   0.205033E-01   0.686541E+07   0.683077E+07   0.162137E+04   0.144542E+04   0.235161E+07   0.683826E+07   0.685960E+07   0.683826E+07  -0.308696E+00   0.585957E+07   0.585809E+07   0.205985E+02
   0.226393E-01   0.640011E+07   0.636164E+07   0.114577E+04   0.110463E+04   0.200874E+07   0.637290E+07   0.639365E+07   0.637290E+07  -0.287689E+00   0.546116E+07   0.545967E+07   0.187281E+02
   0.249980E-01   0.592792E+07   0.588585E+07   0.855557E+03   0.838743E+03   0.169707E+07   0.590086E+07   0.592086E+07   0.590087E+07  -0.266380E+00   0.505698E+07   0.505549E+07   0.169385E+02
   0.276023E-01   0.545437E+07   0.540927E+07   0.661681E+03   0.632653E+03   0.141766E+07   0.542773E+07   0.544680E+07   0.542773E+07  -0.245021E+00   0.465179E+07   0.465032E+07   0.151823E+02
   0.304780E-01   0.498155E+07   0.493439E+07   0.525099E+03   0.473679E+03   0.117016E+07   0.495563E+07   0.497363E+07   0.495563E+07  -0.223710E+00   0.424743E+07   0.424600E+07   0.134137E+02
   0.336533E-01   0.452226E+07   0.447446E+07   0.406519E+03   0.352523E+03   0.955664E+06   0.449739E+07   0.451424E+07   0.449739E+07  -0.203024E+00   0.385490E+07   0.385353E+07   0.116134E+02
   0.371593E-01   0.409304E+07   0.404646E+07   0.280121E+03   0.261589E+03   0.774721E+06   0.406955E+07   0.408522E+07   0.406955E+07  -0.183710E+00   0.348835E+07   0.348708E+07   0.978688E+01
   0.410307E-01   0.370450E+07   0.366126E+07   0.219013E+03   0.194131E+03   0.625284E+06   0.368270E+07   0.369724E+07   0.368270E+07  -0.166246E+00   0.315691E+07   0.315576E+07   0.796346E+01
   0.451338E-01   0.337642E+07   0.333836E+07   0.150437E+03   0.146209E+03   0.508438E+06   0.335648E+07   0.337003E+07   0.335648E+07  -0.151520E+00   0.287737E+07   0.287638E+07   0.627306E+01
   0.492368E-01   0.312099E+07   0.308897E+07   0.116846E+03   0.113562E+03   0.422074E+06   0.310286E+07   0.311561E+07   0.310286E+07  -0.140071E+00   0.266004E+07   0.265920E+07   0.485886E+01
   0.533399E-01   0.291554E+07   0.288955E+07   0.930154E+02   0.904003E+02   0.356202E+06   0.289908E+07   0.291117E+07   0.289908E+07  -0.130872E+00   0.248540E+07   0.248471E+07   0.373172E+01
   0.574430E-01   0.274288E+07   0.272219E+07   0.754611E+02   0.733393E+02   0.304323E+06   0.272788E+07   0.273941E+07   0.272788E+07  -0.123143E+00   0.233869E+07   0.233811E+07   0.288605E+01
   0.615460E-01   0.259001E+07   0.257338E+07   0.620765E+02   0.603309E+02   0.262194E+06   0.257621E+07   0.258722E+07   0.257621E+07  -0.116297E+00   0.220870E+07   0.220820E+07   0.229701E+01
   0.656491E-01   0.244543E+07   0.243139E+07   0.515147E+02   0.500659E+02   0.226807E+06   0.243258E+07   0.244307E+07   0.243258E+07  -0.109813E+00   0.208560E+07   0.208516E+07   0.192258E+01
   0.697522E-01   0.230192E+07   0.228902E+07   0.429516E+02   0.417435E+02   0.196356E+06   0.228980E+07   0.229976E+07   0.228980E+07  -0.103367E+00   0.196322E+07   0.196280E+07   0.171133E+01
   0.738552E-01   0.216070E+07   0.214774E+07   0.359558E+02   0.349444E+02   0.170097E+06   0.214911E+07   0.215852E+07   0.214911E+07  -0.970161E-01   0.184263E+07   0.184221E+07   0.161156E+01
   0.779583E-01   0.201757E+07   0.200376E+07   0.301261E+02   0.292786E+02   0.147047E+06   0.200640E+07   0.201525E+07   0.200640E+07  -0.905741E-01   0.172030E+07   0.171988E+07   0.157002E+01
   0.820614E-01   0.187947E+07   0.186447E+07   0.253209E+02   0.246086E+02   0.127196E+06   0.186867E+07   0.187695E+07   0.186867E+07  -0.843563E-01   0.160224E+07   0.160179E+07   0.154729E+01
   0.861644E-01   0.175040E+07   0.173430E+07   0.213836E+02   0.207821E+02   0.110301E+06   0.173994E+07   0.174769E+07   0.173994E+07  -0.785453E-01   0.149189E+07   0.149143E+07   0.151363E+01
   0.912856E-01   0.160704E+07   0.159018E+07   0.174861E+02   0.169942E+02   0.929709E+05   0.159705E+07   0.160420E+07   0.159705E+07  -0.720949E-01   0.136939E+07   0.136894E+07   0.143148E+01
   0.964067E-01   0.148779E+07   0.147118E+07   0.145118E+02   0.141036E+02   0.793171E+05   0.147834E+07   0.148500E+07   0.147834E+07  -0.667361E-01   0.126762E+07   0.126719E+07   0.129872E+01
   0.101528E+00   0.139408E+07   0.137872E+07   0.122604E+02   0.119154E+02   0.687275E+05   0.138524E+07   0.139150E+07   0.138524E+07  -0.625331E-01   0.118780E+07   0.118740E+07   0.112861E+01
   0.106649E+00   0.132228E+07   0.130887E+07   0.105402E+02   0.102436E+02   0.604725E+05   0.131407E+07   0.132003E+07   0.131407E+07  -0.593202E-01   0.112678E+07   0.112642E+07   0.945196E+00
   0.111770E+00   0.126525E+07   0.125405E+07   0.918431E+01   0.892589E+01   0.538346E+05   0.125764E+07   0.126337E+07   0.125764E+07  -0.567731E-01   0.107840E+07   0.107810E+07   0.773797E+00
   0.116891E+00   0.121522E+07   0.120603E+07   0.806674E+01   0.783975E+01   0.482308E+05   0.120816E+07   0.121367E+07   0.120816E+07  -0.545393E-01   0.103597E+07   0.103571E+07   0.633962E+00
   0.122012E+00   0.116606E+07   0.115834E+07   0.710527E+01   0.690533E+01   0.432716E+05   0.115946E+07   0.116476E+07   0.115946E+07  -0.523407E-01   0.994211E+06   0.993982E+06   0.535566E+00
   0.127134E+00   0.111415E+07   0.110720E+07   0.625328E+01   0.607731E+01   0.387414E+05   0.110790E+07   0.111298E+07   0.110790E+07  -0.500133E-01   0.950006E+06   0.949794E+06   0.478155E+00
   0.132255E+00   0.105850E+07   0.105165E+07   0.548936E+01   0.533489E+01   0.345571E+05   0.105251E+07   0.105735E+07   0.105251E+07  -0.475128E-01   0.902516E+06   0.902306E+06   0.453061E+00
   0.137376E+00   0.100031E+07   0.993100E+06   0.480727E+01   0.467199E+01   0.307195E+05   0.994515E+06   0.999099E+06   0.994515E+06  -0.448949E-01   0.852794E+06   0.852579E+06   0.447141E+00
   0.142497E+00   0.942194E+06   0.934435E+06   0.420749E+01   0.408909E+01   0.272665E+05   0.936567E+06   0.940891E+06   0.936567E+06  -0.422789E-01   0.803111E+06   0.802888E+06   0.446827E+00
   0.147618E+00   0.887432E+06   0.879207E+06   0.369199E+01   0.358809E+01   0.242429E+05   0.881972E+06   0.886051E+06   0.881972E+06  -0.398144E-01   0.756302E+06   0.756074E+06   0.441429E+00
   0.152739E+00   0.839080E+06   0.830669E+06   0.326016E+01   0.316842E+01   0.216741E+05   0.833806E+06   0.837668E+06   0.833806E+06  -0.376401E-01   0.715003E+06   0.714776E+06   0.424980E+00
   0.157860E+00   0.798815E+06   0.790589E+06   0.290542E+01   0.282365E+01   0.195421E+05   0.793752E+06   0.797434E+06   0.793752E+06  -0.358319E-01   0.680660E+06   0.680440E+06   0.396466E+00
   0.162982E+00   0.766343E+06   0.758645E+06   0.261498E+01   0.254139E+01   0.177829E+05   0.761513E+06   0.765050E+06   0.761513E+06  -0.343766E-01   0.653015E+06   0.652811E+06   0.358822E+00
   0.168103E+00   0.739957E+06   0.733014E+06   0.237370E+01   0.230689E+01   0.163104E+05   0.735372E+06   0.738791E+06   0.735372E+06  -0.331965E-01   0.630598E+06   0.630412E+06   0.317295E+00
   0.173224E+00   0.717481E+06   0.711358E+06   0.216783E+01   0.210681E+01   0.150426E+05   0.713133E+06   0.716453E+06   0.713133E+06  -0.321926E-01   0.611528E+06   0.611359E+06   0.277611E+00
   0.178345E+00   0.696696E+06   0.691304E+06   0.198613E+01   0.193023E+01   0.139105E+05   0.692563E+06   0.695791E+06   0.692563E+06  -0.312640E-01   0.593888E+06   0.593736E+06   0.244354E+00
   0.183466E+00   0.675568E+06   0.670706E+06   0.182004E+01   0.176881E+01   0.128601E+05   0.671619E+06   0.674751E+06   0.671619E+06  -0.303185E-01   0.575928E+06   0.575787E+06   0.219975E+00
   0.188587E+00   0.652791E+06   0.648211E+06   0.166449E+01   0.161765E+01   0.118600E+05   0.648992E+06   0.652022E+06   0.648992E+06  -0.292971E-01   0.556527E+06   0.556392E+06   0.204604E+00
   0.193708E+00   0.628232E+06   0.623706E+06   0.151822E+01   0.147549E+01   0.109043E+05   0.624554E+06   0.627472E+06   0.624554E+06  -0.281939E-01   0.535572E+06   0.535439E+06   0.196495E+00
   0.198830E+00   0.602706E+06   0.598077E+06   0.138234E+01   0.134343E+01   0.100038E+05   0.599127E+06   0.601928E+06   0.599127E+06  -0.270461E-01   0.513769E+06   0.513635E+06   0.192802E+00
   0.203951E+00   0.577363E+06   0.572571E+06   0.125839E+01   0.122298E+01   0.917284E+04   0.573873E+06   0.576558E+06   0.573873E+06  -0.259060E-01   0.492115E+06   0.491979E+06   0.190442E+00
   0.209072E+00   0.553335E+06   0.548414E+06   0.114753E+01   0.111523E+01   0.842244E+04   0.549933E+06   0.552508E+06   0.549933E+06  -0.248253E-01   0.471588E+06   0.471452E+06   0.186871E+00
   0.214193E+00   0.531577E+06   0.526629E+06   0.105024E+01   0.102068E+01   0.775913E+04   0.528271E+06   0.530746E+06   0.528271E+06  -0.238475E-01   0.453014E+06   0.452878E+06   0.180595E+00
   0.219314E+00   0.512656E+06   0.507810E+06   0.966075E+00   0.938885E+00   0.718214E+04   0.509454E+06   0.511843E+06   0.509454E+06  -0.229980E-01   0.436878E+06   0.436747E+06   0.171300E+00
   0.224435E+00   0.496558E+06   0.491935E+06   0.893541E+00   0.868391E+00   0.668275E+04   0.493467E+06   0.495782E+06   0.493467E+06  -0.222763E-01   0.423169E+06   0.423044E+06   0.159656E+00
   0.229556E+00   0.482758E+06   0.478438E+06   0.830429E+00   0.807056E+00   0.624631E+04   0.479780E+06   0.482032E+06   0.479780E+06  -0.216585E-01   0.411432E+06   0.411314E+06   0.146936E+00
   0.234678E+00   0.470458E+06   0.466466E+06   0.774396E+00   0.752600E+00   0.585676E+04   0.467591E+06   0.469787E+06   0.467591E+06  -0.211082E-01   0.400979E+06   0.400869E+06   0.134574E+00
   0.239799E+00   0.458809E+06   0.455115E+06   0.723362E+00   0.703002E+00   0.549952E+04   0.456046E+06   0.458189E+06   0.456046E+06  -0.205871E-01   0.391078E+06   0.390974E+06   0.123768E+00
   0.244920E+00   0.447091E+06   0.443627E+06   0.675751E+00   0.656731E+00   0.516339E+04   0.444421E+06   0.446510E+06   0.444421E+06  -0.200623E-01   0.381109E+06   0.381010E+06   0.115221E+00
   0.250041E+00   0.434884E+06   0.431561E+06   0.630660E+00   0.612909E+00   0.484211E+04   0.432293E+06   0.434326E+06   0.432293E+06  -0.195148E-01   0.370709E+06   0.370614E+06   0.109058E+00
   0.255162E+00   0.422138E+06   0.418876E+06   0.587837E+00   0.571291E+00   0.453423E+04   0.419616E+06   0.421590E+06   0.419616E+06  -0.189425E-01   0.359839E+06   0.359745E+06   0.104905E+00
   0.260283E+00   0.409095E+06   0.405836E+06   0.547452E+00   0.532043E+00   0.424150E+04   0.406634E+06   0.408548E+06   0.406634E+06  -0.183565E-01   0.348707E+06   0.348614E+06   0.102064E+00
