#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.260283E+00   0.967262E+05   0.936591E+05   0.916448E+00   0.774249E+00   0.250509E+03   0.957552E+05   0.962112E+05   0.957553E+05  -0.194522E-01   0.956134E+05   0.954778E+05   0.274849E+00
   0.265404E+00   0.936786E+05   0.905892E+05   0.853443E+00   0.721024E+00   0.233679E+03   0.927183E+05   0.931599E+05   0.927183E+05  -0.188353E-01   0.925821E+05   0.924443E+05   0.273671E+00
   0.270526E+00   0.907496E+05   0.876446E+05   0.795566E+00   0.672130E+00   0.218164E+03   0.898005E+05   0.902283E+05   0.898005E+05  -0.182425E-01   0.896696E+05   0.895305E+05   0.271158E+00
   0.275647E+00   0.880222E+05   0.849315E+05   0.743123E+00   0.627826E+00   0.204063E+03   0.870884E+05   0.875032E+05   0.870884E+05  -0.176916E-01   0.869620E+05   0.868234E+05   0.265205E+00
   0.280768E+00   0.855455E+05   0.825107E+05   0.696061E+00   0.588066E+00   0.191401E+03   0.846328E+05   0.850359E+05   0.846328E+05  -0.171927E-01   0.845102E+05   0.843743E+05   0.255133E+00
   0.285889E+00   0.833217E+05   0.803827E+05   0.653922E+00   0.552464E+00   0.180058E+03   0.824355E+05   0.828283E+05   0.824355E+05  -0.167464E-01   0.823159E+05   0.821849E+05   0.241560E+00
   0.291010E+00   0.813122E+05   0.784971E+05   0.615965E+00   0.520395E+00   0.169777E+03   0.804562E+05   0.808395E+05   0.804562E+05  -0.163443E-01   0.803390E+05   0.802142E+05   0.225989E+00
   0.296131E+00   0.794565E+05   0.767762E+05   0.581368E+00   0.491164E+00   0.160382E+03   0.786318E+05   0.790065E+05   0.786318E+05  -0.159737E-01   0.785166E+05   0.783985E+05   0.210261E+00
   0.301252E+00   0.776887E+05   0.751359E+05   0.549363E+00   0.464123E+00   0.151719E+03   0.768937E+05   0.772601E+05   0.768937E+05  -0.156206E-01   0.767805E+05   0.766685E+05   0.196035E+00
   0.306374E+00   0.759500E+05   0.735035E+05   0.519326E+00   0.438746E+00   0.143584E+03   0.751810E+05   0.755392E+05   0.751810E+05  -0.152726E-01   0.750699E+05   0.749627E+05   0.184411E+00
   0.311495E+00   0.742006E+05   0.718322E+05   0.490846E+00   0.414684E+00   0.135856E+03   0.734529E+05   0.738030E+05   0.734529E+05  -0.149216E-01   0.733443E+05   0.732404E+05   0.175769E+00
   0.316616E+00   0.724284E+05   0.701100E+05   0.463739E+00   0.391784E+00   0.128481E+03   0.716975E+05   0.720392E+05   0.716975E+05  -0.145650E-01   0.715915E+05   0.714895E+05   0.169807E+00
   0.321737E+00   0.706471E+05   0.683572E+05   0.438014E+00   0.370051E+00   0.121477E+03   0.699293E+05   0.702626E+05   0.699293E+05  -0.142058E-01   0.698262E+05   0.697251E+05   0.165736E+00
   0.326858E+00   0.688862E+05   0.666133E+05   0.413772E+00   0.349571E+00   0.114846E+03   0.681796E+05   0.685045E+05   0.681796E+05  -0.138503E-01   0.680795E+05   0.679787E+05   0.162554E+00
   0.331979E+00   0.671791E+05   0.649225E+05   0.391120E+00   0.330435E+00   0.108637E+03   0.664833E+05   0.668002E+05   0.664833E+05  -0.135057E-01   0.663860E+05   0.662857E+05   0.159323E+00
   0.337100E+00   0.655541E+05   0.633219E+05   0.370119E+00   0.312693E+00   0.102886E+03   0.648701E+05   0.651793E+05   0.648701E+05  -0.131780E-01   0.647754E+05   0.646761E+05   0.155373E+00
   0.342222E+00   0.640291E+05   0.618340E+05   0.350755E+00   0.296333E+00   0.975892E+02   0.633585E+05   0.636606E+05   0.633585E+05  -0.128710E-01   0.632662E+05   0.631685E+05   0.150410E+00
   0.347343E+00   0.626081E+05   0.604635E+05   0.332934E+00   0.281277E+00   0.926978E+02   0.619526E+05   0.622480E+05   0.619526E+05  -0.125854E-01   0.618623E+05   0.617671E+05   0.144506E+00
   0.352464E+00   0.612814E+05   0.591976E+05   0.316493E+00   0.267387E+00   0.881693E+02   0.606424E+05   0.609315E+05   0.606424E+05  -0.123192E-01   0.605538E+05   0.604616E+05   0.138009E+00
   0.357585E+00   0.600299E+05   0.580117E+05   0.301235E+00   0.254496E+00   0.839819E+02   0.594078E+05   0.596910E+05   0.594078E+05  -0.120684E-01   0.593208E+05   0.592317E+05   0.131401E+00
   0.362706E+00   0.588309E+05   0.568769E+05   0.286963E+00   0.242438E+00   0.800645E+02   0.582252E+05   0.585028E+05   0.582252E+05  -0.118282E-01   0.581398E+05   0.580537E+05   0.125161E+00
   0.367827E+00   0.576633E+05   0.557671E+05   0.273507E+00   0.231069E+00   0.763684E+02   0.570727E+05   0.573449E+05   0.570727E+05  -0.115940E-01   0.569889E+05   0.569054E+05   0.119642E+00
   0.372948E+00   0.565111E+05   0.546631E+05   0.260740E+00   0.220283E+00   0.728434E+02   0.559341E+05   0.562008E+05   0.559341E+05  -0.113627E-01   0.558518E+05   0.557704E+05   0.115009E+00
   0.378070E+00   0.553661E+05   0.535563E+05   0.248584E+00   0.210013E+00   0.694859E+02   0.548009E+05   0.550622E+05   0.548009E+05  -0.111325E-01   0.547203E+05   0.546405E+05   0.111234E+00
   0.383191E+00   0.542294E+05   0.524492E+05   0.237009E+00   0.200235E+00   0.662796E+02   0.536746E+05   0.539305E+05   0.536746E+05  -0.109037E-01   0.535957E+05   0.535171E+05   0.108133E+00
   0.388312E+00   0.531104E+05   0.513543E+05   0.226026E+00   0.190956E+00   0.632343E+02   0.525648E+05   0.528155E+05   0.525648E+05  -0.106783E-01   0.524877E+05   0.524101E+05   0.105442E+00
   0.393433E+00   0.520198E+05   0.502860E+05   0.215648E+00   0.182188E+00   0.603622E+02   0.514832E+05   0.517287E+05   0.514832E+05  -0.104585E-01   0.514078E+05   0.513310E+05   0.102889E+00
   0.398554E+00   0.509666E+05   0.492564E+05   0.205879E+00   0.173935E+00   0.576613E+02   0.504389E+05   0.506795E+05   0.504389E+05  -0.102464E-01   0.503651E+05   0.502893E+05   0.100254E+00
   0.403675E+00   0.499568E+05   0.482736E+05   0.196706E+00   0.166186E+00   0.551261E+02   0.494384E+05   0.496741E+05   0.494384E+05  -0.100432E-01   0.493661E+05   0.492915E+05   0.974147E-01
   0.408796E+00   0.489934E+05   0.473414E+05   0.188109E+00   0.158922E+00   0.527453E+02   0.484848E+05   0.487160E+05   0.484848E+05  -0.984944E-02   0.484139E+05   0.483408E+05   0.943528E-01
   0.413918E+00   0.480757E+05   0.464582E+05   0.180049E+00   0.152113E+00   0.505148E+02   0.475772E+05   0.478041E+05   0.475772E+05  -0.966506E-02   0.475076E+05   0.474360E+05   0.911368E-01
   0.419039E+00   0.471976E+05   0.456166E+05   0.172471E+00   0.145711E+00   0.484031E+02   0.467093E+05   0.469321E+05   0.467093E+05  -0.948876E-02   0.466410E+05   0.465711E+05   0.878883E-01
   0.424160E+00   0.463507E+05   0.448061E+05   0.165317E+00   0.139666E+00   0.464093E+02   0.458725E+05   0.460913E+05   0.458725E+05  -0.931878E-02   0.458053E+05   0.457372E+05   0.847409E-01
   0.429281E+00   0.455274E+05   0.440173E+05   0.158534E+00   0.133935E+00   0.445215E+02   0.450589E+05   0.452738E+05   0.450589E+05  -0.915349E-02   0.449928E+05   0.449262E+05   0.818061E-01
   0.434402E+00   0.447219E+05   0.432433E+05   0.152082E+00   0.128485E+00   0.427312E+02   0.442626E+05   0.444737E+05   0.442626E+05  -0.899171E-02   0.441976E+05   0.441324E+05   0.791497E-01
   0.439523E+00   0.439307E+05   0.424798E+05   0.145931E+00   0.123288E+00   0.410185E+02   0.434797E+05   0.436871E+05   0.434797E+05  -0.883269E-02   0.434159E+05   0.433519E+05   0.767838E-01
   0.444644E+00   0.431520E+05   0.417255E+05   0.140061E+00   0.118329E+00   0.393774E+02   0.427088E+05   0.429125E+05   0.427088E+05  -0.867607E-02   0.426461E+05   0.425831E+05   0.746726E-01
   0.449766E+00   0.423869E+05   0.409821E+05   0.134460E+00   0.113597E+00   0.378190E+02   0.419509E+05   0.421510E+05   0.419509E+05  -0.852211E-02   0.418894E+05   0.418273E+05   0.727482E-01
   0.454887E+00   0.416386E+05   0.402541E+05   0.129126E+00   0.109091E+00   0.363375E+02   0.412095E+05   0.414061E+05   0.412095E+05  -0.837150E-02   0.411491E+05   0.410879E+05   0.709322E-01
   0.460008E+00   0.409106E+05   0.395462E+05   0.124057E+00   0.104808E+00   0.349256E+02   0.404883E+05   0.406815E+05   0.404883E+05  -0.822500E-02   0.404291E+05   0.403687E+05   0.691550E-01
   0.465129E+00   0.402054E+05   0.388616E+05   0.119247E+00   0.100745E+00   0.335795E+02   0.397899E+05   0.399798E+05   0.397899E+05  -0.808313E-02   0.397317E+05   0.396723E+05   0.673691E-01
   0.470250E+00   0.395237E+05   0.382014E+05   0.114685E+00   0.968906E-01   0.323070E+02   0.391151E+05   0.393017E+05   0.391151E+05  -0.794603E-02   0.390579E+05   0.389994E+05   0.655547E-01
   0.475371E+00   0.388649E+05   0.375651E+05   0.110357E+00   0.932341E-01   0.310931E+02   0.384632E+05   0.386467E+05   0.384632E+05  -0.781360E-02   0.384069E+05   0.383494E+05   0.637189E-01
   0.480492E+00   0.382277E+05   0.369510E+05   0.106247E+00   0.897618E-01   0.299374E+02   0.378328E+05   0.380133E+05   0.378328E+05  -0.768555E-02   0.377774E+05   0.377210E+05   0.618883E-01
   0.485614E+00   0.376101E+05   0.363566E+05   0.102339E+00   0.864600E-01   0.288424E+02   0.372221E+05   0.373996E+05   0.372221E+05  -0.756148E-02   0.371676E+05   0.371122E+05   0.600981E-01
   0.490735E+00   0.370096E+05   0.357786E+05   0.986153E-01   0.833141E-01   0.278074E+02   0.366282E+05   0.368029E+05   0.366282E+05  -0.744082E-02   0.365745E+05   0.365202E+05   0.583819E-01
   0.495856E+00   0.364231E+05   0.352135E+05   0.950590E-01   0.803096E-01   0.268179E+02   0.360480E+05   0.362200E+05   0.360480E+05  -0.732297E-02   0.359952E+05   0.359418E+05   0.567630E-01
   0.500977E+00   0.358483E+05   0.346589E+05   0.916565E-01   0.774350E-01   0.258633E+02   0.354793E+05   0.356486E+05   0.354793E+05  -0.720745E-02   0.354273E+05   0.353748E+05   0.552507E-01
   0.506098E+00   0.352847E+05   0.341140E+05   0.883989E-01   0.746828E-01   0.249502E+02   0.349215E+05   0.350881E+05   0.349215E+05  -0.709413E-02   0.348703E+05   0.348186E+05   0.538405E-01
   0.511219E+00   0.347325E+05   0.335793E+05   0.852805E-01   0.720483E-01   0.240775E+02   0.343749E+05   0.345389E+05   0.343749E+05  -0.698308E-02   0.343245E+05   0.342736E+05   0.525168E-01
   0.516340E+00   0.341922E+05   0.330557E+05   0.822963E-01   0.695271E-01   0.232395E+02   0.338400E+05   0.340014E+05   0.338400E+05  -0.687442E-02   0.337904E+05   0.337402E+05   0.512582E-01
   0.521462E+00   0.336642E+05   0.325439E+05   0.794411E-01   0.671150E-01   0.224331E+02   0.333171E+05   0.334761E+05   0.333171E+05  -0.676821E-02   0.332684E+05   0.332189E+05   0.500428E-01
   0.526583E+00   0.331490E+05   0.320447E+05   0.767107E-01   0.648082E-01   0.216677E+02   0.328071E+05   0.329636E+05   0.328071E+05  -0.666459E-02   0.327590E+05   0.327102E+05   0.488530E-01
   0.531704E+00   0.326474E+05   0.315591E+05   0.741012E-01   0.626036E-01   0.209380E+02   0.323105E+05   0.324646E+05   0.323105E+05  -0.656371E-02   0.322632E+05   0.322151E+05   0.476788E-01
   0.536825E+00   0.321594E+05   0.310873E+05   0.716076E-01   0.604970E-01   0.202377E+02   0.318275E+05   0.319794E+05   0.318275E+05  -0.646560E-02   0.317809E+05   0.317336E+05   0.465177E-01
   0.541946E+00   0.316845E+05   0.306286E+05   0.692233E-01   0.584826E-01   0.195650E+02   0.313576E+05   0.315072E+05   0.313576E+05  -0.637014E-02   0.313117E+05   0.312651E+05   0.453733E-01
   0.547067E+00   0.312216E+05   0.301818E+05   0.669411E-01   0.565545E-01   0.189261E+02   0.308996E+05   0.310470E+05   0.308996E+05  -0.627709E-02   0.308543E+05   0.308084E+05   0.442536E-01
   0.559946E+00   0.301056E+05   0.291049E+05   0.616142E-01   0.520540E-01   0.174309E+02   0.297954E+05   0.299376E+05   0.297954E+05  -0.605279E-02   0.297518E+05   0.297076E+05   0.415989E-01
   0.593872E+00   0.274324E+05   0.265194E+05   0.499113E-01   0.421670E-01   0.141366E+02   0.271495E+05   0.272791E+05   0.271495E+05  -0.551529E-02   0.271098E+05   0.270695E+05   0.357935E-01
   0.629853E+00   0.249899E+05   0.241591E+05   0.404212E-01   0.341494E-01   0.114578E+02   0.247324E+05   0.248504E+05   0.247324E+05  -0.502426E-02   0.246962E+05   0.246595E+05   0.307042E-01
   0.879031E+00   0.146083E+05   0.141227E+05   0.121315E-01   0.102491E-01   0.345309E+01   0.144577E+05   0.145267E+05   0.144577E+05  -0.293701E-02   0.144366E+05   0.144151E+05   0.128558E-01
   0.122679E+01   0.843630E+04   0.815601E+04   0.359698E-02   0.303887E-02   0.102646E+01   0.834938E+04   0.838924E+04   0.834938E+04  -0.169613E-02   0.833716E+04   0.832478E+04   0.531950E-02
   0.171212E+01   0.482129E+04   0.466115E+04   0.105541E-02   0.891649E-03   0.301166E+00   0.477162E+04   0.479440E+04   0.477162E+04  -0.969331E-03   0.476464E+04   0.475756E+04   0.218040E-02
   0.238945E+01   0.273064E+04   0.263995E+04   0.306896E-03   0.259278E-03   0.876570E-01   0.270251E+04   0.271541E+04   0.270251E+04  -0.549001E-03   0.269855E+04   0.269453E+04   0.887208E-03
