#           k/h    P           
    0.76906E-03    0.17618E+03
    0.78460E-03    0.17951E+03
    0.80045E-03    0.18291E+03
    0.81662E-03    0.18637E+03
    0.83311E-03    0.18989E+03
    0.84994E-03    0.19347E+03
    0.86711E-03    0.19712E+03
    0.88463E-03    0.20083E+03
    0.90250E-03    0.20461E+03
    0.92073E-03    0.20846E+03
    0.93933E-03    0.21237E+03
    0.95831E-03    0.21636E+03
    0.97767E-03    0.22041E+03
    0.99742E-03    0.22453E+03
    0.10176E-02    0.22872E+03
    0.10381E-02    0.23299E+03
    0.10591E-02    0.23733E+03
    0.10805E-02    0.24175E+03
    0.11023E-02    0.24624E+03
    0.11246E-02    0.25081E+03
    0.11473E-02    0.25545E+03
    0.11705E-02    0.26018E+03
    0.11941E-02    0.26498E+03
    0.12182E-02    0.26986E+03
    0.12429E-02    0.27483E+03
    0.12680E-02    0.27988E+03
    0.12936E-02    0.28501E+03
    0.13197E-02    0.29022E+03
    0.13464E-02    0.29552E+03
    0.13736E-02    0.30091E+03
    0.14013E-02    0.30638E+03
    0.14296E-02    0.31195E+03
    0.14585E-02    0.31760E+03
    0.14880E-02    0.32334E+03
    0.15180E-02    0.32917E+03
    0.15487E-02    0.33509E+03
    0.15800E-02    0.34110E+03
    0.16119E-02    0.34721E+03
    0.16445E-02    0.35341E+03
    0.16777E-02    0.35971E+03
    0.17116E-02    0.36610E+03
    0.17462E-02    0.37259E+03
    0.17814E-02    0.37917E+03
    0.18174E-02    0.38585E+03
    0.18541E-02    0.39263E+03
    0.18916E-02    0.39951E+03
    0.19298E-02    0.40649E+03
    0.19688E-02    0.41356E+03
    0.20086E-02    0.42074E+03
    0.20491E-02    0.42802E+03
    0.20905E-02    0.43540E+03
    0.21328E-02    0.44288E+03
    0.21758E-02    0.45046E+03
    0.22198E-02    0.45815E+03
    0.22646E-02    0.46594E+03
    0.23104E-02    0.47383E+03
    0.23571E-02    0.48182E+03
    0.24047E-02    0.48992E+03
    0.24533E-02    0.49811E+03
    0.25028E-02    0.50642E+03
    0.25534E-02    0.51482E+03
    0.26050E-02    0.52333E+03
    0.26576E-02    0.53193E+03
    0.27113E-02    0.54064E+03
    0.27660E-02    0.54945E+03
    0.28219E-02    0.55837E+03
    0.28789E-02    0.56738E+03
    0.29371E-02    0.57649E+03
    0.29964E-02    0.58570E+03
    0.30569E-02    0.59501E+03
    0.31187E-02    0.60441E+03
    0.31817E-02    0.61391E+03
    0.32460E-02    0.62351E+03
    0.33115E-02    0.63320E+03
    0.33784E-02    0.64298E+03
    0.34467E-02    0.65286E+03
    0.35163E-02    0.66282E+03
    0.35874E-02    0.67287E+03
    0.36598E-02    0.68300E+03
    0.37338E-02    0.69322E+03
    0.38092E-02    0.70352E+03
    0.38861E-02    0.71390E+03
    0.39646E-02    0.72436E+03
    0.40447E-02    0.73490E+03
    0.41264E-02    0.74550E+03
    0.42098E-02    0.75618E+03
    0.42948E-02    0.76692E+03
    0.43816E-02    0.77772E+03
    0.44701E-02    0.78859E+03
    0.45604E-02    0.79951E+03
    0.46525E-02    0.81049E+03
    0.47465E-02    0.82151E+03
    0.48424E-02    0.83258E+03
    0.49402E-02    0.84369E+03
    0.50400E-02    0.85484E+03
    0.51419E-02    0.86603E+03
    0.52457E-02    0.87725E+03
    0.53517E-02    0.88850E+03
    0.54598E-02    0.89976E+03
    0.55701E-02    0.91104E+03
    0.56826E-02    0.92232E+03
    0.57974E-02    0.93360E+03
    0.59145E-02    0.94487E+03
    0.60340E-02    0.95613E+03
    0.61559E-02    0.96737E+03
    0.62803E-02    0.97859E+03
    0.64072E-02    0.98978E+03
    0.65366E-02    0.10009E+04
    0.66686E-02    0.10120E+04
    0.68033E-02    0.10231E+04
    0.69408E-02    0.10341E+04
    0.70810E-02    0.10450E+04
    0.72240E-02    0.10559E+04
    0.73700E-02    0.10667E+04
    0.75189E-02    0.10773E+04
    0.76708E-02    0.10879E+04
    0.78257E-02    0.10984E+04
    0.79838E-02    0.11087E+04
    0.81451E-02    0.11189E+04
    0.83096E-02    0.11290E+04
    0.84775E-02    0.11389E+04
    0.86488E-02    0.11486E+04
    0.88235E-02    0.11582E+04
    0.90017E-02    0.11676E+04
    0.91836E-02    0.11768E+04
    0.93691E-02    0.11858E+04
    0.95583E-02    0.11946E+04
    0.97514E-02    0.12032E+04
    0.99484E-02    0.12115E+04
    0.10149E-01    0.12195E+04
    0.10354E-01    0.12273E+04
    0.10564E-01    0.12348E+04
    0.10777E-01    0.12420E+04
    0.10995E-01    0.12489E+04
    0.11217E-01    0.12555E+04
    0.11443E-01    0.12618E+04
    0.11675E-01    0.12676E+04
    0.11910E-01    0.12732E+04
    0.12151E-01    0.12783E+04
    0.12397E-01    0.12831E+04
    0.12647E-01    0.12875E+04
    0.12902E-01    0.12915E+04
    0.13163E-01    0.12950E+04
    0.13429E-01    0.12981E+04
    0.13700E-01    0.13006E+04
    0.13977E-01    0.13026E+04
    0.14259E-01    0.13041E+04
    0.14547E-01    0.13052E+04
    0.14841E-01    0.13058E+04
    0.15141E-01    0.13061E+04
    0.15447E-01    0.13060E+04
    0.15759E-01    0.13056E+04
    0.16077E-01    0.13047E+04
    0.16402E-01    0.13033E+04
    0.16734E-01    0.13011E+04
    0.17072E-01    0.12982E+04
    0.17416E-01    0.12944E+04
    0.17768E-01    0.12900E+04
    0.18127E-01    0.12849E+04
    0.18493E-01    0.12792E+04
    0.18867E-01    0.12730E+04
    0.19248E-01    0.12662E+04
    0.19637E-01    0.12588E+04
    0.20034E-01    0.12506E+04
    0.20438E-01    0.12417E+04
    0.20851E-01    0.12320E+04
    0.21272E-01    0.12216E+04
    0.21702E-01    0.12104E+04
    0.22141E-01    0.11987E+04
    0.22588E-01    0.11864E+04
    0.23044E-01    0.11737E+04
    0.23510E-01    0.11605E+04
    0.23985E-01    0.11469E+04
    0.24469E-01    0.11330E+04
    0.24964E-01    0.11186E+04
    0.25468E-01    0.11038E+04
    0.25982E-01    0.10886E+04
    0.26507E-01    0.10729E+04
    0.27043E-01    0.10569E+04
    0.27589E-01    0.10405E+04
    0.28146E-01    0.10237E+04
    0.28715E-01    0.10065E+04
    0.29295E-01    0.98903E+03
    0.29887E-01    0.97131E+03
    0.30490E-01    0.95338E+03
    0.31106E-01    0.93531E+03
    0.31735E-01    0.91716E+03
    0.32376E-01    0.89900E+03
    0.33030E-01    0.88090E+03
    0.33697E-01    0.86292E+03
    0.34378E-01    0.84510E+03
    0.35072E-01    0.82751E+03
    0.35781E-01    0.81018E+03
    0.36504E-01    0.79314E+03
    0.37241E-01    0.77643E+03
    0.37993E-01    0.76008E+03
    0.38761E-01    0.74412E+03
    0.39544E-01    0.72858E+03
    0.40343E-01    0.71347E+03
    0.41158E-01    0.69881E+03
    0.41989E-01    0.68464E+03
    0.42838E-01    0.67100E+03
    0.43703E-01    0.65795E+03
    0.44586E-01    0.64551E+03
    0.45486E-01    0.63373E+03
    0.46405E-01    0.62262E+03
    0.47343E-01    0.61210E+03
    0.48299E-01    0.60213E+03
    0.49275E-01    0.59266E+03
    0.50270E-01    0.58364E+03
    0.51286E-01    0.57501E+03
    0.52322E-01    0.56675E+03
    0.53379E-01    0.55880E+03
    0.54457E-01    0.55113E+03
    0.55557E-01    0.54367E+03
    0.56680E-01    0.53637E+03
    0.57825E-01    0.52918E+03
    0.58993E-01    0.52203E+03
    0.60184E-01    0.51482E+03
    0.61400E-01    0.50748E+03
    0.62641E-01    0.49991E+03
    0.63906E-01    0.49199E+03
    0.65197E-01    0.48361E+03
    0.66514E-01    0.47465E+03
    0.67858E-01    0.46515E+03
    0.69229E-01    0.45521E+03
    0.70627E-01    0.44491E+03
    0.72054E-01    0.43418E+03
    0.73510E-01    0.42283E+03
    0.74994E-01    0.41071E+03
    0.76509E-01    0.39796E+03
    0.78055E-01    0.38482E+03
    0.79632E-01    0.37152E+03
    0.81241E-01    0.35814E+03
    0.82882E-01    0.34477E+03
    0.84556E-01    0.33153E+03
    0.86264E-01    0.31855E+03
    0.88007E-01    0.30595E+03
    0.89785E-01    0.29387E+03
    0.91598E-01    0.28243E+03
    0.93449E-01    0.27173E+03
    0.95337E-01    0.26187E+03
    0.97263E-01    0.25293E+03
    0.99227E-01    0.24493E+03
    0.10123E+00    0.23788E+03
    0.10328E+00    0.23174E+03
    0.10536E+00    0.22641E+03
    0.10749E+00    0.22178E+03
    0.10966E+00    0.21771E+03
    0.11188E+00    0.21401E+03
    0.11414E+00    0.21051E+03
    0.11644E+00    0.20703E+03
    0.11880E+00    0.20339E+03
    0.12120E+00    0.19945E+03
    0.12365E+00    0.19507E+03
    0.12614E+00    0.19017E+03
    0.12869E+00    0.18470E+03
    0.13129E+00    0.17866E+03
    0.13394E+00    0.17212E+03
    0.13665E+00    0.16517E+03
    0.13941E+00    0.15796E+03
    0.14223E+00    0.15068E+03
    0.14510E+00    0.14351E+03
    0.14803E+00    0.13667E+03
    0.15102E+00    0.13036E+03
    0.15407E+00    0.12471E+03
    0.15718E+00    0.11982E+03
    0.16036E+00    0.11567E+03
    0.16360E+00    0.11220E+03
    0.16690E+00    0.10930E+03
    0.17028E+00    0.10682E+03
    0.17371E+00    0.10459E+03
    0.17722E+00    0.10243E+03
    0.18080E+00    0.10016E+03
    0.18446E+00    0.97585E+02
    0.18818E+00    0.94606E+02
    0.19198E+00    0.91207E+02
    0.19586E+00    0.87469E+02
    0.19982E+00    0.83529E+02
    0.20386E+00    0.79551E+02
    0.20797E+00    0.75699E+02
    0.21218E+00    0.72130E+02
    0.21646E+00    0.68966E+02
    0.22083E+00    0.66265E+02
    0.22530E+00    0.64008E+02
    0.22985E+00    0.62106E+02
    0.23449E+00    0.60427E+02
    0.23923E+00    0.58816E+02
    0.24406E+00    0.57126E+02
    0.24899E+00    0.55254E+02
    0.25402E+00    0.53171E+02
    0.25915E+00    0.50925E+02
    0.26439E+00    0.48610E+02
    0.26973E+00    0.46344E+02
    0.27518E+00    0.44238E+02
    0.28074E+00    0.42371E+02
    0.28641E+00    0.40757E+02
    0.29219E+00    0.39351E+02
    0.29810E+00    0.38070E+02
    0.30412E+00    0.36820E+02
    0.31026E+00    0.35521E+02
    0.31653E+00    0.34138E+02
    0.32292E+00    0.32692E+02
    0.32945E+00    0.31243E+02
    0.33610E+00    0.29859E+02
    0.34289E+00    0.28591E+02
    0.34982E+00    0.27454E+02
    0.35689E+00    0.26424E+02
    0.36409E+00    0.25454E+02
    0.37145E+00    0.24495E+02
    0.37895E+00    0.23517E+02
    0.38661E+00    0.22526E+02
    0.39442E+00    0.21551E+02
    0.40239E+00    0.20625E+02
    0.41052E+00    0.19766E+02
    0.41881E+00    0.18972E+02
    0.42727E+00    0.18222E+02
    0.43590E+00    0.17491E+02
    0.44471E+00    0.16767E+02
    0.45369E+00    0.16053E+02
    0.46286E+00    0.15365E+02
    0.47221E+00    0.14714E+02
    0.48174E+00    0.14101E+02
    0.49148E+00    0.13518E+02
    0.50141E+00    0.12955E+02
    0.51153E+00    0.12406E+02
    0.52187E+00    0.11874E+02
    0.53241E+00    0.11364E+02
    0.54317E+00    0.10880E+02
    0.55414E+00    0.10419E+02
    0.56533E+00    0.99750E+01
    0.57675E+00    0.95459E+01
    0.58840E+00    0.91332E+01
    0.60029E+00    0.87381E+01
    0.61242E+00    0.83604E+01
    0.62479E+00    0.79989E+01
    0.63741E+00    0.76522E+01
    0.65029E+00    0.73197E+01
    0.66342E+00    0.70007E+01
    0.67683E+00    0.66949E+01
    0.69050E+00    0.64016E+01
    0.70445E+00    0.61205E+01
    0.71868E+00    0.58511E+01
    0.73320E+00    0.55929E+01
    0.74801E+00    0.53456E+01
    0.76312E+00    0.51086E+01
    0.77854E+00    0.48817E+01
    0.79426E+00    0.46644E+01
    0.81031E+00    0.44563E+01
    0.82668E+00    0.42571E+01
    0.84338E+00    0.40665E+01
    0.86041E+00    0.38841E+01
    0.87780E+00    0.37095E+01
    0.89553E+00    0.35425E+01
    0.91362E+00    0.33827E+01
    0.93208E+00    0.32299E+01
    0.95091E+00    0.30838E+01
    0.97011E+00    0.29440E+01
    0.98971E+00    0.28103E+01
    0.10097E+01    0.26825E+01
    0.10301E+01    0.25603E+01
    0.10509E+01    0.24435E+01
    0.10721E+01    0.23318E+01
    0.10938E+01    0.22251E+01
    0.11159E+01    0.21231E+01
    0.11384E+01    0.20256E+01
    0.11614E+01    0.19325E+01
    0.11849E+01    0.18435E+01
    0.12088E+01    0.17584E+01
    0.12333E+01    0.16772E+01
    0.12582E+01    0.15996E+01
    0.12836E+01    0.15255E+01
    0.13095E+01    0.14547E+01
    0.13360E+01    0.13871E+01
    0.13630E+01    0.13225E+01
    0.13905E+01    0.12609E+01
    0.14186E+01    0.12020E+01
    0.14472E+01    0.11458E+01
    0.14765E+01    0.10921E+01
    0.15063E+01    0.10409E+01
    0.15367E+01    0.99198E+00
    0.15678E+01    0.94530E+00
    0.15994E+01    0.90075E+00
    0.16318E+01    0.85823E+00
    0.16647E+01    0.81766E+00
    0.16984E+01    0.77894E+00
    0.17327E+01    0.74200E+00
    0.17677E+01    0.70675E+00
    0.18034E+01    0.67313E+00
    0.18398E+01    0.64107E+00
    0.18770E+01    0.61050E+00
    0.19149E+01    0.58135E+00
    0.19536E+01    0.55356E+00
    0.19930E+01    0.52708E+00
    0.20333E+01    0.50184E+00
    0.20744E+01    0.47780E+00
    0.21163E+01    0.45489E+00
    0.21590E+01    0.43306E+00
    0.22026E+01    0.41227E+00
    0.22471E+01    0.39248E+00
    0.22925E+01    0.37363E+00
    0.23388E+01    0.35568E+00
    0.23861E+01    0.33859E+00
