#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.152300E-01   0.156761E+07   0.154695E+07   0.572711E+04   0.450693E+04   0.318542E+06   0.155821E+07   0.156414E+07   0.155822E+07  -0.386904E+00   0.155592E+07   0.155452E+07   0.533616E+02
   0.168167E-01   0.149253E+07   0.146858E+07   0.404550E+04   0.351703E+04   0.270665E+06   0.148271E+07   0.148851E+07   0.148272E+07  -0.368154E+00   0.148064E+07   0.147909E+07   0.536241E+02
   0.185687E-01   0.141186E+07   0.138437E+07   0.295773E+04   0.272657E+04   0.227487E+06   0.140163E+07   0.140725E+07   0.140164E+07  -0.348021E+00   0.139977E+07   0.139806E+07   0.536357E+02
   0.205033E-01   0.132736E+07   0.129613E+07   0.239319E+04   0.210057E+04   0.189453E+06   0.131672E+07   0.132211E+07   0.131673E+07  -0.326937E+00   0.131507E+07   0.131320E+07   0.532567E+02
   0.226393E-01   0.123830E+07   0.120334E+07   0.219865E+04   0.160566E+04   0.155685E+06   0.122730E+07   0.123243E+07   0.122731E+07  -0.304734E+00   0.122586E+07   0.122383E+07   0.523182E+02
   0.249980E-01   0.114787E+07   0.110937E+07   0.128960E+04   0.121942E+04   0.126599E+06   0.113657E+07   0.114140E+07   0.113657E+07  -0.282204E+00   0.113532E+07   0.113314E+07   0.506686E+02
   0.276023E-01   0.105707E+07   0.101557E+07   0.114140E+04   0.919966E+03   0.101982E+06   0.104559E+07   0.105010E+07   0.104559E+07  -0.259613E+00   0.104452E+07   0.104224E+07   0.480989E+02
   0.304780E-01   0.966274E+06   0.922675E+06   0.775260E+03   0.688923E+03   0.811924E+05   0.954774E+06   0.958954E+06   0.954776E+06  -0.237064E+00   0.953863E+06   0.951535E+06   0.445023E+02
   0.336533E-01   0.877886E+06   0.833533E+06   0.585386E+03   0.512808E+03   0.639195E+05   0.866599E+06   0.870439E+06   0.866600E+06  -0.215170E+00   0.865825E+06   0.863526E+06   0.398130E+02
   0.371593E-01   0.795045E+06   0.751687E+06   0.492527E+03   0.380606E+03   0.501353E+05   0.784253E+06   0.787765E+06   0.784254E+06  -0.194724E+00   0.783586E+06   0.781411E+06   0.341078E+02
   0.410307E-01   0.719766E+06   0.679418E+06   0.335880E+03   0.282522E+03   0.391150E+05   0.709783E+06   0.712991E+06   0.709784E+06  -0.176234E+00   0.709190E+06   0.707244E+06   0.276357E+02
   0.451338E-01   0.655895E+06   0.620317E+06   0.251972E+03   0.212836E+03   0.308262E+05   0.646974E+06   0.649921E+06   0.646974E+06  -0.160638E+00   0.646422E+06   0.644787E+06   0.211073E+02
   0.492368E-01   0.605912E+06   0.575945E+06   0.195770E+03   0.165357E+03   0.248972E+05   0.598138E+06   0.600880E+06   0.598138E+06  -0.148513E+00   0.597601E+06   0.596302E+06   0.153705E+02
   0.533399E-01   0.565555E+06   0.541227E+06   0.155890E+03   0.131668E+03   0.204904E+05   0.558895E+06   0.561470E+06   0.558895E+06  -0.138769E+00   0.558361E+06   0.557379E+06   0.107304E+02
   0.574430E-01   0.531608E+06   0.512252E+06   0.126504E+03   0.106844E+03   0.171131E+05   0.525923E+06   0.528358E+06   0.525924E+06  -0.130582E+00   0.525393E+06   0.524672E+06   0.731387E+01
   0.615460E-01   0.501624E+06   0.486092E+06   0.104089E+03   0.879101E+02   0.144599E+05   0.496709E+06   0.499016E+06   0.496709E+06  -0.123328E+00   0.496188E+06   0.495650E+06   0.508759E+01
   0.656491E-01   0.473420E+06   0.460336E+06   0.863921E+02   0.729630E+02   0.122885E+05   0.469038E+06   0.471223E+06   0.469038E+06  -0.116458E+00   0.468538E+06   0.468099E+06   0.389341E+01
   0.697522E-01   0.445601E+06   0.433609E+06   0.720374E+02   0.608396E+02   0.104685E+05   0.441525E+06   0.443588E+06   0.441526E+06  -0.109627E+00   0.441058E+06   0.440640E+06   0.349327E+01
   0.738552E-01   0.418372E+06   0.406342E+06   0.603053E+02   0.509317E+02   0.892025E+04   0.414412E+06   0.416352E+06   0.414412E+06  -0.102895E+00   0.413987E+06   0.413528E+06   0.361684E+01
   0.779583E-01   0.390875E+06   0.378052E+06   0.505260E+02   0.426733E+02   0.759928E+04   0.386907E+06   0.388722E+06   0.386907E+06  -0.960656E-01   0.386529E+06   0.385995E+06   0.399481E+01
   0.820614E-01   0.364391E+06   0.350448E+06   0.424644E+02   0.358655E+02   0.648565E+04   0.360357E+06   0.362050E+06   0.360357E+06  -0.894733E-01   0.360027E+06   0.359406E+06   0.440476E+01
   0.861644E-01   0.339637E+06   0.324649E+06   0.358588E+02   0.302872E+02   0.555331E+04   0.335542E+06   0.337120E+06   0.335542E+06  -0.833120E-01   0.335255E+06   0.334562E+06   0.468479E+01
   0.912856E-01   0.312085E+06   0.296368E+06   0.293212E+02   0.247659E+02   0.461173E+04   0.307995E+06   0.309446E+06   0.307995E+06  -0.764723E-01   0.307750E+06   0.307010E+06   0.471955E+01
   0.964067E-01   0.289058E+06   0.273549E+06   0.243338E+02   0.205536E+02   0.388115E+04   0.285109E+06   0.286454E+06   0.285109E+06  -0.707899E-01   0.284890E+06   0.284165E+06   0.437880E+01
   0.101528E+00   0.270833E+06   0.256470E+06   0.205603E+02   0.173661E+02   0.332071E+04   0.267159E+06   0.268421E+06   0.267159E+06  -0.663331E-01   0.266950E+06   0.266297E+06   0.374772E+01
   0.106649E+00   0.256742E+06   0.244196E+06   0.176782E+02   0.149314E+02   0.288702E+04   0.253437E+06   0.254636E+06   0.253437E+06  -0.629262E-01   0.253228E+06   0.252683E+06   0.297694E+01
   0.111770E+00   0.245467E+06   0.234989E+06   0.154069E+02   0.130126E+02   0.254135E+04   0.242559E+06   0.243708E+06   0.242559E+06  -0.602253E-01   0.242344E+06   0.241917E+06   0.222662E+01
   0.116891E+00   0.235565E+06   0.226975E+06   0.135345E+02   0.114308E+02   0.225329E+04   0.233019E+06   0.234123E+06   0.233019E+06  -0.578565E-01   0.232798E+06   0.232473E+06   0.162239E+01
   0.122012E+00   0.225899E+06   0.218691E+06   0.119227E+02   0.100694E+02   0.200207E+04   0.223629E+06   0.224689E+06   0.223629E+06  -0.555250E-01   0.223408E+06   0.223150E+06   0.123119E+01
   0.127134E+00   0.215790E+06   0.209307E+06   0.104937E+02   0.886244E+01   0.177581E+04   0.213687E+06   0.214701E+06   0.213687E+06  -0.530566E-01   0.213474E+06   0.213244E+06   0.105750E+01
   0.132255E+00   0.205041E+06   0.198663E+06   0.921165E+01   0.777975E+01   0.156978E+04   0.203006E+06   0.203970E+06   0.203006E+06  -0.504046E-01   0.202808E+06   0.202568E+06   0.105590E+01
   0.137376E+00   0.193861E+06   0.187148E+06   0.806652E+01   0.681275E+01   0.138331E+04   0.191823E+06   0.192734E+06   0.191823E+06  -0.476278E-01   0.191643E+06   0.191371E+06   0.115308E+01
   0.142497E+00   0.182720E+06   0.175490E+06   0.705946E+01   0.596236E+01   0.121807E+04   0.180647E+06   0.181506E+06   0.180647E+06  -0.448531E-01   0.180487E+06   0.180176E+06   0.127173E+01
   0.147618E+00   0.172216E+06   0.164543E+06   0.619400E+01   0.523151E+01   0.107507E+04   0.170119E+06   0.170927E+06   0.170119E+06  -0.422389E-01   0.169976E+06   0.169634E+06   0.134995E+01
   0.152739E+00   0.162913E+06   0.155060E+06   0.546924E+01   0.461944E+01   0.954284E+03   0.160829E+06   0.161594E+06   0.160829E+06  -0.399325E-01   0.160700E+06   0.160346E+06   0.135252E+01
   0.157860E+00   0.155124E+06   0.147438E+06   0.487412E+01   0.411680E+01   0.854441E+03   0.153105E+06   0.153833E+06   0.153105E+06  -0.380145E-01   0.152983E+06   0.152638E+06   0.127337E+01
   0.162982E+00   0.148795E+06   0.141598E+06   0.438711E+01   0.370543E+01   0.772488E+03   0.146887E+06   0.147586E+06   0.146887E+06  -0.364708E-01   0.146768E+06   0.146452E+06   0.113042E+01
   0.168103E+00   0.143611E+06   0.137119E+06   0.398268E+01   0.336378E+01   0.704124E+03   0.141846E+06   0.142521E+06   0.141846E+06  -0.352190E-01   0.141726E+06   0.141450E+06   0.955646E+00
   0.173224E+00   0.139173E+06   0.133449E+06   0.363764E+01   0.307230E+01   0.645355E+03   0.137557E+06   0.138212E+06   0.137557E+06  -0.341541E-01   0.137435E+06   0.137202E+06   0.783758E+00
   0.178345E+00   0.135072E+06   0.130035E+06   0.333307E+01   0.281502E+01   0.593207E+03   0.133590E+06   0.134226E+06   0.133590E+06  -0.331692E-01   0.133467E+06   0.133270E+06   0.642883E+00
   0.183466E+00   0.130930E+06   0.126391E+06   0.305453E+01   0.257974E+01   0.545423E+03   0.129551E+06   0.130168E+06   0.129551E+06  -0.321662E-01   0.129428E+06   0.129255E+06   0.548889E+00
   0.188587E+00   0.126501E+06   0.122228E+06   0.279354E+01   0.235932E+01   0.500529E+03   0.125187E+06   0.125783E+06   0.125187E+06  -0.310827E-01   0.125068E+06   0.124905E+06   0.503901E+00
   0.193708E+00   0.121756E+06   0.117536E+06   0.254802E+01   0.215197E+01   0.457957E+03   0.120473E+06   0.121048E+06   0.120473E+06  -0.299124E-01   0.120361E+06   0.120195E+06   0.498477E+00
   0.198830E+00   0.116845E+06   0.112529E+06   0.231986E+01   0.195929E+01   0.418068E+03   0.115569E+06   0.116120E+06   0.115569E+06  -0.286947E-01   0.115464E+06   0.115288E+06   0.516241E+00
   0.203951E+00   0.111976E+06   0.107507E+06   0.211173E+01   0.178354E+01   0.381494E+03   0.110698E+06   0.111226E+06   0.110698E+06  -0.274853E-01   0.110601E+06   0.110412E+06   0.539275E+00
   0.209072E+00   0.107357E+06   0.102765E+06   0.192559E+01   0.162635E+01   0.348703E+03   0.106081E+06   0.106586E+06   0.106081E+06  -0.263388E-01   0.105990E+06   0.105792E+06   0.552750E+00
   0.214193E+00   0.103164E+06   0.985434E+05   0.176227E+01   0.148842E+01   0.319839E+03   0.101902E+06   0.102388E+06   0.101902E+06  -0.253014E-01   0.101817E+06   0.101616E+06   0.547834E+00
   0.219314E+00   0.995019E+05   0.949746E+05   0.162105E+01   0.136914E+01   0.294843E+03   0.982729E+05   0.987417E+05   0.982730E+05  -0.244003E-01   0.981914E+05   0.979946E+05   0.522571E+00
   0.224435E+00   0.963689E+05   0.920487E+05   0.149938E+01   0.126638E+01   0.273268E+03   0.951894E+05   0.956435E+05   0.951894E+05  -0.236346E-01   0.951095E+05   0.949243E+05   0.480920E+00
   0.229556E+00   0.936689E+05   0.896318E+05   0.139354E+01   0.117698E+01   0.254446E+03   0.925495E+05   0.929911E+05   0.925495E+05  -0.229792E-01   0.924701E+05   0.923005E+05   0.430538E+00
   0.234678E+00   0.912552E+05   0.875251E+05   0.129959E+01   0.109761E+01   0.237710E+03   0.901985E+05   0.906289E+05   0.901985E+05  -0.223954E-01   0.901191E+05   0.899660E+05   0.380116E+00
   0.239799E+00   0.889707E+05   0.855206E+05   0.121400E+01   0.102532E+01   0.222440E+03   0.879716E+05   0.883914E+05   0.879716E+05  -0.218425E-01   0.878925E+05   0.877538E+05   0.337020E+00
   0.244920E+00   0.866815E+05   0.834468E+05   0.113414E+01   0.957859E+00   0.208133E+03   0.857293E+05   0.861384E+05   0.857293E+05  -0.212858E-01   0.856511E+05   0.855225E+05   0.305730E+00
   0.250041E+00   0.843087E+05   0.812079E+05   0.105847E+01   0.893954E+00   0.194535E+03   0.833900E+05   0.837880E+05   0.833900E+05  -0.207050E-01   0.833137E+05   0.831904E+05   0.287283E+00
   0.255162E+00   0.818422E+05   0.787987E+05   0.986592E+00   0.833248E+00   0.181565E+03   0.809448E+05   0.813311E+05   0.809448E+05  -0.200978E-01   0.808711E+05   0.807487E+05   0.279664E+00
   0.260283E+00   0.793258E+05   0.762848E+05   0.918791E+00   0.775990E+00   0.169289E+03   0.784407E+05   0.788152E+05   0.784407E+05  -0.194761E-01   0.783704E+05   0.782458E+05   0.278884E+00
