#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.265404E+00   0.139815E+06   0.136668E+06   0.787742E+00   0.713575E+00   0.513761E+03   0.138629E+06   0.139287E+06   0.138629E+06  -0.187743E-01   0.137850E+06   0.137708E+06   0.232139E+00
   0.270526E+00   0.135435E+06   0.132272E+06   0.734329E+00   0.665192E+00   0.479887E+03   0.134267E+06   0.134904E+06   0.134267E+06  -0.181835E-01   0.133513E+06   0.133370E+06   0.227988E+00
   0.275647E+00   0.131358E+06   0.128210E+06   0.685929E+00   0.621349E+00   0.449093E+03   0.130211E+06   0.130830E+06   0.130211E+06  -0.176343E-01   0.129481E+06   0.129340E+06   0.221744E+00
   0.280768E+00   0.127660E+06   0.124568E+06   0.642490E+00   0.582000E+00   0.421392E+03   0.126540E+06   0.127141E+06   0.126540E+06  -0.171371E-01   0.125830E+06   0.125692E+06   0.212967E+00
   0.285889E+00   0.124342E+06   0.121349E+06   0.603592E+00   0.546764E+00   0.396575E+03   0.123255E+06   0.123840E+06   0.123255E+06  -0.166922E-01   0.122563E+06   0.122430E+06   0.202060E+00
   0.291010E+00   0.121348E+06   0.118481E+06   0.568552E+00   0.515023E+00   0.374152E+03   0.120295E+06   0.120866E+06   0.120295E+06  -0.162914E-01   0.119620E+06   0.119492E+06   0.189992E+00
   0.296131E+00   0.118584E+06   0.115854E+06   0.536613E+00   0.486090E+00   0.353669E+03   0.117567E+06   0.118126E+06   0.117567E+06  -0.159220E-01   0.116907E+06   0.116785E+06   0.177953E+00
   0.301252E+00   0.115951E+06   0.113351E+06   0.507066E+00   0.459325E+00   0.334701E+03   0.114968E+06   0.115515E+06   0.114968E+06  -0.155700E-01   0.114323E+06   0.114206E+06   0.167009E+00
   0.306374E+00   0.113360E+06   0.110868E+06   0.479339E+00   0.434208E+00   0.316872E+03   0.112408E+06   0.112942E+06   0.112408E+06  -0.152232E-01   0.111776E+06   0.111664E+06   0.157860E+00
   0.311495E+00   0.110751E+06   0.108339E+06   0.453050E+00   0.410394E+00   0.299907E+03   0.109824E+06   0.110346E+06   0.109824E+06  -0.148733E-01   0.109207E+06   0.109098E+06   0.150737E+00
   0.316616E+00   0.108105E+06   0.105744E+06   0.428032E+00   0.387731E+00   0.283735E+03   0.107199E+06   0.107709E+06   0.107199E+06  -0.145178E-01   0.106597E+06   0.106490E+06   0.145432E+00
   0.321737E+00   0.105444E+06   0.103112E+06   0.404289E+00   0.366224E+00   0.268339E+03   0.104556E+06   0.105052E+06   0.104556E+06  -0.141598E-01   0.103968E+06   0.103863E+06   0.141424E+00
   0.326858E+00   0.102812E+06   0.100497E+06   0.381916E+00   0.345957E+00   0.253785E+03   0.101939E+06   0.102424E+06   0.101939E+06  -0.138055E-01   0.101367E+06   0.101263E+06   0.138057E+00
   0.331979E+00   0.100261E+06   0.979630E+05   0.361010E+00   0.327020E+00   0.240174E+03   0.994031E+05   0.998755E+05   0.994031E+05  -0.134620E-01   0.988452E+05   0.987418E+05   0.134718E+00
   0.337100E+00   0.978338E+05   0.955603E+05   0.341627E+00   0.309463E+00   0.227544E+03   0.969912E+05   0.974521E+05   0.969912E+05  -0.131354E-01   0.964470E+05   0.963449E+05   0.130972E+00
   0.342222E+00   0.955567E+05   0.933210E+05   0.323754E+00   0.293272E+00   0.215866E+03   0.947311E+05   0.951813E+05   0.947311E+05  -0.128293E-01   0.941997E+05   0.940995E+05   0.126626E+00
   0.347343E+00   0.934360E+05   0.912519E+05   0.307305E+00   0.278371E+00   0.205108E+03   0.926290E+05   0.930693E+05   0.926290E+05  -0.125446E-01   0.921095E+05   0.920116E+05   0.121727E+00
   0.352464E+00   0.914573E+05   0.893351E+05   0.292129E+00   0.264624E+00   0.195172E+03   0.906700E+05   0.911010E+05   0.906700E+05  -0.122793E-01   0.901613E+05   0.900663E+05   0.116499E+00
   0.357585E+00   0.895915E+05   0.875360E+05   0.278044E+00   0.251866E+00   0.185932E+03   0.888241E+05   0.892463E+05   0.888241E+05  -0.120293E-01   0.883256E+05   0.882336E+05   0.111254E+00
   0.362706E+00   0.878039E+05   0.858139E+05   0.264869E+00   0.239931E+00   0.177288E+03   0.870559E+05   0.874698E+05   0.870559E+05  -0.117898E-01   0.865672E+05   0.864780E+05   0.106297E+00
   0.367827E+00   0.860628E+05   0.841316E+05   0.252448E+00   0.228680E+00   0.169136E+03   0.853328E+05   0.857385E+05   0.853328E+05  -0.115565E-01   0.848536E+05   0.847670E+05   0.101855E+00
   0.372948E+00   0.843439E+05   0.824619E+05   0.240664E+00   0.218005E+00   0.161384E+03   0.836303E+05   0.840279E+05   0.836303E+05  -0.113259E-01   0.831606E+05   0.830760E+05   0.980296E-01
   0.378070E+00   0.826350E+05   0.807918E+05   0.229444E+00   0.207841E+00   0.153986E+03   0.819360E+05   0.823256E+05   0.819360E+05  -0.110965E-01   0.814758E+05   0.813929E+05   0.947978E-01
   0.383191E+00   0.809380E+05   0.791249E+05   0.218761E+00   0.198164E+00   0.146942E+03   0.802520E+05   0.806336E+05   0.802520E+05  -0.108684E-01   0.798014E+05   0.797198E+05   0.920373E-01
   0.388312E+00   0.792668E+05   0.774782E+05   0.208624E+00   0.188981E+00   0.140236E+03   0.785927E+05   0.789665E+05   0.785927E+05  -0.106437E-01   0.781516E+05   0.780711E+05   0.895746E-01
   0.393433E+00   0.776380E+05   0.758721E+05   0.199045E+00   0.180305E+00   0.133894E+03   0.769754E+05   0.773415E+05   0.769755E+05  -0.104247E-01   0.765435E+05   0.764640E+05   0.872305E-01
   0.398554E+00   0.760652E+05   0.743234E+05   0.190028E+00   0.172137E+00   0.127924E+03   0.754141E+05   0.757728E+05   0.754141E+05  -0.102132E-01   0.749910E+05   0.749127E+05   0.848623E-01
   0.403675E+00   0.745575E+05   0.728432E+05   0.181563E+00   0.164468E+00   0.122311E+03   0.739181E+05   0.742697E+05   0.739181E+05  -0.100106E-01   0.735034E+05   0.734265E+05   0.823889E-01
   0.408796E+00   0.731197E+05   0.714371E+05   0.173627E+00   0.157280E+00   0.117040E+03   0.724924E+05   0.728372E+05   0.724924E+05  -0.981754E-02   0.720857E+05   0.720102E+05   0.797979E-01
   0.413918E+00   0.717502E+05   0.701029E+05   0.166187E+00   0.150540E+00   0.112097E+03   0.711353E+05   0.714737E+05   0.711353E+05  -0.963375E-02   0.707362E+05   0.706624E+05   0.771337E-01
   0.419039E+00   0.704403E+05   0.688301E+05   0.159193E+00   0.144204E+00   0.107443E+03   0.698378E+05   0.701699E+05   0.698378E+05  -0.945802E-02   0.694459E+05   0.693737E+05   0.744740E-01
   0.424160E+00   0.691770E+05   0.676040E+05   0.152589E+00   0.138222E+00   0.103045E+03   0.685867E+05   0.689129E+05   0.685867E+05  -0.928859E-02   0.682018E+05   0.681312E+05   0.719041E-01
   0.429281E+00   0.679488E+05   0.664109E+05   0.146328E+00   0.132550E+00   0.988807E+02   0.673701E+05   0.676906E+05   0.673701E+05  -0.912383E-02   0.669920E+05   0.669230E+05   0.694947E-01
   0.434402E+00   0.667471E+05   0.652412E+05   0.140372E+00   0.127156E+00   0.949173E+02   0.661795E+05   0.664943E+05   0.661795E+05  -0.896258E-02   0.658080E+05   0.657404E+05   0.672873E-01
   0.439523E+00   0.655663E+05   0.640887E+05   0.134695E+00   0.122013E+00   0.911280E+02   0.650090E+05   0.653182E+05   0.650090E+05  -0.880407E-02   0.646441E+05   0.645777E+05   0.652881E-01
   0.444644E+00   0.644040E+05   0.629511E+05   0.129277E+00   0.117105E+00   0.875089E+02   0.638563E+05   0.641601E+05   0.638563E+05  -0.864796E-02   0.634979E+05   0.634326E+05   0.634720E-01
   0.449766E+00   0.632618E+05   0.618310E+05   0.124107E+00   0.112422E+00   0.840540E+02   0.627232E+05   0.630216E+05   0.627232E+05  -0.849450E-02   0.623711E+05   0.623068E+05   0.617940E-01
   0.454887E+00   0.621445E+05   0.607345E+05   0.119184E+00   0.107963E+00   0.807590E+02   0.616147E+05   0.619078E+05   0.616147E+05  -0.834438E-02   0.612689E+05   0.612055E+05   0.602022E-01
   0.460008E+00   0.610577E+05   0.596681E+05   0.114506E+00   0.103725E+00   0.776290E+02   0.605364E+05   0.608244E+05   0.605364E+05  -0.819835E-02   0.601967E+05   0.601343E+05   0.586511E-01
   0.465129E+00   0.600050E+05   0.586364E+05   0.110066E+00   0.997030E-01   0.746560E+02   0.594922E+05   0.597752E+05   0.594922E+05  -0.805694E-02   0.591584E+05   0.590969E+05   0.571091E-01
   0.470250E+00   0.589875E+05   0.576408E+05   0.105855E+00   0.958888E-01   0.718302E+02   0.584832E+05   0.587614E+05   0.584832E+05  -0.792029E-02   0.581551E+05   0.580946E+05   0.555631E-01
   0.475371E+00   0.580043E+05   0.566806E+05   0.101861E+00   0.922700E-01   0.691463E+02   0.575084E+05   0.577821E+05   0.575084E+05  -0.778828E-02   0.571858E+05   0.571264E+05   0.540168E-01
   0.480492E+00   0.570534E+05   0.557532E+05   0.980669E-01   0.888336E-01   0.665998E+02   0.565660E+05   0.568351E+05   0.565660E+05  -0.766064E-02   0.562486E+05   0.561902E+05   0.524872E-01
   0.485614E+00   0.561319E+05   0.548553E+05   0.944596E-01   0.855659E-01   0.641755E+02   0.556528E+05   0.559176E+05   0.556528E+05  -0.753697E-02   0.553405E+05   0.552832E+05   0.509969E-01
   0.490735E+00   0.552359E+05   0.539822E+05   0.910225E-01   0.824524E-01   0.618655E+02   0.547648E+05   0.550254E+05   0.547648E+05  -0.741671E-02   0.544575E+05   0.544012E+05   0.495670E-01
   0.495856E+00   0.543606E+05   0.531288E+05   0.877400E-01   0.794790E-01   0.596621E+02   0.538974E+05   0.541538E+05   0.538974E+05  -0.729924E-02   0.535949E+05   0.535396E+05   0.482117E-01
   0.500977E+00   0.535029E+05   0.522916E+05   0.845994E-01   0.766341E-01   0.575497E+02   0.530471E+05   0.532995E+05   0.530471E+05  -0.718409E-02   0.527494E+05   0.526950E+05   0.469364E-01
   0.506098E+00   0.526617E+05   0.514694E+05   0.815926E-01   0.739104E-01   0.555253E+02   0.522131E+05   0.524615E+05   0.522131E+05  -0.707114E-02   0.519201E+05   0.518665E+05   0.457376E-01
   0.511219E+00   0.518376E+05   0.506631E+05   0.787144E-01   0.713031E-01   0.535866E+02   0.513958E+05   0.516404E+05   0.513958E+05  -0.696045E-02   0.511074E+05   0.510546E+05   0.446048E-01
   0.516340E+00   0.510311E+05   0.498736E+05   0.759600E-01   0.688081E-01   0.517298E+02   0.505960E+05   0.508368E+05   0.505960E+05  -0.685214E-02   0.503121E+05   0.502601E+05   0.435235E-01
   0.521462E+00   0.502429E+05   0.491019E+05   0.733246E-01   0.664209E-01   0.499525E+02   0.498143E+05   0.500514E+05   0.498143E+05  -0.674628E-02   0.495348E+05   0.494836E+05   0.424791E-01
   0.526583E+00   0.494739E+05   0.483492E+05   0.708045E-01   0.641380E-01   0.482534E+02   0.490516E+05   0.492851E+05   0.490516E+05  -0.664299E-02   0.487764E+05   0.487259E+05   0.414598E-01
   0.531704E+00   0.487252E+05   0.476168E+05   0.683959E-01   0.619562E-01   0.466269E+02   0.483091E+05   0.485390E+05   0.483091E+05  -0.654243E-02   0.480381E+05   0.479883E+05   0.404588E-01
   0.536825E+00   0.479969E+05   0.469050E+05   0.660943E-01   0.598713E-01   0.450682E+02   0.475871E+05   0.478136E+05   0.475871E+05  -0.644465E-02   0.473201E+05   0.472711E+05   0.394743E-01
   0.541946E+00   0.472882E+05   0.462128E+05   0.638936E-01   0.578778E-01   0.435789E+02   0.468845E+05   0.471076E+05   0.468845E+05  -0.634950E-02   0.466215E+05   0.465732E+05   0.385084E-01
   0.547067E+00   0.465973E+05   0.455383E+05   0.617870E-01   0.559696E-01   0.421548E+02   0.461996E+05   0.464195E+05   0.461996E+05  -0.625675E-02   0.459404E+05   0.458929E+05   0.375658E-01
   0.559946E+00   0.449319E+05   0.439127E+05   0.568702E-01   0.515156E-01   0.388335E+02   0.445488E+05   0.447608E+05   0.445488E+05  -0.603318E-02   0.442988E+05   0.442531E+05   0.353308E-01
   0.593872E+00   0.409421E+05   0.400122E+05   0.460684E-01   0.417309E-01   0.315124E+02   0.405927E+05   0.407860E+05   0.405927E+05  -0.549741E-02   0.403650E+05   0.403232E+05   0.303943E-01
   0.629853E+00   0.372968E+05   0.364506E+05   0.373090E-01   0.337962E-01   0.255557E+02   0.369787E+05   0.371548E+05   0.369787E+05  -0.500797E-02   0.367713E+05   0.367333E+05   0.260839E-01
   0.879031E+00   0.218025E+05   0.213079E+05   0.111974E-01   0.101431E-01   0.771732E+01   0.216165E+05   0.217194E+05   0.216165E+05  -0.292749E-02   0.214952E+05   0.214730E+05   0.109362E-01
   0.122679E+01   0.125910E+05   0.123055E+05   0.332002E-02   0.300743E-02   0.229548E+01   0.124836E+05   0.125430E+05   0.124836E+05  -0.169063E-02   0.124136E+05   0.124007E+05   0.453656E-02
   0.171212E+01   0.719567E+04   0.703255E+04   0.974141E-03   0.882423E-03   0.674712E+00   0.713430E+04   0.716828E+04   0.713430E+04  -0.966187E-03   0.709429E+04   0.708689E+04   0.186811E-02
   0.238945E+01   0.407542E+04   0.398303E+04   0.283264E-03   0.256594E-03   0.196416E+00   0.404066E+04   0.405990E+04   0.404066E+04  -0.547220E-03   0.401800E+04   0.401376E+04   0.766815E-03
