#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.485659E-04   0.440628E+07   0.440628E+07   0.586105E+07   0.586062E+07   0.441258E+07   0.440631E+07   0.440628E+07   0.441571E+07  -0.599056E+00   0.437491E+07   0.437491E+07   0.551461E+02
   0.536256E-04   0.440626E+07   0.440626E+07   0.585796E+07   0.585743E+07   0.441245E+07   0.440629E+07   0.440626E+07   0.441568E+07  -0.599052E+00   0.437489E+07   0.437488E+07   0.608747E+02
   0.592125E-04   0.440623E+07   0.440623E+07   0.585420E+07   0.585355E+07   0.441229E+07   0.440626E+07   0.440623E+07   0.441564E+07  -0.599047E+00   0.437486E+07   0.437486E+07   0.671944E+02
   0.653814E-04   0.440620E+07   0.440620E+07   0.584961E+07   0.584882E+07   0.441210E+07   0.440623E+07   0.440620E+07   0.441560E+07  -0.599041E+00   0.437483E+07   0.437482E+07   0.741646E+02
   0.721930E-04   0.440616E+07   0.440616E+07   0.584402E+07   0.584306E+07   0.441186E+07   0.440619E+07   0.440616E+07   0.441556E+07  -0.599034E+00   0.437479E+07   0.437478E+07   0.818507E+02
   0.797142E-04   0.440611E+07   0.440611E+07   0.583721E+07   0.583604E+07   0.441157E+07   0.440614E+07   0.440611E+07   0.441549E+07  -0.599025E+00   0.437474E+07   0.437473E+07   0.903234E+02
   0.880190E-04   0.440605E+07   0.440605E+07   0.582892E+07   0.582749E+07   0.441121E+07   0.440608E+07   0.440605E+07   0.441542E+07  -0.599015E+00   0.437469E+07   0.437467E+07   0.996600E+02
   0.971891E-04   0.440598E+07   0.440597E+07   0.581882E+07   0.581709E+07   0.441078E+07   0.440600E+07   0.440598E+07   0.441533E+07  -0.599002E+00   0.437462E+07   0.437459E+07   0.109944E+03
   0.107314E-03   0.440590E+07   0.440588E+07   0.580654E+07   0.580443E+07   0.441025E+07   0.440591E+07   0.440589E+07   0.441522E+07  -0.598987E+00   0.437453E+07   0.437450E+07   0.121265E+03
   0.118495E-03   0.440579E+07   0.440577E+07   0.579159E+07   0.578903E+07   0.440961E+07   0.440580E+07   0.440579E+07   0.441509E+07  -0.598967E+00   0.437442E+07   0.437439E+07   0.133720E+03
   0.130840E-03   0.440566E+07   0.440564E+07   0.577342E+07   0.577030E+07   0.440883E+07   0.440567E+07   0.440566E+07   0.441492E+07  -0.598944E+00   0.437429E+07   0.437425E+07   0.147411E+03
   0.144471E-03   0.440550E+07   0.440548E+07   0.575134E+07   0.574755E+07   0.440788E+07   0.440551E+07   0.440550E+07   0.441473E+07  -0.598916E+00   0.437414E+07   0.437408E+07   0.162445E+03
   0.159522E-03   0.440531E+07   0.440528E+07   0.572452E+07   0.571992E+07   0.440672E+07   0.440531E+07   0.440530E+07   0.441448E+07  -0.598882E+00   0.437394E+07   0.437388E+07   0.178936E+03
   0.176142E-03   0.440507E+07   0.440504E+07   0.569199E+07   0.568640E+07   0.440531E+07   0.440507E+07   0.440507E+07   0.441419E+07  -0.598840E+00   0.437371E+07   0.437363E+07   0.196995E+03
   0.194493E-03   0.440479E+07   0.440475E+07   0.565257E+07   0.564578E+07   0.440358E+07   0.440478E+07   0.440478E+07   0.441383E+07  -0.598789E+00   0.437342E+07   0.437333E+07   0.216737E+03
   0.214755E-03   0.440444E+07   0.440439E+07   0.560485E+07   0.559663E+07   0.440149E+07   0.440442E+07   0.440443E+07   0.441340E+07  -0.598727E+00   0.437308E+07   0.437296E+07   0.238270E+03
   0.237129E-03   0.440402E+07   0.440395E+07   0.554719E+07   0.553725E+07   0.439893E+07   0.440398E+07   0.440401E+07   0.441287E+07  -0.598651E+00   0.437266E+07   0.437251E+07   0.261691E+03
   0.261834E-03   0.440350E+07   0.440343E+07   0.547766E+07   0.546565E+07   0.439583E+07   0.440345E+07   0.440349E+07   0.441223E+07  -0.598560E+00   0.437214E+07   0.437197E+07   0.287078E+03
   0.289112E-03   0.440287E+07   0.440278E+07   0.539401E+07   0.537954E+07   0.439205E+07   0.440281E+07   0.440286E+07   0.441145E+07  -0.598448E+00   0.437152E+07   0.437131E+07   0.314480E+03
   0.319233E-03   0.440211E+07   0.440200E+07   0.529367E+07   0.527627E+07   0.438745E+07   0.440202E+07   0.440209E+07   0.441050E+07  -0.598313E+00   0.437076E+07   0.437050E+07   0.343901E+03
   0.352491E-03   0.440119E+07   0.440105E+07   0.517375E+07   0.515289E+07   0.438187E+07   0.440107E+07   0.440116E+07   0.440935E+07  -0.598150E+00   0.436983E+07   0.436952E+07   0.375280E+03
   0.389215E-03   0.440006E+07   0.439990E+07   0.503106E+07   0.500615E+07   0.437509E+07   0.439992E+07   0.440003E+07   0.440797E+07  -0.597951E+00   0.436871E+07   0.436834E+07   0.408472E+03
   0.429764E-03   0.439870E+07   0.439850E+07   0.486220E+07   0.483259E+07   0.436686E+07   0.439851E+07   0.439866E+07   0.440629E+07  -0.597712E+00   0.436734E+07   0.436690E+07   0.443211E+03
   0.474538E-03   0.439704E+07   0.439681E+07   0.466372E+07   0.462870E+07   0.435689E+07   0.439681E+07   0.439700E+07   0.440427E+07  -0.597423E+00   0.436568E+07   0.436516E+07   0.479081E+03
   0.523976E-03   0.439504E+07   0.439476E+07   0.443231E+07   0.439118E+07   0.434482E+07   0.439475E+07   0.439499E+07   0.440184E+07  -0.597075E+00   0.436368E+07   0.436305E+07   0.515468E+03
   0.578566E-03   0.439262E+07   0.439228E+07   0.416527E+07   0.411733E+07   0.433023E+07   0.439227E+07   0.439256E+07   0.439892E+07  -0.596658E+00   0.436125E+07   0.436051E+07   0.551521E+03
   0.638842E-03   0.438970E+07   0.438930E+07   0.386094E+07   0.380562E+07   0.431258E+07   0.438927E+07   0.438963E+07   0.439543E+07  -0.596158E+00   0.435832E+07   0.435745E+07   0.586105E+03
   0.705398E-03   0.438618E+07   0.438572E+07   0.351952E+07   0.345642E+07   0.429140E+07   0.438566E+07   0.438610E+07   0.439126E+07  -0.595562E+00   0.435478E+07   0.435377E+07   0.617767E+03
   0.778888E-03   0.438196E+07   0.438142E+07   0.314388E+07   0.307291E+07   0.426598E+07   0.438132E+07   0.438187E+07   0.438632E+07  -0.594854E+00   0.435053E+07   0.434937E+07   0.644730E+03
   0.860035E-03   0.437690E+07   0.437627E+07   0.274060E+07   0.266208E+07   0.423558E+07   0.437613E+07   0.437680E+07   0.438048E+07  -0.594017E+00   0.434542E+07   0.434410E+07   0.664924E+03
   0.949635E-03   0.437087E+07   0.437015E+07   0.232082E+07   0.223565E+07   0.419936E+07   0.436993E+07   0.437075E+07   0.437361E+07  -0.593033E+00   0.433932E+07   0.433784E+07   0.676097E+03
   0.104857E-02   0.436369E+07   0.436288E+07   0.190081E+07   0.181050E+07   0.415643E+07   0.436258E+07   0.436356E+07   0.436558E+07  -0.591883E+00   0.433205E+07   0.433041E+07   0.676025E+03
   0.115781E-02   0.435520E+07   0.435429E+07   0.150146E+07   0.140810E+07   0.410583E+07   0.435387E+07   0.435505E+07   0.435623E+07  -0.590548E+00   0.432343E+07   0.432165E+07   0.662857E+03
   0.127844E-02   0.434521E+07   0.434420E+07   0.114634E+07   0.105241E+07   0.404655E+07   0.434362E+07   0.434504E+07   0.434541E+07  -0.589007E+00   0.431325E+07   0.431137E+07   0.635590E+03
   0.141163E-02   0.433350E+07   0.433241E+07   0.857559E+06   0.765563E+06   0.397791E+07   0.433163E+07   0.433332E+07   0.433296E+07  -0.587240E+00   0.430131E+07   0.429937E+07   0.594634E+03
   0.155869E-02   0.431986E+07   0.431870E+07   0.649595E+06   0.561524E+06   0.389931E+07   0.431768E+07   0.431967E+07   0.431867E+07  -0.585225E+00   0.428740E+07   0.428544E+07   0.542327E+03
   0.172108E-02   0.430408E+07   0.430285E+07   0.522391E+06   0.439303E+06   0.381027E+07   0.430153E+07   0.430387E+07   0.430233E+07  -0.582937E+00   0.427128E+07   0.426936E+07   0.483133E+03
   0.190039E-02   0.428590E+07   0.428462E+07   0.457080E+06   0.379125E+06   0.371071E+07   0.428296E+07   0.428569E+07   0.428366E+07  -0.580347E+00   0.425275E+07   0.425089E+07   0.423212E+03
   0.209838E-02   0.426510E+07   0.426376E+07   0.419241E+06   0.346477E+06   0.360102E+07   0.426173E+07   0.426488E+07   0.426237E+07  -0.577418E+00   0.423158E+07   0.422978E+07   0.369077E+03
   0.231699E-02   0.424141E+07   0.423999E+07   0.373109E+06   0.306904E+06   0.348213E+07   0.423758E+07   0.424117E+07   0.423814E+07  -0.574108E+00   0.420753E+07   0.420578E+07   0.325473E+03
   0.255838E-02   0.421456E+07   0.421301E+07   0.302766E+06   0.246589E+06   0.335553E+07   0.421023E+07   0.421430E+07   0.421068E+07  -0.570372E+00   0.418035E+07   0.417861E+07   0.293324E+03
   0.282492E-02   0.418425E+07   0.418253E+07   0.224396E+06   0.182234E+06   0.322309E+07   0.417940E+07   0.418396E+07   0.417974E+07  -0.566166E+00   0.414976E+07   0.414800E+07   0.269239E+03
   0.311923E-02   0.415018E+07   0.414824E+07   0.170132E+06   0.142550E+06   0.308677E+07   0.414482E+07   0.414986E+07   0.414508E+07  -0.561453E+00   0.411546E+07   0.411368E+07   0.247760E+03
   0.344419E-02   0.411207E+07   0.410987E+07   0.148540E+06   0.125807E+06   0.294825E+07   0.410619E+07   0.411170E+07   0.410641E+07  -0.556199E+00   0.407716E+07   0.407537E+07   0.225373E+03
   0.380302E-02   0.406962E+07   0.406712E+07   0.130301E+06   0.102112E+06   0.280854E+07   0.406323E+07   0.406920E+07   0.406342E+07  -0.550363E+00   0.403458E+07   0.403279E+07   0.202687E+03
   0.419923E-02   0.402255E+07   0.401970E+07   0.956920E+05   0.827747E+05   0.266790E+07   0.401565E+07   0.402207E+07   0.401580E+07  -0.543905E+00   0.398743E+07   0.398566E+07   0.182192E+03
   0.463671E-02   0.397055E+07   0.396728E+07   0.705873E+05   0.670049E+05   0.252614E+07   0.396316E+07   0.397000E+07   0.396327E+07  -0.536783E+00   0.393543E+07   0.393366E+07   0.164720E+03
   0.511978E-02   0.391336E+07   0.390955E+07   0.643572E+05   0.541559E+05   0.238305E+07   0.390546E+07   0.391272E+07   0.390556E+07  -0.528960E+00   0.387828E+07   0.387651E+07   0.149564E+03
   0.565317E-02   0.385081E+07   0.384638E+07   0.485859E+05   0.436989E+05   0.222956E+07   0.384239E+07   0.385007E+07   0.384246E+07  -0.520409E+00   0.381582E+07   0.381404E+07   0.135900E+03
   0.624213E-02   0.378236E+07   0.377718E+07   0.398445E+05   0.351962E+05   0.207738E+07   0.377341E+07   0.378149E+07   0.377347E+07  -0.511060E+00   0.374751E+07   0.374573E+07   0.122913E+03
   0.689245E-02   0.370783E+07   0.370176E+07   0.360684E+05   0.282912E+05   0.192161E+07   0.369834E+07   0.370681E+07   0.369840E+07  -0.500889E+00   0.367316E+07   0.367138E+07   0.111494E+03
   0.761052E-02   0.362693E+07   0.361980E+07   0.251186E+05   0.226913E+05   0.176271E+07   0.361690E+07   0.362573E+07   0.361694E+07  -0.489854E+00   0.359248E+07   0.359069E+07   0.101755E+03
   0.840340E-02   0.353936E+07   0.353096E+07   0.226556E+05   0.181562E+05   0.160674E+07   0.352879E+07   0.353795E+07   0.352883E+07  -0.477918E+00   0.350517E+07   0.350337E+07   0.927404E+02
   0.927889E-02   0.344484E+07   0.343495E+07   0.176072E+05   0.144892E+05   0.145807E+07   0.343377E+07   0.344318E+07   0.343380E+07  -0.465046E+00   0.341099E+07   0.340917E+07   0.848903E+02
   0.102456E-01   0.334313E+07   0.333149E+07   0.114100E+05   0.115290E+05   0.131451E+07   0.333157E+07   0.334118E+07   0.333159E+07  -0.451202E+00   0.330967E+07   0.330782E+07   0.779886E+02
   0.113130E-01   0.323396E+07   0.322029E+07   0.110866E+05   0.914368E+04   0.117299E+07   0.322190E+07   0.323167E+07   0.322192E+07  -0.436348E+00   0.320094E+07   0.319906E+07   0.718208E+02
   0.124916E-01   0.311708E+07   0.310105E+07   0.825886E+04   0.722555E+04   0.103773E+07   0.310454E+07   0.311438E+07   0.310455E+07  -0.420451E+00   0.308454E+07   0.308262E+07   0.664345E+02
   0.137930E-01   0.299228E+07   0.297357E+07   0.648022E+04   0.568659E+04   0.911662E+06   0.297929E+07   0.298914E+07   0.297930E+07  -0.403487E+00   0.296029E+07   0.295832E+07   0.616681E+02
   0.152300E-01   0.285948E+07   0.283774E+07   0.549806E+04   0.445497E+04   0.793434E+06   0.284605E+07   0.285583E+07   0.284606E+07  -0.385441E+00   0.282809E+07   0.282606E+07   0.574223E+02
   0.168167E-01   0.272184E+07   0.269675E+07   0.413136E+04   0.347624E+04   0.683629E+06   0.270798E+07   0.271763E+07   0.270799E+07  -0.366742E+00   0.269107E+07   0.268898E+07   0.536412E+02
   0.185687E-01   0.257399E+07   0.254528E+07   0.296115E+04   0.269479E+04   0.583324E+06   0.255976E+07   0.256917E+07   0.255976E+07  -0.346667E+00   0.254394E+07   0.254178E+07   0.501355E+02
   0.205033E-01   0.241912E+07   0.238661E+07   0.204721E+04   0.207598E+04   0.491893E+06   0.240455E+07   0.241366E+07   0.240455E+07  -0.325647E+00   0.238985E+07   0.238763E+07   0.468160E+02
   0.226393E-01   0.225596E+07   0.221965E+07   0.176876E+04   0.158680E+04   0.409890E+06   0.224114E+07   0.224987E+07   0.224115E+07  -0.303517E+00   0.222758E+07   0.222530E+07   0.435391E+02
   0.249980E-01   0.209033E+07   0.205043E+07   0.131483E+04   0.120505E+04   0.337713E+06   0.207535E+07   0.208363E+07   0.207535E+07  -0.281063E+00   0.206292E+07   0.206060E+07   0.402112E+02
   0.276023E-01   0.192412E+07   0.188119E+07   0.962897E+03   0.909109E+03   0.275330E+06   0.190913E+07   0.191691E+07   0.190913E+07  -0.258552E+00   0.189782E+07   0.189547E+07   0.367127E+02
   0.304780E-01   0.175805E+07   0.171301E+07   0.813152E+03   0.680778E+03   0.221757E+06   0.174324E+07   0.175049E+07   0.174324E+07  -0.236085E+00   0.173301E+07   0.173068E+07   0.329356E+02
   0.336533E-01   0.159656E+07   0.155081E+07   0.528938E+03   0.506734E+03   0.176884E+06   0.158218E+07   0.158888E+07   0.158218E+07  -0.214273E+00   0.157298E+07   0.157073E+07   0.288357E+02
   0.371593E-01   0.144544E+07   0.140077E+07   0.448350E+03   0.376083E+03   0.140095E+06   0.143179E+07   0.143794E+07   0.143179E+07  -0.193905E+00   0.142352E+07   0.142141E+07   0.244394E+02
   0.410307E-01   0.130841E+07   0.126688E+07   0.293063E+03   0.279147E+03   0.110554E+06   0.129579E+07   0.130143E+07   0.129579E+07  -0.175487E+00   0.128834E+07   0.128645E+07   0.198568E+02
   0.451338E-01   0.119244E+07   0.115586E+07   0.232114E+03   0.210274E+03   0.880067E+05   0.118109E+07   0.118630E+07   0.118109E+07  -0.159953E+00   0.117431E+07   0.117269E+07   0.154767E+02
   0.492368E-01   0.110194E+07   0.107116E+07   0.180317E+03   0.163349E+03   0.716933E+05   0.109191E+07   0.109677E+07   0.109191E+07  -0.147876E+00   0.108564E+07   0.108430E+07   0.117437E+02
   0.533399E-01   0.102902E+07   0.100405E+07   0.143565E+03   0.130053E+03   0.594994E+05   0.102025E+07   0.102483E+07   0.102025E+07  -0.138171E+00   0.101438E+07   0.101330E+07   0.875150E+01
   0.574430E-01   0.967715E+06   0.947861E+06   0.116487E+03   0.105523E+03   0.500727E+05   0.960046E+06   0.964381E+06   0.960047E+06  -0.130018E+00   0.954515E+06   0.953648E+06   0.652270E+01
   0.615460E-01   0.913494E+06   0.897567E+06   0.958375E+02   0.868160E+02   0.425525E+05   0.906703E+06   0.910820E+06   0.906704E+06  -0.122794E+00   0.901474E+06   0.900760E+06   0.500852E+01
   0.656491E-01   0.862341E+06   0.848920E+06   0.795391E+02   0.720513E+02   0.363677E+05   0.856182E+06   0.860087E+06   0.856182E+06  -0.115952E+00   0.851245E+06   0.850622E+06   0.410109E+01
   0.697522E-01   0.811710E+06   0.799398E+06   0.663220E+02   0.600784E+02   0.311185E+05   0.805952E+06   0.809643E+06   0.805952E+06  -0.109149E+00   0.801313E+06   0.800723E+06   0.365736E+01
   0.738552E-01   0.762005E+06   0.749640E+06   0.555221E+02   0.502952E+02   0.266759E+05   0.756452E+06   0.759928E+06   0.756452E+06  -0.102445E+00   0.752112E+06   0.751510E+06   0.352569E+01
   0.779583E-01   0.711710E+06   0.698520E+06   0.465211E+02   0.421417E+02   0.228307E+05   0.706240E+06   0.709495E+06   0.706240E+06  -0.956451E-01   0.702206E+06   0.701566E+06   0.355229E+01
   0.820614E-01   0.663221E+06   0.648871E+06   0.391013E+02   0.354206E+02   0.195682E+05   0.657771E+06   0.660812E+06   0.657772E+06  -0.890810E-01   0.654034E+06   0.653347E+06   0.361748E+01
   0.861644E-01   0.617900E+06   0.602472E+06   0.330215E+02   0.299132E+02   0.168235E+05   0.612472E+06   0.615309E+06   0.612472E+06  -0.829462E-01   0.609010E+06   0.608285E+06   0.363250E+01
   0.912856E-01   0.567512E+06   0.551338E+06   0.270031E+02   0.244614E+02   0.140403E+05   0.562185E+06   0.564797E+06   0.562186E+06  -0.761360E-01   0.559024E+06   0.558283E+06   0.350739E+01
   0.964067E-01   0.525509E+06   0.509556E+06   0.224106E+02   0.203013E+02   0.118690E+05   0.520408E+06   0.522831E+06   0.520408E+06  -0.704781E-01   0.517489E+06   0.516774E+06   0.320626E+01
   0.101528E+00   0.492395E+06   0.477630E+06   0.189347E+02   0.171524E+02   0.101950E+05   0.487642E+06   0.489916E+06   0.487642E+06  -0.660406E-01   0.484906E+06   0.484254E+06   0.277194E+01
   0.106649E+00   0.466919E+06   0.454030E+06   0.162791E+02   0.147467E+02   0.889797E+04   0.462594E+06   0.464755E+06   0.462594E+06  -0.626484E-01   0.459991E+06   0.459428E+06   0.228111E+01
   0.111770E+00   0.446615E+06   0.435857E+06   0.141861E+02   0.128506E+02   0.786134E+04   0.442737E+06   0.444808E+06   0.442737E+06  -0.599592E-01   0.440236E+06   0.439767E+06   0.181494E+01
   0.116891E+00   0.428794E+06   0.419980E+06   0.124607E+02   0.112876E+02   0.699255E+04   0.425321E+06   0.427314E+06   0.425321E+06  -0.576007E-01   0.422910E+06   0.422521E+06   0.143660E+01
   0.122012E+00   0.411337E+06   0.403942E+06   0.109761E+02   0.994269E+01   0.623147E+04   0.408180E+06   0.410095E+06   0.408180E+06  -0.552793E-01   0.405861E+06   0.405528E+06   0.117884E+01
   0.127134E+00   0.392983E+06   0.386330E+06   0.966028E+01   0.875072E+01   0.554373E+04   0.390034E+06   0.391866E+06   0.390034E+06  -0.528217E-01   0.387816E+06   0.387510E+06   0.104205E+01
   0.132255E+00   0.373379E+06   0.366828E+06   0.848025E+01   0.768180E+01   0.491485E+04   0.370537E+06   0.372279E+06   0.370537E+06  -0.501813E-01   0.368434E+06   0.368128E+06   0.100079E+01
   0.137376E+00   0.352929E+06   0.346030E+06   0.742646E+01   0.672725E+01   0.434372E+04   0.350123E+06   0.351771E+06   0.350123E+06  -0.474167E-01   0.348142E+06   0.347820E+06   0.101538E+01
   0.142497E+00   0.332526E+06   0.325092E+06   0.649979E+01   0.588786E+01   0.383438E+04   0.329725E+06   0.331277E+06   0.329725E+06  -0.446542E-01   0.327867E+06   0.327522E+06   0.104446E+01
   0.147618E+00   0.313294E+06   0.305404E+06   0.570334E+01   0.516642E+01   0.339121E+04   0.310507E+06   0.311970E+06   0.310507E+06  -0.420515E-01   0.308763E+06   0.308403E+06   0.105517E+01
   0.152739E+00   0.296291E+06   0.288216E+06   0.503623E+01   0.456213E+01   0.301659E+04   0.293551E+06   0.294935E+06   0.293551E+06  -0.397552E-01   0.291907E+06   0.291544E+06   0.102903E+01
   0.157860E+00   0.282096E+06   0.274195E+06   0.448827E+01   0.406575E+01   0.270696E+04   0.279451E+06   0.280770E+06   0.279451E+06  -0.378457E-01   0.277888E+06   0.277536E+06   0.962867E+00
   0.162982E+00   0.270610E+06   0.263214E+06   0.403970E+01   0.365940E+01   0.245195E+04   0.268103E+06   0.269368E+06   0.268103E+06  -0.363088E-01   0.266601E+06   0.266275E+06   0.865932E+00
   0.168103E+00   0.261243E+06   0.254574E+06   0.366709E+01   0.332185E+01   0.223892E+04   0.258900E+06   0.260123E+06   0.258900E+06  -0.350625E-01   0.257447E+06   0.257154E+06   0.754738E+00
   0.173224E+00   0.253245E+06   0.247367E+06   0.334917E+01   0.303385E+01   0.205624E+04   0.251072E+06   0.252258E+06   0.251072E+06  -0.340023E-01   0.249659E+06   0.249399E+06   0.647264E+00
   0.178345E+00   0.245852E+06   0.240681E+06   0.306857E+01   0.277965E+01   0.189382E+04   0.243831E+06   0.244984E+06   0.243831E+06  -0.330217E-01   0.242455E+06   0.242225E+06   0.557987E+00
   0.183466E+00   0.238358E+06   0.233700E+06   0.281203E+01   0.254726E+01   0.174400E+04   0.236458E+06   0.237576E+06   0.236458E+06  -0.320232E-01   0.235122E+06   0.234912E+06   0.494857E+00
   0.188587E+00   0.230310E+06   0.225924E+06   0.257173E+01   0.232959E+01   0.160247E+04   0.228493E+06   0.229574E+06   0.228493E+06  -0.309444E-01   0.227201E+06   0.227001E+06   0.458612E+00
   0.193708E+00   0.221658E+06   0.217323E+06   0.234574E+01   0.212488E+01   0.146810E+04   0.219890E+06   0.220930E+06   0.219890E+06  -0.297793E-01   0.218648E+06   0.218449E+06   0.444057E+00
   0.198830E+00   0.212681E+06   0.208246E+06   0.213577E+01   0.193468E+01   0.134217E+04   0.210938E+06   0.211936E+06   0.210938E+06  -0.285670E-01   0.209749E+06   0.209546E+06   0.442474E+00
   0.203951E+00   0.203775E+06   0.199182E+06   0.194425E+01   0.176120E+01   0.122657E+04   0.202047E+06   0.203004E+06   0.202047E+06  -0.273629E-01   0.200911E+06   0.200701E+06   0.444376E+00
   0.209072E+00   0.195329E+06   0.190608E+06   0.177294E+01   0.160602E+01   0.112263E+04   0.193619E+06   0.194536E+06   0.193619E+06  -0.262216E-01   0.192533E+06   0.192319E+06   0.441924E+00
   0.214193E+00   0.187672E+06   0.182922E+06   0.162262E+01   0.146985E+01   0.103096E+04   0.185993E+06   0.186874E+06   0.185993E+06  -0.251888E-01   0.184951E+06   0.184738E+06   0.430482E+00
   0.219314E+00   0.180999E+06   0.176347E+06   0.149259E+01   0.135207E+01   0.951482E+03   0.179368E+06   0.180218E+06   0.179368E+06  -0.242916E-01   0.178364E+06   0.178156E+06   0.409049E+00
   0.224435E+00   0.175309E+06   0.170870E+06   0.138054E+01   0.125057E+01   0.882795E+03   0.173740E+06   0.174564E+06   0.173740E+06  -0.235294E-01   0.172767E+06   0.172569E+06   0.379705E+00
   0.229556E+00   0.170419E+06   0.166272E+06   0.128305E+01   0.116226E+01   0.822798E+03   0.168922E+06   0.169722E+06   0.168922E+06  -0.228768E-01   0.167974E+06   0.167790E+06   0.346433E+00
   0.234678E+00   0.166054E+06   0.162223E+06   0.119650E+01   0.108385E+01   0.769404E+03   0.164630E+06   0.165411E+06   0.164630E+06  -0.222957E-01   0.163705E+06   0.163535E+06   0.313733E+00
   0.239799E+00   0.161922E+06   0.158379E+06   0.111767E+01   0.101244E+01   0.720640E+03   0.160566E+06   0.161327E+06   0.160566E+06  -0.217452E-01   0.159662E+06   0.159504E+06   0.285393E+00
   0.244920E+00   0.157773E+06   0.154451E+06   0.104412E+01   0.945814E+00   0.674915E+03   0.156473E+06   0.157215E+06   0.156473E+06  -0.211909E-01   0.155592E+06   0.155442E+06   0.263674E+00
   0.250041E+00   0.153460E+06   0.150276E+06   0.974457E+00   0.882707E+00   0.631401E+03   0.152203E+06   0.152925E+06   0.152203E+06  -0.206127E-01   0.151346E+06   0.151202E+06   0.249041E+00
   0.255162E+00   0.148966E+06   0.145840E+06   0.908290E+00   0.822770E+00   0.589901E+03   0.147740E+06   0.148441E+06   0.147740E+06  -0.200082E-01   0.146909E+06   0.146767E+06   0.240380E+00
   0.260283E+00   0.144374E+06   0.141250E+06   0.845886E+00   0.766243E+00   0.550555E+03   0.143170E+06   0.143849E+06   0.143170E+06  -0.193893E-01   0.142365E+06   0.142223E+06   0.235561E+00
