#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.267970E-04   0.528210E+07   0.528210E+07   0.703667E+07   0.703645E+07   0.528793E+07   0.528212E+07   0.528210E+07   0.529152E+07  -0.598056E+00   0.522020E+07   0.522020E+07   0.323315E+02
   0.295888E-04   0.528209E+07   0.528209E+07   0.703531E+07   0.703505E+07   0.528788E+07   0.528212E+07   0.528209E+07   0.529151E+07  -0.598054E+00   0.522019E+07   0.522019E+07   0.356966E+02
   0.326714E-04   0.528208E+07   0.528208E+07   0.703366E+07   0.703334E+07   0.528783E+07   0.528211E+07   0.528208E+07   0.529150E+07  -0.598053E+00   0.522018E+07   0.522018E+07   0.394111E+02
   0.360752E-04   0.528207E+07   0.528206E+07   0.703165E+07   0.703126E+07   0.528776E+07   0.528209E+07   0.528207E+07   0.529149E+07  -0.598051E+00   0.522017E+07   0.522016E+07   0.435110E+02
   0.398336E-04   0.528205E+07   0.528205E+07   0.702920E+07   0.702872E+07   0.528768E+07   0.528208E+07   0.528205E+07   0.529147E+07  -0.598049E+00   0.522015E+07   0.522015E+07   0.480360E+02
   0.439836E-04   0.528203E+07   0.528203E+07   0.702621E+07   0.702562E+07   0.528758E+07   0.528206E+07   0.528203E+07   0.529144E+07  -0.598046E+00   0.522014E+07   0.522013E+07   0.530296E+02
   0.485659E-04   0.528201E+07   0.528201E+07   0.702257E+07   0.702185E+07   0.528746E+07   0.528204E+07   0.528201E+07   0.529142E+07  -0.598043E+00   0.522011E+07   0.522010E+07   0.585397E+02
   0.536256E-04   0.528198E+07   0.528198E+07   0.701813E+07   0.701726E+07   0.528731E+07   0.528201E+07   0.528198E+07   0.529138E+07  -0.598039E+00   0.522008E+07   0.522008E+07   0.646189E+02
   0.592125E-04   0.528195E+07   0.528194E+07   0.701272E+07   0.701166E+07   0.528712E+07   0.528197E+07   0.528195E+07   0.529134E+07  -0.598034E+00   0.522005E+07   0.522004E+07   0.713245E+02
   0.653814E-04   0.528191E+07   0.528190E+07   0.700613E+07   0.700484E+07   0.528690E+07   0.528193E+07   0.528191E+07   0.529129E+07  -0.598028E+00   0.522001E+07   0.522000E+07   0.787195E+02
   0.721930E-04   0.528186E+07   0.528185E+07   0.699810E+07   0.699653E+07   0.528663E+07   0.528188E+07   0.528186E+07   0.529123E+07  -0.598020E+00   0.521996E+07   0.521995E+07   0.868727E+02
   0.797142E-04   0.528180E+07   0.528179E+07   0.698833E+07   0.698642E+07   0.528631E+07   0.528182E+07   0.528180E+07   0.529115E+07  -0.598011E+00   0.521990E+07   0.521988E+07   0.958587E+02
   0.880190E-04   0.528172E+07   0.528171E+07   0.697644E+07   0.697410E+07   0.528590E+07   0.528174E+07   0.528172E+07   0.529106E+07  -0.598001E+00   0.521983E+07   0.521980E+07   0.105759E+03
   0.971891E-04   0.528163E+07   0.528162E+07   0.696196E+07   0.695911E+07   0.528542E+07   0.528165E+07   0.528163E+07   0.529095E+07  -0.597987E+00   0.521974E+07   0.521971E+07   0.116660E+03
   0.107314E-03   0.528152E+07   0.528150E+07   0.694434E+07   0.694088E+07   0.528482E+07   0.528154E+07   0.528152E+07   0.529081E+07  -0.597971E+00   0.521963E+07   0.521960E+07   0.128657E+03
   0.118495E-03   0.528139E+07   0.528137E+07   0.692293E+07   0.691872E+07   0.528409E+07   0.528140E+07   0.528138E+07   0.529064E+07  -0.597951E+00   0.521950E+07   0.521945E+07   0.141849E+03
   0.130840E-03   0.528123E+07   0.528120E+07   0.689690E+07   0.689178E+07   0.528321E+07   0.528123E+07   0.528122E+07   0.529044E+07  -0.597927E+00   0.521933E+07   0.521928E+07   0.156343E+03
   0.144471E-03   0.528103E+07   0.528099E+07   0.686529E+07   0.685907E+07   0.528213E+07   0.528103E+07   0.528102E+07   0.529019E+07  -0.597898E+00   0.521914E+07   0.521907E+07   0.172250E+03
   0.159522E-03   0.528078E+07   0.528074E+07   0.682695E+07   0.681939E+07   0.528082E+07   0.528078E+07   0.528078E+07   0.528989E+07  -0.597862E+00   0.521890E+07   0.521882E+07   0.189684E+03
   0.176142E-03   0.528049E+07   0.528044E+07   0.678047E+07   0.677130E+07   0.527922E+07   0.528047E+07   0.528048E+07   0.528953E+07  -0.597819E+00   0.521860E+07   0.521851E+07   0.208758E+03
   0.194493E-03   0.528013E+07   0.528007E+07   0.672421E+07   0.671311E+07   0.527727E+07   0.528010E+07   0.528012E+07   0.528908E+07  -0.597766E+00   0.521825E+07   0.521813E+07   0.229586E+03
   0.214755E-03   0.527969E+07   0.527962E+07   0.665623E+07   0.664279E+07   0.527490E+07   0.527965E+07   0.527968E+07   0.528854E+07  -0.597702E+00   0.521781E+07   0.521767E+07   0.252270E+03
   0.237129E-03   0.527916E+07   0.527907E+07   0.657424E+07   0.655799E+07   0.527201E+07   0.527911E+07   0.527914E+07   0.528788E+07  -0.597624E+00   0.521728E+07   0.521712E+07   0.276900E+03
   0.261834E-03   0.527851E+07   0.527840E+07   0.647558E+07   0.645598E+07   0.526849E+07   0.527844E+07   0.527849E+07   0.528708E+07  -0.597529E+00   0.521664E+07   0.521644E+07   0.303541E+03
   0.289112E-03   0.527772E+07   0.527758E+07   0.635721E+07   0.633363E+07   0.526422E+07   0.527763E+07   0.527770E+07   0.528611E+07  -0.597414E+00   0.521585E+07   0.521561E+07   0.332218E+03
   0.319233E-03   0.527676E+07   0.527660E+07   0.621571E+07   0.618742E+07   0.525902E+07   0.527665E+07   0.527673E+07   0.528494E+07  -0.597274E+00   0.521490E+07   0.521461E+07   0.362905E+03
   0.352491E-03   0.527560E+07   0.527540E+07   0.604730E+07   0.601348E+07   0.525270E+07   0.527545E+07   0.527556E+07   0.528352E+07  -0.597105E+00   0.521374E+07   0.521339E+07   0.395499E+03
   0.389215E-03   0.527418E+07   0.527395E+07   0.584793E+07   0.580767E+07   0.524503E+07   0.527400E+07   0.527414E+07   0.528180E+07  -0.596901E+00   0.521234E+07   0.521192E+07   0.429795E+03
   0.429764E-03   0.527247E+07   0.527219E+07   0.561347E+07   0.556578E+07   0.523572E+07   0.527225E+07   0.527242E+07   0.527973E+07  -0.596654E+00   0.521063E+07   0.521013E+07   0.465452E+03
   0.474538E-03   0.527039E+07   0.527006E+07   0.533998E+07   0.528385E+07   0.522445E+07   0.527012E+07   0.527034E+07   0.527723E+07  -0.596357E+00   0.520856E+07   0.520796E+07   0.501954E+03
   0.523976E-03   0.526789E+07   0.526748E+07   0.502414E+07   0.495859E+07   0.521081E+07   0.526755E+07   0.526782E+07   0.527423E+07  -0.596001E+00   0.520606E+07   0.520535E+07   0.538568E+03
   0.578566E-03   0.526486E+07   0.526438E+07   0.466390E+07   0.458804E+07   0.519432E+07   0.526444E+07   0.526478E+07   0.527064E+07  -0.595573E+00   0.520304E+07   0.520220E+07   0.574302E+03
   0.638842E-03   0.526121E+07   0.526065E+07   0.425930E+07   0.417250E+07   0.517439E+07   0.526070E+07   0.526112E+07   0.526636E+07  -0.595063E+00   0.519939E+07   0.519841E+07   0.607864E+03
   0.705398E-03   0.525683E+07   0.525616E+07   0.381352E+07   0.371553E+07   0.515048E+07   0.525621E+07   0.525672E+07   0.526126E+07  -0.594456E+00   0.519500E+07   0.519386E+07   0.637642E+03
   0.778888E-03   0.525157E+07   0.525080E+07   0.333407E+07   0.322522E+07   0.512179E+07   0.525083E+07   0.525144E+07   0.525524E+07  -0.593738E+00   0.518973E+07   0.518842E+07   0.661722E+03
   0.860035E-03   0.524530E+07   0.524441E+07   0.283383E+07   0.271521E+07   0.508751E+07   0.524440E+07   0.524515E+07   0.524814E+07  -0.592893E+00   0.518342E+07   0.518194E+07   0.677956E+03
   0.949635E-03   0.523783E+07   0.523682E+07   0.233171E+07   0.220535E+07   0.504669E+07   0.523676E+07   0.523766E+07   0.523982E+07  -0.591903E+00   0.517589E+07   0.517425E+07   0.684127E+03
   0.104857E-02   0.522898E+07   0.522785E+07   0.185220E+07   0.172105E+07   0.499834E+07   0.522770E+07   0.522879E+07   0.523012E+07  -0.590750E+00   0.516696E+07   0.516516E+07   0.678221E+03
   0.115781E-02   0.521855E+07   0.521729E+07   0.142314E+07   0.129092E+07   0.494140E+07   0.521702E+07   0.521834E+07   0.521887E+07  -0.589417E+00   0.515640E+07   0.515447E+07   0.658831E+03
   0.127844E-02   0.520630E+07   0.520494E+07   0.107093E+07   0.941736E+06   0.487477E+07   0.520450E+07   0.520607E+07   0.520588E+07  -0.587885E+00   0.514399E+07   0.514197E+07   0.625664E+03
   0.141163E-02   0.519201E+07   0.519055E+07   0.813404E+06   0.691001E+06   0.479774E+07   0.518990E+07   0.519177E+07   0.519093E+07  -0.586132E+00   0.512950E+07   0.512743E+07   0.580051E+03
   0.155869E-02   0.517543E+07   0.517390E+07   0.651629E+06   0.538757E+06   0.470963E+07   0.517297E+07   0.517517E+07   0.517379E+07  -0.584135E+00   0.511268E+07   0.511061E+07   0.525266E+03
   0.172108E-02   0.515629E+07   0.515471E+07   0.564605E+06   0.462664E+06   0.460992E+07   0.515344E+07   0.515603E+07   0.515415E+07  -0.581867E+00   0.509328E+07   0.509125E+07   0.466386E+03
   0.190039E-02   0.513433E+07   0.513270E+07   0.512589E+06   0.422142E+06   0.449852E+07   0.513104E+07   0.513405E+07   0.513169E+07  -0.579293E+00   0.507105E+07   0.506908E+07   0.409414E+03
   0.209838E-02   0.510923E+07   0.510755E+07   0.453242E+06   0.375348E+06   0.437582E+07   0.510548E+07   0.510895E+07   0.510605E+07  -0.576375E+00   0.504571E+07   0.504381E+07   0.359660E+03
   0.231699E-02   0.508069E+07   0.507893E+07   0.366457E+06   0.303753E+06   0.424277E+07   0.507643E+07   0.508040E+07   0.507689E+07  -0.573069E+00   0.501698E+07   0.501511E+07   0.319886E+03
   0.255838E-02   0.504837E+07   0.504649E+07   0.269713E+06   0.225338E+06   0.410084E+07   0.504357E+07   0.504805E+07   0.504391E+07  -0.569333E+00   0.498452E+07   0.498265E+07   0.289289E+03
   0.282492E-02   0.501191E+07   0.500986E+07   0.200797E+06   0.174669E+06   0.395187E+07   0.500654E+07   0.501157E+07   0.500680E+07  -0.565130E+00   0.494798E+07   0.494609E+07   0.264396E+03
   0.311923E-02   0.497097E+07   0.496869E+07   0.171910E+06   0.153383E+06   0.379769E+07   0.496503E+07   0.497058E+07   0.496525E+07  -0.560425E+00   0.490701E+07   0.490511E+07   0.241604E+03
   0.344419E-02   0.492519E+07   0.492264E+07   0.150306E+06   0.124634E+06   0.363976E+07   0.491867E+07   0.492476E+07   0.491886E+07  -0.555179E+00   0.486128E+07   0.485937E+07   0.219308E+03
   0.380302E-02   0.487422E+07   0.487138E+07   0.111116E+06   0.101156E+06   0.347887E+07   0.486713E+07   0.487374E+07   0.486728E+07  -0.549350E+00   0.481045E+07   0.480855E+07   0.197690E+03
   0.419923E-02   0.481771E+07   0.481453E+07   0.823422E+05   0.819957E+05   0.331511E+07   0.481006E+07   0.481718E+07   0.481017E+07  -0.542898E+00   0.475417E+07   0.475229E+07   0.177485E+03
   0.463671E-02   0.475533E+07   0.475172E+07   0.762970E+05   0.663707E+05   0.314833E+07   0.474711E+07   0.475472E+07   0.474721E+07  -0.535785E+00   0.469211E+07   0.469024E+07   0.159780E+03
   0.511978E-02   0.468672E+07   0.468258E+07   0.594406E+05   0.536416E+05   0.297856E+07   0.467793E+07   0.468602E+07   0.467801E+07  -0.527971E+00   0.462390E+07   0.462203E+07   0.144925E+03
   0.565317E-02   0.461170E+07   0.460694E+07   0.485001E+05   0.432824E+05   0.279489E+07   0.460230E+07   0.461090E+07   0.460236E+07  -0.519429E+00   0.454937E+07   0.454749E+07   0.131259E+03
   0.624213E-02   0.452961E+07   0.452410E+07   0.435985E+05   0.348596E+05   0.261237E+07   0.451961E+07   0.452869E+07   0.451966E+07  -0.510092E+00   0.446785E+07   0.446598E+07   0.118365E+03
   0.689245E-02   0.444024E+07   0.443384E+07   0.300824E+05   0.280200E+05   0.242458E+07   0.442962E+07   0.443917E+07   0.442966E+07  -0.499932E+00   0.437913E+07   0.437726E+07   0.107210E+03
   0.761052E-02   0.434325E+07   0.433578E+07   0.245979E+05   0.224732E+05   0.223288E+07   0.433200E+07   0.434199E+07   0.433203E+07  -0.488912E+00   0.428287E+07   0.428100E+07   0.973842E+02
   0.840340E-02   0.423826E+07   0.422952E+07   0.210269E+05   0.179812E+05   0.204428E+07   0.422640E+07   0.423679E+07   0.422643E+07  -0.476991E+00   0.417871E+07   0.417684E+07   0.884268E+02
   0.927889E-02   0.412495E+07   0.411472E+07   0.142231E+05   0.143492E+05   0.186274E+07   0.411252E+07   0.412323E+07   0.411254E+07  -0.464137E+00   0.406636E+07   0.406447E+07   0.805766E+02
   0.102456E-01   0.400303E+07   0.399105E+07   0.134207E+05   0.114173E+05   0.168520E+07   0.399004E+07   0.400102E+07   0.399006E+07  -0.450312E+00   0.394550E+07   0.394360E+07   0.735810E+02
   0.113130E-01   0.387217E+07   0.385815E+07   0.100800E+05   0.905492E+04   0.150995E+07   0.385863E+07   0.386981E+07   0.385865E+07  -0.435480E+00   0.381581E+07   0.381389E+07   0.674045E+02
   0.124916E-01   0.373207E+07   0.371568E+07   0.831113E+04   0.715524E+04   0.134202E+07   0.371800E+07   0.372932E+07   0.371801E+07  -0.419608E+00   0.367698E+07   0.367503E+07   0.619443E+02
   0.137930E-01   0.358249E+07   0.356342E+07   0.668753E+04   0.563112E+04   0.118395E+07   0.356794E+07   0.357929E+07   0.356795E+07  -0.402671E+00   0.352880E+07   0.352682E+07   0.571104E+02
   0.152300E-01   0.342332E+07   0.340121E+07   0.496738E+04   0.441141E+04   0.103451E+07   0.340831E+07   0.341961E+07   0.340832E+07  -0.384655E+00   0.337115E+07   0.336912E+07   0.528052E+02
   0.168167E-01   0.325836E+07   0.323289E+07   0.367209E+04   0.344218E+04   0.895403E+06   0.324291E+07   0.325408E+07   0.324291E+07  -0.365987E+00   0.320777E+07   0.320569E+07   0.489685E+02
   0.185687E-01   0.308118E+07   0.305207E+07   0.259787E+04   0.266834E+04   0.767156E+06   0.306535E+07   0.307629E+07   0.306535E+07  -0.345948E+00   0.303233E+07   0.303020E+07   0.454321E+02
   0.205033E-01   0.289558E+07   0.286267E+07   0.224652E+04   0.205556E+04   0.649729E+06   0.287944E+07   0.289005E+07   0.287944E+07  -0.324966E+00   0.284860E+07   0.284642E+07   0.421181E+02
   0.226393E-01   0.270007E+07   0.266334E+07   0.164358E+04   0.157116E+04   0.543633E+06   0.268371E+07   0.269390E+07   0.268371E+07  -0.302876E+00   0.265514E+07   0.265292E+07   0.389047E+02
   0.249980E-01   0.250160E+07   0.246128E+07   0.125933E+04   0.119316E+04   0.449778E+06   0.248514E+07   0.249483E+07   0.248514E+07  -0.280466E+00   0.245884E+07   0.245658E+07   0.357081E+02
   0.276023E-01   0.230247E+07   0.225912E+07   0.104752E+04   0.900121E+03   0.368087E+06   0.228606E+07   0.229519E+07   0.228606E+07  -0.257998E+00   0.226200E+07   0.225974E+07   0.324252E+02
   0.304780E-01   0.210354E+07   0.205809E+07   0.663754E+03   0.674038E+03   0.297664E+06   0.208739E+07   0.209591E+07   0.208739E+07  -0.235576E+00   0.206554E+07   0.206331E+07   0.289613E+02
   0.336533E-01   0.191015E+07   0.186399E+07   0.567466E+03   0.501709E+03   0.238325E+06   0.189451E+07   0.190240E+07   0.189451E+07  -0.213809E+00   0.187477E+07   0.187263E+07   0.252746E+02
   0.371593E-01   0.172923E+07   0.168418E+07   0.367105E+03   0.372348E+03   0.189420E+06   0.171440E+07   0.172167E+07   0.171441E+07  -0.193483E+00   0.169662E+07   0.169461E+07   0.213867E+02
   0.410307E-01   0.156524E+07   0.152338E+07   0.286072E+03   0.276369E+03   0.150005E+06   0.155154E+07   0.155821E+07   0.155154E+07  -0.175102E+00   0.153549E+07   0.153369E+07   0.173836E+02
   0.451338E-01   0.142654E+07   0.138967E+07   0.224909E+03   0.208177E+03   0.119797E+06   0.141419E+07   0.142035E+07   0.141419E+07  -0.159601E+00   0.139958E+07   0.139804E+07   0.135903E+02
   0.492368E-01   0.131837E+07   0.128734E+07   0.174714E+03   0.161715E+03   0.978818E+05   0.130740E+07   0.131316E+07   0.130740E+07  -0.147549E+00   0.129391E+07   0.129262E+07   0.103738E+02
   0.533399E-01   0.123124E+07   0.120608E+07   0.139100E+03   0.128749E+03   0.814289E+05   0.122159E+07   0.122702E+07   0.122159E+07  -0.137865E+00   0.120898E+07   0.120793E+07   0.779962E+01
   0.574430E-01   0.115800E+07   0.113799E+07   0.112862E+03   0.104463E+03   0.686913E+05   0.114950E+07   0.115464E+07   0.114950E+07  -0.129729E+00   0.113763E+07   0.113678E+07   0.587839E+01
   0.615460E-01   0.109321E+07   0.107715E+07   0.928526E+02   0.859421E+02   0.584818E+05   0.108562E+07   0.109051E+07   0.108562E+07  -0.122520E+00   0.107441E+07   0.107370E+07   0.456413E+01
   0.656491E-01   0.103204E+07   0.101851E+07   0.770607E+02   0.713252E+02   0.500765E+05   0.102513E+07   0.102977E+07   0.102513E+07  -0.115692E+00   0.101455E+07   0.101392E+07   0.376318E+01
   0.697522E-01   0.971456E+06   0.959036E+06   0.642550E+02   0.594725E+02   0.429218E+05   0.964980E+06   0.969370E+06   0.964981E+06  -0.108905E+00   0.955033E+06   0.954442E+06   0.335399E+01
   0.738552E-01   0.911941E+06   0.899467E+06   0.537917E+02   0.497879E+02   0.368533E+05   0.905710E+06   0.909847E+06   0.905710E+06  -0.102216E+00   0.896389E+06   0.895791E+06   0.320950E+01
   0.779583E-01   0.851697E+06   0.838391E+06   0.450714E+02   0.417168E+02   0.315922E+05   0.845588E+06   0.849463E+06   0.845588E+06  -0.954304E-01   0.836904E+06   0.836275E+06   0.320029E+01
   0.820614E-01   0.793604E+06   0.779130E+06   0.378832E+02   0.350637E+02   0.271162E+05   0.787554E+06   0.791174E+06   0.787554E+06  -0.888808E-01   0.779486E+06   0.778817E+06   0.322695E+01
   0.861644E-01   0.739307E+06   0.723749E+06   0.319930E+02   0.296119E+02   0.233438E+05   0.733314E+06   0.736695E+06   0.733315E+06  -0.827595E-01   0.725820E+06   0.725120E+06   0.321541E+01
   0.912856E-01   0.678954E+06   0.662647E+06   0.261623E+02   0.242152E+02   0.195110E+05   0.673105E+06   0.676216E+06   0.673105E+06  -0.759644E-01   0.666242E+06   0.665531E+06   0.308598E+01
   0.964067E-01   0.628671E+06   0.612590E+06   0.217129E+02   0.200969E+02   0.165147E+05   0.623083E+06   0.625971E+06   0.623083E+06  -0.703192E-01   0.616739E+06   0.616054E+06   0.281489E+01
   0.101528E+00   0.589061E+06   0.574179E+06   0.183450E+02   0.169797E+02   0.142056E+05   0.583851E+06   0.586563E+06   0.583851E+06  -0.658915E-01   0.577906E+06   0.577281E+06   0.243720E+01
   0.106649E+00   0.558619E+06   0.545629E+06   0.157719E+02   0.145980E+02   0.124137E+05   0.553860E+06   0.556438E+06   0.553860E+06  -0.625069E-01   0.548215E+06   0.547672E+06   0.201586E+01
   0.111770E+00   0.534376E+06   0.523535E+06   0.137438E+02   0.127208E+02   0.109796E+05   0.530084E+06   0.532556E+06   0.530084E+06  -0.598236E-01   0.524674E+06   0.524217E+06   0.161743E+01
   0.116891E+00   0.513102E+06   0.504218E+06   0.120721E+02   0.111734E+02   0.977691E+04   0.509232E+06   0.511610E+06   0.509233E+06  -0.574704E-01   0.504027E+06   0.503645E+06   0.129361E+01
   0.122012E+00   0.492246E+06   0.484791E+06   0.106336E+02   0.984205E+01   0.872146E+04   0.488709E+06   0.490994E+06   0.488709E+06  -0.551541E-01   0.483709E+06   0.483379E+06   0.107105E+01
   0.127134E+00   0.470295E+06   0.463586E+06   0.935881E+01   0.866210E+01   0.776602E+04   0.466982E+06   0.469168E+06   0.466982E+06  -0.527021E-01   0.462204E+06   0.461899E+06   0.949709E+00
   0.132255E+00   0.446827E+06   0.440221E+06   0.821562E+01   0.760402E+01   0.689150E+04   0.443638E+06   0.445717E+06   0.443638E+06  -0.500676E-01   0.439102E+06   0.438799E+06   0.908269E+00
   0.137376E+00   0.422332E+06   0.415374E+06   0.719476E+01   0.665918E+01   0.609611E+04   0.419197E+06   0.421164E+06   0.419197E+06  -0.473092E-01   0.414917E+06   0.414600E+06   0.913718E+00
   0.142497E+00   0.397886E+06   0.390390E+06   0.629707E+01   0.582833E+01   0.538563E+04   0.394774E+06   0.396628E+06   0.394774E+06  -0.445529E-01   0.390750E+06   0.390415E+06   0.931720E+00
   0.147618E+00   0.374847E+06   0.366892E+06   0.552552E+01   0.511422E+01   0.476710E+04   0.371764E+06   0.373511E+06   0.371764E+06  -0.419561E-01   0.367981E+06   0.367633E+06   0.935067E+00
   0.152739E+00   0.354483E+06   0.346343E+06   0.487924E+01   0.451605E+01   0.424388E+04   0.351463E+06   0.353116E+06   0.351463E+06  -0.396650E-01   0.347891E+06   0.347541E+06   0.908471E+00
   0.157860E+00   0.337493E+06   0.329529E+06   0.434836E+01   0.402469E+01   0.381078E+04   0.334581E+06   0.336156E+06   0.334581E+06  -0.377598E-01   0.331182E+06   0.330844E+06   0.849316E+00
   0.162982E+00   0.323757E+06   0.316303E+06   0.391375E+01   0.362243E+01   0.345418E+04   0.320994E+06   0.322505E+06   0.320994E+06  -0.362263E-01   0.317732E+06   0.317417E+06   0.765221E+00
   0.168103E+00   0.312565E+06   0.305843E+06   0.355272E+01   0.328826E+01   0.315626E+04   0.309976E+06   0.311436E+06   0.309976E+06  -0.349829E-01   0.306823E+06   0.306539E+06   0.669784E+00
   0.173224E+00   0.303015E+06   0.297090E+06   0.324469E+01   0.300315E+01   0.290041E+04   0.300603E+06   0.302020E+06   0.300603E+06  -0.339251E-01   0.297542E+06   0.297289E+06   0.577822E+00
   0.178345E+00   0.294186E+06   0.288973E+06   0.297281E+01   0.275150E+01   0.267280E+04   0.291933E+06   0.293310E+06   0.291933E+06  -0.329466E-01   0.288958E+06   0.288732E+06   0.501249E+00
   0.183466E+00   0.285230E+06   0.280533E+06   0.272426E+01   0.252145E+01   0.246275E+04   0.283106E+06   0.284442E+06   0.283106E+06  -0.319504E-01   0.280218E+06   0.280011E+06   0.446566E+00
   0.188587E+00   0.275603E+06   0.271181E+06   0.249146E+01   0.230598E+01   0.226397E+04   0.273569E+06   0.274860E+06   0.273569E+06  -0.308741E-01   0.270779E+06   0.270581E+06   0.414316E+00
   0.193708E+00   0.265246E+06   0.260875E+06   0.227253E+01   0.210335E+01   0.207513E+04   0.263268E+06   0.264512E+06   0.263268E+06  -0.297116E-01   0.260584E+06   0.260389E+06   0.400160E+00
   0.198830E+00   0.254495E+06   0.250023E+06   0.206912E+01   0.191509E+01   0.189811E+04   0.252551E+06   0.253744E+06   0.252551E+06  -0.285020E-01   0.249978E+06   0.249779E+06   0.396872E+00
   0.203951E+00   0.243827E+06   0.239196E+06   0.188358E+01   0.174337E+01   0.173545E+04   0.241906E+06   0.243049E+06   0.241906E+06  -0.273007E-01   0.239444E+06   0.239240E+06   0.396594E+00
   0.209072E+00   0.233710E+06   0.228952E+06   0.171763E+01   0.158977E+01   0.158910E+04   0.231815E+06   0.232911E+06   0.231815E+06  -0.261619E-01   0.229458E+06   0.229251E+06   0.392838E+00
   0.214193E+00   0.224542E+06   0.219754E+06   0.157200E+01   0.145498E+01   0.146010E+04   0.222684E+06   0.223738E+06   0.222684E+06  -0.251314E-01   0.220422E+06   0.220215E+06   0.381772E+00
   0.219314E+00   0.216556E+06   0.211866E+06   0.144603E+01   0.133839E+01   0.134808E+04   0.214753E+06   0.215769E+06   0.214753E+06  -0.242363E-01   0.212571E+06   0.212371E+06   0.362573E+00
   0.224435E+00   0.209750E+06   0.205276E+06   0.133747E+01   0.123791E+01   0.125123E+04   0.208014E+06   0.208999E+06   0.208014E+06  -0.234758E-01   0.205901E+06   0.205710E+06   0.336961E+00
   0.229556E+00   0.203904E+06   0.199724E+06   0.124302E+01   0.115049E+01   0.116673E+04   0.202245E+06   0.203203E+06   0.202245E+06  -0.228247E-01   0.200189E+06   0.200011E+06   0.308221E+00
   0.234678E+00   0.198689E+06   0.194827E+06   0.115917E+01   0.107287E+01   0.109141E+04   0.197107E+06   0.198041E+06   0.197107E+06  -0.222449E-01   0.195102E+06   0.194937E+06   0.280062E+00
   0.239799E+00   0.193751E+06   0.190180E+06   0.108279E+01   0.100218E+01   0.102254E+04   0.192241E+06   0.193151E+06   0.192241E+06  -0.216957E-01   0.190284E+06   0.190130E+06   0.255600E+00
   0.244920E+00   0.188790E+06   0.185442E+06   0.101153E+01   0.936228E+00   0.957983E+03   0.187341E+06   0.188228E+06   0.187341E+06  -0.211427E-01   0.185433E+06   0.185287E+06   0.236688E+00
   0.250041E+00   0.183631E+06   0.180421E+06   0.944041E+00   0.873760E+00   0.896477E+03   0.182229E+06   0.183092E+06   0.182229E+06  -0.205658E-01   0.180373E+06   0.180232E+06   0.223695E+00
   0.255162E+00   0.178252E+06   0.175101E+06   0.879940E+00   0.814432E+00   0.837768E+03   0.176885E+06   0.177723E+06   0.176885E+06  -0.199627E-01   0.175085E+06   0.174946E+06   0.215689E+00
   0.260283E+00   0.172754E+06   0.169604E+06   0.819485E+00   0.758479E+00   0.782146E+03   0.171413E+06   0.172225E+06   0.171413E+06  -0.193451E-01   0.169669E+06   0.169530E+06   0.210906E+00
