#           k/h    P           
    0.10591E-02    0.92223E+03
    0.10805E-02    0.93934E+03
    0.11023E-02    0.95674E+03
    0.11246E-02    0.97443E+03
    0.11473E-02    0.99243E+03
    0.11705E-02    0.10107E+04
    0.11941E-02    0.10293E+04
    0.12182E-02    0.10482E+04
    0.12429E-02    0.10675E+04
    0.12680E-02    0.10870E+04
    0.12936E-02    0.11069E+04
    0.13197E-02    0.11271E+04
    0.13464E-02    0.11476E+04
    0.13736E-02    0.11685E+04
    0.14013E-02    0.11897E+04
    0.14296E-02    0.12112E+04
    0.14585E-02    0.12331E+04
    0.14880E-02    0.12554E+04
    0.15180E-02    0.12779E+04
    0.15487E-02    0.13009E+04
    0.15800E-02    0.13242E+04
    0.16119E-02    0.13478E+04
    0.16445E-02    0.13719E+04
    0.16777E-02    0.13963E+04
    0.17116E-02    0.14210E+04
    0.17462E-02    0.14461E+04
    0.17814E-02    0.14717E+04
    0.18174E-02    0.14975E+04
    0.18541E-02    0.15238E+04
    0.18916E-02    0.15505E+04
    0.19298E-02    0.15775E+04
    0.19688E-02    0.16049E+04
    0.20086E-02    0.16327E+04
    0.20491E-02    0.16609E+04
    0.20905E-02    0.16895E+04
    0.21328E-02    0.17185E+04
    0.21758E-02    0.17479E+04
    0.22198E-02    0.17777E+04
    0.22646E-02    0.18078E+04
    0.23104E-02    0.18384E+04
    0.23571E-02    0.18694E+04
    0.24047E-02    0.19008E+04
    0.24533E-02    0.19325E+04
    0.25028E-02    0.19647E+04
    0.25534E-02    0.19972E+04
    0.26050E-02    0.20302E+04
    0.26576E-02    0.20635E+04
    0.27113E-02    0.20973E+04
    0.27660E-02    0.21314E+04
    0.28219E-02    0.21659E+04
    0.28789E-02    0.22009E+04
    0.29371E-02    0.22362E+04
    0.29964E-02    0.22718E+04
    0.30569E-02    0.23079E+04
    0.31187E-02    0.23443E+04
    0.31817E-02    0.23811E+04
    0.32460E-02    0.24183E+04
    0.33115E-02    0.24559E+04
    0.33784E-02    0.24937E+04
    0.34467E-02    0.25320E+04
    0.35163E-02    0.25706E+04
    0.35874E-02    0.26095E+04
    0.36598E-02    0.26488E+04
    0.37338E-02    0.26883E+04
    0.38092E-02    0.27282E+04
    0.38861E-02    0.27684E+04
    0.39646E-02    0.28089E+04
    0.40447E-02    0.28497E+04
    0.41264E-02    0.28908E+04
    0.42098E-02    0.29321E+04
    0.42948E-02    0.29737E+04
    0.43816E-02    0.30156E+04
    0.44701E-02    0.30577E+04
    0.45604E-02    0.30999E+04
    0.46525E-02    0.31424E+04
    0.47465E-02    0.31851E+04
    0.48424E-02    0.32280E+04
    0.49402E-02    0.32710E+04
    0.50400E-02    0.33141E+04
    0.51419E-02    0.33575E+04
    0.52457E-02    0.34009E+04
    0.53517E-02    0.34444E+04
    0.54598E-02    0.34880E+04
    0.55701E-02    0.35316E+04
    0.56826E-02    0.35753E+04
    0.57974E-02    0.36189E+04
    0.59145E-02    0.36626E+04
    0.60340E-02    0.37061E+04
    0.61559E-02    0.37496E+04
    0.62803E-02    0.37930E+04
    0.64072E-02    0.38363E+04
    0.65366E-02    0.38795E+04
    0.66686E-02    0.39224E+04
    0.68033E-02    0.39652E+04
    0.69408E-02    0.40077E+04
    0.70810E-02    0.40500E+04
    0.72240E-02    0.40920E+04
    0.73700E-02    0.41336E+04
    0.75189E-02    0.41749E+04
    0.76708E-02    0.42157E+04
    0.78257E-02    0.42562E+04
    0.79838E-02    0.42961E+04
    0.81451E-02    0.43356E+04
    0.83096E-02    0.43745E+04
    0.84775E-02    0.44128E+04
    0.86488E-02    0.44505E+04
    0.88235E-02    0.44875E+04
    0.90017E-02    0.45238E+04
    0.91836E-02    0.45594E+04
    0.93691E-02    0.45941E+04
    0.95583E-02    0.46280E+04
    0.97514E-02    0.46610E+04
    0.99484E-02    0.46931E+04
    0.10149E-01    0.47242E+04
    0.10354E-01    0.47542E+04
    0.10564E-01    0.47832E+04
    0.10777E-01    0.48110E+04
    0.10995E-01    0.48376E+04
    0.11217E-01    0.48629E+04
    0.11443E-01    0.48870E+04
    0.11675E-01    0.49097E+04
    0.11910E-01    0.49309E+04
    0.12151E-01    0.49508E+04
    0.12397E-01    0.49691E+04
    0.12647E-01    0.49860E+04
    0.12902E-01    0.50013E+04
    0.13163E-01    0.50148E+04
    0.13429E-01    0.50265E+04
    0.13700E-01    0.50363E+04
    0.13977E-01    0.50439E+04
    0.14259E-01    0.50496E+04
    0.14547E-01    0.50535E+04
    0.14841E-01    0.50558E+04
    0.15141E-01    0.50567E+04
    0.15447E-01    0.50564E+04
    0.15759E-01    0.50547E+04
    0.16077E-01    0.50512E+04
    0.16402E-01    0.50454E+04
    0.16734E-01    0.50369E+04
    0.17072E-01    0.50253E+04
    0.17416E-01    0.50107E+04
    0.17768E-01    0.49934E+04
    0.18127E-01    0.49735E+04
    0.18493E-01    0.49513E+04
    0.18867E-01    0.49271E+04
    0.19248E-01    0.49007E+04
    0.19637E-01    0.48718E+04
    0.20034E-01    0.48403E+04
    0.20438E-01    0.48057E+04
    0.20851E-01    0.47680E+04
    0.21272E-01    0.47274E+04
    0.21702E-01    0.46841E+04
    0.22141E-01    0.46385E+04
    0.22588E-01    0.45909E+04
    0.23044E-01    0.45415E+04
    0.23510E-01    0.44905E+04
    0.23985E-01    0.44379E+04
    0.24469E-01    0.43837E+04
    0.24964E-01    0.43278E+04
    0.25468E-01    0.42705E+04
    0.25982E-01    0.42115E+04
    0.26507E-01    0.41511E+04
    0.27043E-01    0.40890E+04
    0.27589E-01    0.40253E+04
    0.28146E-01    0.39602E+04
    0.28715E-01    0.38936E+04
    0.29295E-01    0.38259E+04
    0.29887E-01    0.37573E+04
    0.30490E-01    0.36879E+04
    0.31106E-01    0.36179E+04
    0.31735E-01    0.35476E+04
    0.32376E-01    0.34773E+04
    0.33030E-01    0.34072E+04
    0.33697E-01    0.33376E+04
    0.34378E-01    0.32686E+04
    0.35072E-01    0.32005E+04
    0.35781E-01    0.31334E+04
    0.36504E-01    0.30674E+04
    0.37241E-01    0.30027E+04
    0.37993E-01    0.29395E+04
    0.38761E-01    0.28777E+04
    0.39544E-01    0.28175E+04
    0.40343E-01    0.27590E+04
    0.41158E-01    0.27023E+04
    0.41989E-01    0.26475E+04
    0.42838E-01    0.25947E+04
    0.43703E-01    0.25441E+04
    0.44586E-01    0.24960E+04
    0.45486E-01    0.24504E+04
    0.46405E-01    0.24074E+04
    0.47343E-01    0.23667E+04
    0.48299E-01    0.23281E+04
    0.49275E-01    0.22915E+04
    0.50270E-01    0.22565E+04
    0.51286E-01    0.22232E+04
    0.52322E-01    0.21912E+04
    0.53379E-01    0.21604E+04
    0.54457E-01    0.21307E+04
    0.55557E-01    0.21019E+04
    0.56680E-01    0.20736E+04
    0.57825E-01    0.20458E+04
    0.58993E-01    0.20181E+04
    0.60184E-01    0.19902E+04
    0.61400E-01    0.19618E+04
    0.62641E-01    0.19325E+04
    0.63906E-01    0.19019E+04
    0.65197E-01    0.18695E+04
    0.66514E-01    0.18348E+04
    0.67858E-01    0.17980E+04
    0.69229E-01    0.17596E+04
    0.70627E-01    0.17198E+04
    0.72054E-01    0.16783E+04
    0.73510E-01    0.16344E+04
    0.74994E-01    0.15875E+04
    0.76509E-01    0.15382E+04
    0.78055E-01    0.14874E+04
    0.79632E-01    0.14360E+04
    0.81241E-01    0.13843E+04
    0.82882E-01    0.13326E+04
    0.84556E-01    0.12814E+04
    0.86264E-01    0.12312E+04
    0.88007E-01    0.11825E+04
    0.89785E-01    0.11358E+04
    0.91598E-01    0.10916E+04
    0.93449E-01    0.10502E+04
    0.95337E-01    0.10121E+04
    0.97263E-01    0.97752E+03
    0.99227E-01    0.94663E+03
    0.10123E+00    0.91937E+03
    0.10328E+00    0.89563E+03
    0.10536E+00    0.87503E+03
    0.10749E+00    0.85713E+03
    0.10966E+00    0.84138E+03
    0.11188E+00    0.82707E+03
    0.11414E+00    0.81354E+03
    0.11644E+00    0.80009E+03
    0.11880E+00    0.78604E+03
    0.12120E+00    0.77080E+03
    0.12365E+00    0.75388E+03
    0.12614E+00    0.73493E+03
    0.12869E+00    0.71378E+03
    0.13129E+00    0.69045E+03
    0.13394E+00    0.66516E+03
    0.13665E+00    0.63831E+03
    0.13941E+00    0.61045E+03
    0.14223E+00    0.58229E+03
    0.14510E+00    0.55458E+03
    0.14803E+00    0.52816E+03
    0.15102E+00    0.50376E+03
    0.15407E+00    0.48194E+03
    0.15718E+00    0.46302E+03
    0.16036E+00    0.44699E+03
    0.16360E+00    0.43359E+03
    0.16690E+00    0.42237E+03
    0.17028E+00    0.41278E+03
    0.17371E+00    0.40416E+03
    0.17722E+00    0.39584E+03
    0.18080E+00    0.38703E+03
    0.18446E+00    0.37709E+03
    0.18818E+00    0.36558E+03
    0.19198E+00    0.35245E+03
    0.19586E+00    0.33800E+03
    0.19982E+00    0.32278E+03
    0.20386E+00    0.30740E+03
    0.20797E+00    0.29252E+03
    0.21218E+00    0.27873E+03
    0.21646E+00    0.26650E+03
    0.22083E+00    0.25606E+03
    0.22530E+00    0.24734E+03
    0.22985E+00    0.23999E+03
    0.23449E+00    0.23350E+03
    0.23923E+00    0.22727E+03
    0.24406E+00    0.22074E+03
    0.24899E+00    0.21351E+03
    0.25402E+00    0.20546E+03
    0.25915E+00    0.19678E+03
    0.26439E+00    0.18784E+03
    0.26973E+00    0.17908E+03
    0.27518E+00    0.17094E+03
    0.28074E+00    0.16372E+03
    0.28641E+00    0.15749E+03
    0.29219E+00    0.15205E+03
    0.29810E+00    0.14710E+03
    0.30412E+00    0.14227E+03
    0.31026E+00    0.13726E+03
    0.31653E+00    0.13191E+03
    0.32292E+00    0.12632E+03
    0.32945E+00    0.12072E+03
    0.33610E+00    0.11538E+03
    0.34289E+00    0.11048E+03
    0.34982E+00    0.10608E+03
    0.35689E+00    0.10210E+03
    0.36409E+00    0.98354E+02
    0.37145E+00    0.94649E+02
    0.37895E+00    0.90872E+02
    0.38661E+00    0.87039E+02
    0.39442E+00    0.83273E+02
    0.40239E+00    0.79695E+02
    0.41052E+00    0.76375E+02
    0.41881E+00    0.73309E+02
    0.42727E+00    0.70410E+02
    0.43590E+00    0.67586E+02
    0.44471E+00    0.64789E+02
    0.45369E+00    0.62029E+02
    0.46286E+00    0.59369E+02
    0.47221E+00    0.56853E+02
    0.48174E+00    0.54484E+02
    0.49148E+00    0.52235E+02
    0.50141E+00    0.50059E+02
    0.51153E+00    0.47936E+02
    0.52187E+00    0.45881E+02
    0.53241E+00    0.43911E+02
    0.54317E+00    0.42040E+02
    0.55414E+00    0.40258E+02
    0.56533E+00    0.38543E+02
    0.57675E+00    0.36885E+02
    0.58840E+00    0.35290E+02
    0.60029E+00    0.33764E+02
    0.61242E+00    0.32304E+02
    0.62479E+00    0.30907E+02
    0.63741E+00    0.29568E+02
    0.65029E+00    0.28283E+02
    0.66342E+00    0.27051E+02
    0.67683E+00    0.25869E+02
    0.69050E+00    0.24736E+02
    0.70445E+00    0.23649E+02
    0.71868E+00    0.22608E+02
    0.73320E+00    0.21611E+02
    0.74801E+00    0.20655E+02
    0.76312E+00    0.19739E+02
    0.77854E+00    0.18863E+02
    0.79426E+00    0.18023E+02
    0.81031E+00    0.17219E+02
    0.82668E+00    0.16449E+02
    0.84338E+00    0.15713E+02
    0.86041E+00    0.15008E+02
    0.87780E+00    0.14333E+02
    0.89553E+00    0.13688E+02
    0.91362E+00    0.13071E+02
    0.93208E+00    0.12480E+02
    0.95091E+00    0.11915E+02
    0.97011E+00    0.11375E+02
    0.98971E+00    0.10859E+02
    0.10097E+01    0.10365E+02
    0.10301E+01    0.98929E+01
    0.10509E+01    0.94416E+01
    0.10721E+01    0.90101E+01
    0.10938E+01    0.85977E+01
    0.11159E+01    0.82036E+01
    0.11384E+01    0.78269E+01
    0.11614E+01    0.74670E+01
    0.11849E+01    0.71231E+01
    0.12088E+01    0.67945E+01
    0.12333E+01    0.64806E+01
    0.12582E+01    0.61808E+01
    0.12836E+01    0.58944E+01
    0.13095E+01    0.56208E+01
    0.13360E+01    0.53596E+01
    0.13630E+01    0.51101E+01
    0.13905E+01    0.48719E+01
    0.14186E+01    0.46444E+01
    0.14472E+01    0.44272E+01
    0.14765E+01    0.42199E+01
    0.15063E+01    0.40219E+01
    0.15367E+01    0.38329E+01
    0.15678E+01    0.36526E+01
    0.15994E+01    0.34804E+01
    0.16318E+01    0.33162E+01
    0.16647E+01    0.31594E+01
    0.16984E+01    0.30098E+01
    0.17327E+01    0.28670E+01
    0.17677E+01    0.27308E+01
    0.18034E+01    0.26009E+01
    0.18398E+01    0.24770E+01
    0.18770E+01    0.23589E+01
    0.19149E+01    0.22463E+01
    0.19536E+01    0.21389E+01
    0.19930E+01    0.20366E+01
    0.20333E+01    0.19391E+01
    0.20744E+01    0.18462E+01
    0.21163E+01    0.17576E+01
    0.21590E+01    0.16733E+01
    0.22026E+01    0.15930E+01
    0.22471E+01    0.15165E+01
    0.22925E+01    0.14437E+01
    0.23388E+01    0.13743E+01
    0.23861E+01    0.13083E+01
