#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.971891E-04   0.264240E+07   0.264240E+07   0.350313E+07   0.350282E+07   0.265081E+07   0.264244E+07   0.264240E+07   0.265180E+07  -0.600290E+00   0.263612E+07   0.263612E+07   0.446395E+02
   0.107314E-03   0.264235E+07   0.264235E+07   0.349868E+07   0.349830E+07   0.265045E+07   0.264239E+07   0.264235E+07   0.265174E+07  -0.600276E+00   0.263608E+07   0.263607E+07   0.492508E+02
   0.118495E-03   0.264230E+07   0.264230E+07   0.349327E+07   0.349281E+07   0.265001E+07   0.264233E+07   0.264230E+07   0.265167E+07  -0.600259E+00   0.263603E+07   0.263601E+07   0.543290E+02
   0.130840E-03   0.264223E+07   0.264223E+07   0.348668E+07   0.348612E+07   0.264947E+07   0.264227E+07   0.264223E+07   0.265158E+07  -0.600239E+00   0.263596E+07   0.263594E+07   0.599180E+02
   0.144471E-03   0.264215E+07   0.264215E+07   0.347867E+07   0.347798E+07   0.264881E+07   0.264218E+07   0.264215E+07   0.265147E+07  -0.600213E+00   0.263588E+07   0.263586E+07   0.660648E+02
   0.159522E-03   0.264205E+07   0.264205E+07   0.346891E+07   0.346808E+07   0.264801E+07   0.264208E+07   0.264205E+07   0.265135E+07  -0.600183E+00   0.263578E+07   0.263576E+07   0.728190E+02
   0.176142E-03   0.264193E+07   0.264192E+07   0.345706E+07   0.345605E+07   0.264704E+07   0.264195E+07   0.264193E+07   0.265119E+07  -0.600145E+00   0.263566E+07   0.263563E+07   0.802328E+02
   0.194493E-03   0.264178E+07   0.264178E+07   0.344266E+07   0.344143E+07   0.264586E+07   0.264180E+07   0.264178E+07   0.265100E+07  -0.600100E+00   0.263551E+07   0.263548E+07   0.883598E+02
   0.214755E-03   0.264161E+07   0.264160E+07   0.342518E+07   0.342369E+07   0.264441E+07   0.264162E+07   0.264160E+07   0.265077E+07  -0.600045E+00   0.263533E+07   0.263529E+07   0.972540E+02
   0.237129E-03   0.264139E+07   0.264138E+07   0.340397E+07   0.340217E+07   0.264266E+07   0.264139E+07   0.264139E+07   0.265048E+07  -0.599977E+00   0.263511E+07   0.263507E+07   0.106969E+03
   0.261834E-03   0.264112E+07   0.264111E+07   0.337828E+07   0.337611E+07   0.264052E+07   0.264112E+07   0.264112E+07   0.265014E+07  -0.599895E+00   0.263485E+07   0.263479E+07   0.117553E+03
   0.289112E-03   0.264080E+07   0.264078E+07   0.334721E+07   0.334458E+07   0.263792E+07   0.264078E+07   0.264080E+07   0.264972E+07  -0.599795E+00   0.263452E+07   0.263446E+07   0.129051E+03
   0.319233E-03   0.264041E+07   0.264038E+07   0.330968E+07   0.330652E+07   0.263475E+07   0.264038E+07   0.264040E+07   0.264922E+07  -0.599674E+00   0.263413E+07   0.263405E+07   0.141494E+03
   0.352491E-03   0.263993E+07   0.263990E+07   0.326446E+07   0.326065E+07   0.263090E+07   0.263988E+07   0.263992E+07   0.264860E+07  -0.599527E+00   0.263365E+07   0.263355E+07   0.154897E+03
   0.389215E-03   0.263935E+07   0.263931E+07   0.321011E+07   0.320554E+07   0.262623E+07   0.263928E+07   0.263934E+07   0.264785E+07  -0.599348E+00   0.263306E+07   0.263295E+07   0.169251E+03
   0.429764E-03   0.263864E+07   0.263860E+07   0.314498E+07   0.313953E+07   0.262056E+07   0.263855E+07   0.263863E+07   0.264694E+07  -0.599132E+00   0.263236E+07   0.263221E+07   0.184511E+03
   0.474538E-03   0.263778E+07   0.263773E+07   0.306725E+07   0.306078E+07   0.261367E+07   0.263766E+07   0.263777E+07   0.264585E+07  -0.598870E+00   0.263149E+07   0.263132E+07   0.200586E+03
   0.523976E-03   0.263674E+07   0.263668E+07   0.297491E+07   0.296727E+07   0.260534E+07   0.263658E+07   0.263673E+07   0.264452E+07  -0.598553E+00   0.263045E+07   0.263024E+07   0.217321E+03
   0.578566E-03   0.263548E+07   0.263541E+07   0.286587E+07   0.285690E+07   0.259526E+07   0.263527E+07   0.263547E+07   0.264292E+07  -0.598170E+00   0.262917E+07   0.262893E+07   0.234480E+03
   0.638842E-03   0.263395E+07   0.263386E+07   0.273801E+07   0.272758E+07   0.258304E+07   0.263369E+07   0.263393E+07   0.264100E+07  -0.597709E+00   0.262763E+07   0.262734E+07   0.251723E+03
   0.705398E-03   0.263210E+07   0.263200E+07   0.258942E+07   0.257741E+07   0.256836E+07   0.263178E+07   0.263208E+07   0.263869E+07  -0.597156E+00   0.262577E+07   0.262543E+07   0.268585E+03
   0.778888E-03   0.262987E+07   0.262975E+07   0.241860E+07   0.240495E+07   0.255073E+07   0.262947E+07   0.262985E+07   0.263592E+07  -0.596493E+00   0.262352E+07   0.262312E+07   0.284456E+03
   0.860035E-03   0.262718E+07   0.262704E+07   0.222488E+07   0.220960E+07   0.252960E+07   0.262669E+07   0.262716E+07   0.263262E+07  -0.595701E+00   0.262080E+07   0.262033E+07   0.298565E+03
   0.949635E-03   0.262395E+07   0.262378E+07   0.200887E+07   0.199209E+07   0.250438E+07   0.262335E+07   0.262392E+07   0.262871E+07  -0.594761E+00   0.261752E+07   0.261699E+07   0.309983E+03
   0.104857E-02   0.262008E+07   0.261988E+07   0.177303E+07   0.175503E+07   0.247440E+07   0.261935E+07   0.262005E+07   0.262408E+07  -0.593648E+00   0.261359E+07   0.261300E+07   0.317649E+03
   0.115781E-02   0.261546E+07   0.261522E+07   0.152233E+07   0.150354E+07   0.243898E+07   0.261458E+07   0.261542E+07   0.261863E+07  -0.592340E+00   0.260889E+07   0.260822E+07   0.320441E+03
   0.127844E-02   0.260997E+07   0.260968E+07   0.126469E+07   0.124571E+07   0.239731E+07   0.260891E+07   0.260992E+07   0.261227E+07  -0.590810E+00   0.260329E+07   0.260256E+07   0.317305E+03
   0.141163E-02   0.260347E+07   0.260313E+07   0.101121E+07   0.992714E+06   0.234879E+07   0.260220E+07   0.260341E+07   0.260489E+07  -0.589036E+00   0.259664E+07   0.259585E+07   0.307457E+03
   0.155869E-02   0.259581E+07   0.259541E+07   0.775642E+06   0.758244E+06   0.229297E+07   0.259430E+07   0.259574E+07   0.259636E+07  -0.586991E+00   0.258878E+07   0.258797E+07   0.290654E+03
   0.172108E-02   0.258684E+07   0.258638E+07   0.572722E+06   0.556767E+06   0.222939E+07   0.258506E+07   0.258676E+07   0.258658E+07  -0.584652E+00   0.257957E+07   0.257874E+07   0.267505E+03
   0.190039E-02   0.257640E+07   0.257587E+07   0.415224E+06   0.400501E+06   0.215792E+07   0.257432E+07   0.257631E+07   0.257542E+07  -0.581997E+00   0.256883E+07   0.256801E+07   0.239717E+03
   0.209838E-02   0.256434E+07   0.256371E+07   0.309766E+06   0.295341E+06   0.207883E+07   0.256193E+07   0.256423E+07   0.256274E+07  -0.579002E+00   0.255640E+07   0.255560E+07   0.210135E+03
   0.231699E-02   0.255049E+07   0.254975E+07   0.252667E+06   0.237028E+06   0.199289E+07   0.254771E+07   0.255036E+07   0.254837E+07  -0.575639E+00   0.254213E+07   0.254137E+07   0.182346E+03
   0.255838E-02   0.253468E+07   0.253381E+07   0.228298E+06   0.210061E+06   0.190139E+07   0.253153E+07   0.253454E+07   0.253212E+07  -0.571874E+00   0.252588E+07   0.252515E+07   0.159727E+03
   0.282492E-02   0.251677E+07   0.251573E+07   0.213080E+06   0.192238E+06   0.180612E+07   0.251321E+07   0.251659E+07   0.251377E+07  -0.567663E+00   0.250752E+07   0.250679E+07   0.144051E+03
   0.311923E-02   0.249657E+07   0.249533E+07   0.186442E+06   0.165473E+06   0.170919E+07   0.249262E+07   0.249636E+07   0.249310E+07  -0.562956E+00   0.248690E+07   0.248614E+07   0.134320E+03
   0.344419E-02   0.247392E+07   0.247243E+07   0.144173E+06   0.127577E+06   0.161263E+07   0.246958E+07   0.247367E+07   0.246995E+07  -0.557704E+00   0.246387E+07   0.246308E+07   0.126943E+03
   0.380302E-02   0.244864E+07   0.244685E+07   0.102170E+06   0.934240E+05   0.151805E+07   0.244391E+07   0.244834E+07   0.244418E+07  -0.551861E+00   0.243825E+07   0.243745E+07   0.118063E+03
   0.419923E-02   0.242055E+07   0.241840E+07   0.800600E+05   0.778342E+05   0.142625E+07   0.241546E+07   0.242019E+07   0.241567E+07  -0.545394E+00   0.240988E+07   0.240907E+07   0.106904E+03
   0.463671E-02   0.238947E+07   0.238690E+07   0.756402E+05   0.676429E+05   0.133714E+07   0.238404E+07   0.238904E+07   0.238423E+07  -0.538269E+00   0.237854E+07   0.237774E+07   0.965946E+02
   0.511978E-02   0.235525E+07   0.235216E+07   0.662284E+05   0.546814E+05   0.125012E+07   0.234948E+07   0.235473E+07   0.234965E+07  -0.530444E+00   0.234410E+07   0.234327E+07   0.899829E+02
   0.565317E-02   0.231781E+07   0.231410E+07   0.466336E+05   0.441311E+05   0.116105E+07   0.231168E+07   0.231718E+07   0.231181E+07  -0.521891E+00   0.230647E+07   0.230561E+07   0.851981E+02
   0.624213E-02   0.227680E+07   0.227235E+07   0.376119E+05   0.355495E+05   0.107191E+07   0.227032E+07   0.227605E+07   0.227042E+07  -0.512535E+00   0.226529E+07   0.226440E+07   0.792213E+02
   0.689245E-02   0.223213E+07   0.222679E+07   0.358521E+05   0.285786E+05   0.982204E+06   0.222529E+07   0.223123E+07   0.222538E+07  -0.502357E+00   0.222046E+07   0.221955E+07   0.739183E+02
   0.761052E-02   0.218363E+07   0.217725E+07   0.255958E+05   0.229246E+05   0.891066E+06   0.217642E+07   0.218256E+07   0.217648E+07  -0.491313E+00   0.217181E+07   0.217084E+07   0.706286E+02
   0.840340E-02   0.213112E+07   0.212348E+07   0.218603E+05   0.183447E+05   0.801665E+06   0.212352E+07   0.212984E+07   0.212358E+07  -0.479362E+00   0.211915E+07   0.211813E+07   0.670541E+02
   0.927889E-02   0.207443E+07   0.206532E+07   0.174967E+05   0.146410E+05   0.717660E+06   0.206645E+07   0.207290E+07   0.206650E+07  -0.466473E+00   0.206231E+07   0.206123E+07   0.643384E+02
   0.102456E-01   0.201340E+07   0.200257E+07   0.145107E+05   0.116509E+05   0.640464E+06   0.200506E+07   0.201158E+07   0.200510E+07  -0.452609E+00   0.200116E+07   0.200001E+07   0.621131E+02
   0.113130E-01   0.194790E+07   0.193505E+07   0.107948E+05   0.924121E+04   0.566000E+06   0.193918E+07   0.194574E+07   0.193920E+07  -0.437731E+00   0.193552E+07   0.193429E+07   0.603371E+02
   0.124916E-01   0.187775E+07   0.186259E+07   0.978679E+04   0.730310E+04   0.493696E+06   0.186864E+07   0.187521E+07   0.186866E+07  -0.421805E+00   0.186524E+07   0.186391E+07   0.588486E+02
   0.137930E-01   0.180286E+07   0.178505E+07   0.653378E+04   0.574807E+04   0.428146E+06   0.179335E+07   0.179987E+07   0.179336E+07  -0.404806E+00   0.179020E+07   0.178876E+07   0.577513E+02
   0.152300E-01   0.172315E+07   0.170236E+07   0.556131E+04   0.450344E+04   0.368719E+06   0.171324E+07   0.171966E+07   0.171325E+07  -0.386721E+00   0.171034E+07   0.170879E+07   0.567326E+02
   0.168167E-01   0.164055E+07   0.161645E+07   0.446939E+04   0.351426E+04   0.313935E+06   0.163021E+07   0.163650E+07   0.163022E+07  -0.367977E+00   0.162757E+07   0.162588E+07   0.558132E+02
   0.185687E-01   0.155180E+07   0.152413E+07   0.350140E+04   0.272440E+04   0.264529E+06   0.154105E+07   0.154715E+07   0.154106E+07  -0.347851E+00   0.153866E+07   0.153683E+07   0.548021E+02
   0.205033E-01   0.145882E+07   0.142741E+07   0.298075E+04   0.209888E+04   0.220644E+06   0.144768E+07   0.145355E+07   0.144769E+07  -0.326774E+00   0.144554E+07   0.144357E+07   0.535530E+02
   0.226393E-01   0.136085E+07   0.132568E+07   0.206805E+04   0.160437E+04   0.181766E+06   0.134936E+07   0.135494E+07   0.134937E+07  -0.304580E+00   0.134746E+07   0.134535E+07   0.519165E+02
   0.249980E-01   0.126136E+07   0.122265E+07   0.146471E+04   0.121843E+04   0.148074E+06   0.124959E+07   0.125486E+07   0.124960E+07  -0.282059E+00   0.124793E+07   0.124569E+07   0.497067E+02
   0.276023E-01   0.116149E+07   0.111976E+07   0.113512E+04   0.919223E+03   0.119511E+06   0.114956E+07   0.115448E+07   0.114956E+07  -0.259478E+00   0.114811E+07   0.114578E+07   0.467655E+02
   0.304780E-01   0.106163E+07   0.101780E+07   0.814464E+03   0.688367E+03   0.953201E+05   0.104971E+07   0.105427E+07   0.104971E+07  -0.236939E+00   0.104845E+07   0.104610E+07   0.429688E+02
   0.336533E-01   0.964437E+06   0.919864E+06   0.668200E+03   0.512394E+03   0.751988E+05   0.952759E+06   0.956953E+06   0.952760E+06  -0.215056E+00   0.951677E+06   0.949360E+06   0.382575E+02
   0.371593E-01   0.873374E+06   0.829808E+06   0.477897E+03   0.380297E+03   0.590350E+05   0.862221E+06   0.866059E+06   0.862222E+06  -0.194620E+00   0.861278E+06   0.859091E+06   0.326999E+02
   0.410307E-01   0.790658E+06   0.750124E+06   0.360403E+03   0.282289E+03   0.461401E+05   0.780344E+06   0.783853E+06   0.780344E+06  -0.176138E+00   0.779504E+06   0.777546E+06   0.265104E+02
   0.451338E-01   0.720513E+06   0.684779E+06   0.255145E+03   0.212658E+03   0.364233E+05   0.711288E+06   0.714513E+06   0.711288E+06  -0.160551E+00   0.710513E+06   0.708861E+06   0.203384E+02
   0.492368E-01   0.665650E+06   0.635558E+06   0.198231E+03   0.165215E+03   0.294497E+05   0.657595E+06   0.660597E+06   0.657596E+06  -0.148431E+00   0.656856E+06   0.655531E+06   0.149480E+02
   0.533399E-01   0.621371E+06   0.596947E+06   0.157845E+03   0.131551E+03   0.242724E+05   0.614449E+06   0.617270E+06   0.614450E+06  -0.138692E+00   0.613730E+06   0.612712E+06   0.105960E+02
   0.574430E-01   0.584128E+06   0.564701E+06   0.128088E+03   0.106747E+03   0.202981E+05   0.578199E+06   0.580866E+06   0.578200E+06  -0.130510E+00   0.577496E+06   0.576733E+06   0.738411E+01
   0.615460E-01   0.551224E+06   0.535640E+06   0.105390E+03   0.878291E+02   0.171712E+05   0.546080E+06   0.548607E+06   0.546080E+06  -0.123260E+00   0.545398E+06   0.544814E+06   0.527324E+01
   0.656491E-01   0.520256E+06   0.507129E+06   0.874715E+02   0.728951E+02   0.145834E+05   0.515658E+06   0.518052E+06   0.515658E+06  -0.116393E+00   0.515007E+06   0.514521E+06   0.411333E+01
   0.697522E-01   0.489691E+06   0.477657E+06   0.729374E+02   0.607828E+02   0.124416E+05   0.485410E+06   0.487670E+06   0.485410E+06  -0.109566E+00   0.484801E+06   0.484339E+06   0.368413E+01
   0.738552E-01   0.459755E+06   0.447680E+06   0.610591E+02   0.508844E+02   0.106112E+05   0.455601E+06   0.457727E+06   0.455601E+06  -0.102837E+00   0.455042E+06   0.454546E+06   0.373867E+01
   0.779583E-01   0.429513E+06   0.416638E+06   0.511582E+02   0.426341E+02   0.904910E+04   0.425362E+06   0.427351E+06   0.425362E+06  -0.960118E-01   0.424859E+06   0.424294E+06   0.403015E+01
   0.820614E-01   0.400380E+06   0.386376E+06   0.429963E+02   0.358330E+02   0.772754E+04   0.396172E+06   0.398029E+06   0.396172E+06  -0.894232E-01   0.395726E+06   0.395082E+06   0.435683E+01
   0.861644E-01   0.373150E+06   0.358095E+06   0.363086E+02   0.302602E+02   0.662125E+04   0.368891E+06   0.370622E+06   0.368891E+06  -0.832652E-01   0.368494E+06   0.367785E+06   0.457142E+01
   0.912856E-01   0.342848E+06   0.327060E+06   0.296894E+02   0.247442E+02   0.550277E+04   0.338605E+06   0.340197E+06   0.338605E+06  -0.764293E-01   0.338259E+06   0.337510E+06   0.456120E+01
   0.964067E-01   0.317536E+06   0.301957E+06   0.246396E+02   0.205357E+02   0.463474E+04   0.313444E+06   0.314920E+06   0.313445E+06  -0.707500E-01   0.313132E+06   0.312400E+06   0.421798E+01
   0.101528E+00   0.297517E+06   0.283092E+06   0.208185E+02   0.173509E+02   0.396834E+04   0.293710E+06   0.295095E+06   0.293710E+06  -0.662957E-01   0.293414E+06   0.292753E+06   0.361814E+01
   0.106649E+00   0.282056E+06   0.269457E+06   0.179000E+02   0.149181E+02   0.345157E+04   0.278625E+06   0.279940E+06   0.278625E+06  -0.628906E-01   0.278333E+06   0.277777E+06   0.289701E+01
   0.111770E+00   0.269692E+06   0.259172E+06   0.155999E+02   0.130008E+02   0.303957E+04   0.266666E+06   0.267926E+06   0.266666E+06  -0.601912E-01   0.266372E+06   0.265930E+06   0.219841E+01
   0.116891E+00   0.258836E+06   0.250214E+06   0.137037E+02   0.114202E+02   0.269619E+04   0.256177E+06   0.257389E+06   0.256177E+06  -0.578238E-01   0.255882E+06   0.255538E+06   0.163497E+01
   0.122012E+00   0.248232E+06   0.240998E+06   0.120717E+02   0.100600E+02   0.239671E+04   0.245854E+06   0.247017E+06   0.245854E+06  -0.554935E-01   0.245562E+06   0.245284E+06   0.126647E+01
   0.127134E+00   0.237129E+06   0.230624E+06   0.106247E+02   0.885407E+01   0.212674E+04   0.234924E+06   0.236037E+06   0.234924E+06  -0.530266E-01   0.234644E+06   0.234393E+06   0.109637E+01
   0.132255E+00   0.225314E+06   0.218912E+06   0.932672E+01   0.777244E+01   0.188110E+04   0.223182E+06   0.224239E+06   0.223182E+06  -0.503761E-01   0.222919E+06   0.222661E+06   0.108319E+01
   0.137376E+00   0.213018E+06   0.206278E+06   0.816737E+01   0.680642E+01   0.165874E+04   0.210887E+06   0.211886E+06   0.210887E+06  -0.476008E-01   0.210646E+06   0.210359E+06   0.116037E+01
   0.142497E+00   0.200762E+06   0.193502E+06   0.714783E+01   0.595689E+01   0.146089E+04   0.198601E+06   0.199543E+06   0.198601E+06  -0.448277E-01   0.198383E+06   0.198060E+06   0.125789E+01
   0.147618E+00   0.189207E+06   0.181501E+06   0.627162E+01   0.522678E+01   0.128940E+04   0.187025E+06   0.187913E+06   0.187025E+06  -0.422149E-01   0.186828E+06   0.186478E+06   0.131972E+01
   0.152739E+00   0.178977E+06   0.171090E+06   0.553783E+01   0.461530E+01   0.114487E+04   0.176813E+06   0.177652E+06   0.176813E+06  -0.399098E-01   0.176632E+06   0.176270E+06   0.131407E+01
   0.157860E+00   0.170416E+06   0.162697E+06   0.493526E+01   0.411312E+01   0.102567E+04   0.168320E+06   0.169120E+06   0.168321E+06  -0.379929E-01   0.168149E+06   0.167798E+06   0.123544E+01
   0.162982E+00   0.163466E+06   0.156239E+06   0.444212E+01   0.370210E+01   0.927509E+03   0.161485E+06   0.162252E+06   0.161485E+06  -0.364501E-01   0.161319E+06   0.160996E+06   0.109999E+01
   0.168103E+00   0.157778E+06   0.151259E+06   0.403257E+01   0.336073E+01   0.845567E+03   0.155943E+06   0.156684E+06   0.155943E+06  -0.351990E-01   0.155777E+06   0.155494E+06   0.936499E+00
   0.173224E+00   0.152911E+06   0.147165E+06   0.368317E+01   0.306948E+01   0.775346E+03   0.151227E+06   0.151946E+06   0.151227E+06  -0.341347E-01   0.151062E+06   0.150820E+06   0.776260E+00
   0.178345E+00   0.148414E+06   0.143357E+06   0.337474E+01   0.281240E+01   0.713091E+03   0.146866E+06   0.147565E+06   0.146866E+06  -0.331503E-01   0.146701E+06   0.146494E+06   0.644586E+00
   0.183466E+00   0.143868E+06   0.139312E+06   0.309270E+01   0.257732E+01   0.655684E+03   0.142425E+06   0.143103E+06   0.142425E+06  -0.321479E-01   0.142262E+06   0.142079E+06   0.555697E+00
   0.188587E+00   0.139003E+06   0.134715E+06   0.282845E+01   0.235710E+01   0.601563E+03   0.137628E+06   0.138283E+06   0.137628E+06  -0.310650E-01   0.137470E+06   0.137296E+06   0.511402E+00
   0.193708E+00   0.133788E+06   0.129551E+06   0.257986E+01   0.214995E+01   0.550433E+03   0.132446E+06   0.133076E+06   0.132446E+06  -0.298954E-01   0.132295E+06   0.132120E+06   0.503105E+00
   0.198830E+00   0.128387E+06   0.124053E+06   0.234887E+01   0.195747E+01   0.502662E+03   0.127054E+06   0.127659E+06   0.127054E+06  -0.286784E-01   0.126912E+06   0.126728E+06   0.515982E+00
   0.203951E+00   0.123032E+06   0.118545E+06   0.213815E+01   0.178189E+01   0.458860E+03   0.121699E+06   0.122279E+06   0.121699E+06  -0.274697E-01   0.121567E+06   0.121371E+06   0.533826E+00
   0.209072E+00   0.117952E+06   0.113341E+06   0.194970E+01   0.162486E+01   0.419512E+03   0.116623E+06   0.117178E+06   0.116623E+06  -0.263238E-01   0.116499E+06   0.116294E+06   0.543231E+00
   0.214193E+00   0.113342E+06   0.108702E+06   0.178435E+01   0.148707E+01   0.384930E+03   0.112029E+06   0.112563E+06   0.112029E+06  -0.252870E-01   0.111912E+06   0.111705E+06   0.536220E+00
   0.219314E+00   0.109317E+06   0.104771E+06   0.164136E+01   0.136790E+01   0.354934E+03   0.108039E+06   0.108554E+06   0.108039E+06  -0.243864E-01   0.107926E+06   0.107725E+06   0.511033E+00
   0.224435E+00   0.105876E+06   0.101538E+06   0.151816E+01   0.126522E+01   0.328994E+03   0.104649E+06   0.105148E+06   0.104649E+06  -0.236212E-01   0.104539E+06   0.104349E+06   0.471246E+00
   0.229556E+00   0.102912E+06   0.988588E+05   0.141099E+01   0.117590E+01   0.306282E+03   0.101747E+06   0.102232E+06   0.101747E+06  -0.229661E-01   0.101638E+06   0.101463E+06   0.423765E+00
   0.234678E+00   0.100264E+06   0.965187E+05   0.131585E+01   0.109660E+01   0.286117E+03   0.991623E+05   0.996348E+05   0.991623E+05  -0.223827E-01   0.990544E+05   0.988954E+05   0.376419E+00
   0.239799E+00   0.977566E+05   0.942930E+05   0.122918E+01   0.102437E+01   0.267781E+03   0.967141E+05   0.971750E+05   0.967141E+05  -0.218301E-01   0.966072E+05   0.964623E+05   0.335839E+00
   0.244920E+00   0.952434E+05   0.919961E+05   0.114832E+01   0.956967E+00   0.250623E+03   0.942489E+05   0.946982E+05   0.942489E+05  -0.212737E-01   0.941437E+05   0.940088E+05   0.306044E+00
   0.250041E+00   0.926369E+05   0.895240E+05   0.107170E+01   0.893120E+00   0.234299E+03   0.916772E+05   0.921142E+05   0.916772E+05  -0.206932E-01   0.915746E+05   0.914450E+05   0.287948E+00
   0.255162E+00   0.899262E+05   0.868708E+05   0.998927E+00   0.832472E+00   0.218734E+03   0.889889E+05   0.894132E+05   0.889889E+05  -0.200864E-01   0.888898E+05   0.887614E+05   0.279715E+00
   0.260283E+00   0.871599E+05   0.841067E+05   0.930282E+00   0.775270E+00   0.204010E+03   0.862361E+05   0.866472E+05   0.862361E+05  -0.194650E-01   0.861410E+05   0.860109E+05   0.277731E+00
