#           k/h    P           
    0.40552E-03    0.34567E+02
    0.41371E-03    0.35233E+02
    0.42207E-03    0.35912E+02
    0.43060E-03    0.36604E+02
    0.43929E-03    0.37309E+02
    0.44817E-03    0.38027E+02
    0.45722E-03    0.38759E+02
    0.46646E-03    0.39505E+02
    0.47588E-03    0.40265E+02
    0.48550E-03    0.41039E+02
    0.49530E-03    0.41828E+02
    0.50531E-03    0.42632E+02
    0.51552E-03    0.43450E+02
    0.52593E-03    0.44285E+02
    0.53656E-03    0.45135E+02
    0.54739E-03    0.46001E+02
    0.55845E-03    0.46883E+02
    0.56973E-03    0.47782E+02
    0.58124E-03    0.48698E+02
    0.59299E-03    0.49631E+02
    0.60496E-03    0.50581E+02
    0.61719E-03    0.51549E+02
    0.62965E-03    0.52535E+02
    0.64237E-03    0.53539E+02
    0.65535E-03    0.54562E+02
    0.66859E-03    0.55604E+02
    0.68210E-03    0.56665E+02
    0.69588E-03    0.57746E+02
    0.70993E-03    0.58846E+02
    0.72427E-03    0.59967E+02
    0.73891E-03    0.61108E+02
    0.75383E-03    0.62271E+02
    0.76906E-03    0.63454E+02
    0.78460E-03    0.64659E+02
    0.80045E-03    0.65886E+02
    0.81662E-03    0.67136E+02
    0.83311E-03    0.68408E+02
    0.84994E-03    0.69702E+02
    0.86711E-03    0.71020E+02
    0.88463E-03    0.72362E+02
    0.90250E-03    0.73728E+02
    0.92073E-03    0.75118E+02
    0.93933E-03    0.76533E+02
    0.95831E-03    0.77973E+02
    0.97767E-03    0.79438E+02
    0.99742E-03    0.80929E+02
    0.10176E-02    0.82446E+02
    0.10381E-02    0.83990E+02
    0.10591E-02    0.85561E+02
    0.10805E-02    0.87159E+02
    0.11023E-02    0.88784E+02
    0.11246E-02    0.90437E+02
    0.11473E-02    0.92119E+02
    0.11705E-02    0.93829E+02
    0.11941E-02    0.95569E+02
    0.12182E-02    0.97337E+02
    0.12429E-02    0.99136E+02
    0.12680E-02    0.10096E+03
    0.12936E-02    0.10282E+03
    0.13197E-02    0.10471E+03
    0.13464E-02    0.10663E+03
    0.13736E-02    0.10858E+03
    0.14013E-02    0.11057E+03
    0.14296E-02    0.11258E+03
    0.14585E-02    0.11463E+03
    0.14880E-02    0.11671E+03
    0.15180E-02    0.11883E+03
    0.15487E-02    0.12097E+03
    0.15800E-02    0.12315E+03
    0.16119E-02    0.12537E+03
    0.16445E-02    0.12762E+03
    0.16777E-02    0.12990E+03
    0.17116E-02    0.13222E+03
    0.17462E-02    0.13457E+03
    0.17814E-02    0.13696E+03
    0.18174E-02    0.13938E+03
    0.18541E-02    0.14184E+03
    0.18916E-02    0.14433E+03
    0.19298E-02    0.14686E+03
    0.19688E-02    0.14943E+03
    0.20086E-02    0.15203E+03
    0.20491E-02    0.15467E+03
    0.20905E-02    0.15734E+03
    0.21328E-02    0.16005E+03
    0.21758E-02    0.16280E+03
    0.22198E-02    0.16559E+03
    0.22646E-02    0.16841E+03
    0.23104E-02    0.17127E+03
    0.23571E-02    0.17417E+03
    0.24047E-02    0.17710E+03
    0.24533E-02    0.18007E+03
    0.25028E-02    0.18308E+03
    0.25534E-02    0.18613E+03
    0.26050E-02    0.18921E+03
    0.26576E-02    0.19233E+03
    0.27113E-02    0.19548E+03
    0.27660E-02    0.19868E+03
    0.28219E-02    0.20191E+03
    0.28789E-02    0.20517E+03
    0.29371E-02    0.20847E+03
    0.29964E-02    0.21181E+03
    0.30569E-02    0.21518E+03
    0.31187E-02    0.21859E+03
    0.31817E-02    0.22204E+03
    0.32460E-02    0.22551E+03
    0.33115E-02    0.22902E+03
    0.33784E-02    0.23257E+03
    0.34467E-02    0.23615E+03
    0.35163E-02    0.23976E+03
    0.35874E-02    0.24340E+03
    0.36598E-02    0.24707E+03
    0.37338E-02    0.25078E+03
    0.38092E-02    0.25451E+03
    0.38861E-02    0.25828E+03
    0.39646E-02    0.26207E+03
    0.40447E-02    0.26588E+03
    0.41264E-02    0.26973E+03
    0.42098E-02    0.27360E+03
    0.42948E-02    0.27749E+03
    0.43816E-02    0.28141E+03
    0.44701E-02    0.28535E+03
    0.45604E-02    0.28931E+03
    0.46525E-02    0.29329E+03
    0.47465E-02    0.29728E+03
    0.48424E-02    0.30130E+03
    0.49402E-02    0.30532E+03
    0.50400E-02    0.30937E+03
    0.51419E-02    0.31342E+03
    0.52457E-02    0.31749E+03
    0.53517E-02    0.32157E+03
    0.54598E-02    0.32566E+03
    0.55701E-02    0.32975E+03
    0.56826E-02    0.33384E+03
    0.57974E-02    0.33793E+03
    0.59145E-02    0.34202E+03
    0.60340E-02    0.34610E+03
    0.61559E-02    0.35018E+03
    0.62803E-02    0.35425E+03
    0.64072E-02    0.35831E+03
    0.65366E-02    0.36236E+03
    0.66686E-02    0.36639E+03
    0.68033E-02    0.37040E+03
    0.69408E-02    0.37439E+03
    0.70810E-02    0.37836E+03
    0.72240E-02    0.38230E+03
    0.73700E-02    0.38620E+03
    0.75189E-02    0.39008E+03
    0.76708E-02    0.39392E+03
    0.78257E-02    0.39771E+03
    0.79838E-02    0.40147E+03
    0.81451E-02    0.40517E+03
    0.83096E-02    0.40883E+03
    0.84775E-02    0.41243E+03
    0.86488E-02    0.41597E+03
    0.88235E-02    0.41945E+03
    0.90017E-02    0.42286E+03
    0.91836E-02    0.42620E+03
    0.93691E-02    0.42947E+03
    0.95583E-02    0.43266E+03
    0.97514E-02    0.43577E+03
    0.99484E-02    0.43879E+03
    0.10149E-01    0.44172E+03
    0.10354E-01    0.44455E+03
    0.10564E-01    0.44728E+03
    0.10777E-01    0.44990E+03
    0.10995E-01    0.45241E+03
    0.11217E-01    0.45481E+03
    0.11443E-01    0.45708E+03
    0.11675E-01    0.45922E+03
    0.11910E-01    0.46123E+03
    0.12151E-01    0.46311E+03
    0.12397E-01    0.46485E+03
    0.12647E-01    0.46645E+03
    0.12902E-01    0.46790E+03
    0.13163E-01    0.46919E+03
    0.13429E-01    0.47031E+03
    0.13700E-01    0.47125E+03
    0.13977E-01    0.47199E+03
    0.14259E-01    0.47254E+03
    0.14547E-01    0.47293E+03
    0.14841E-01    0.47317E+03
    0.15141E-01    0.47328E+03
    0.15447E-01    0.47327E+03
    0.15759E-01    0.47314E+03
    0.16077E-01    0.47283E+03
    0.16402E-01    0.47230E+03
    0.16734E-01    0.47153E+03
    0.17072E-01    0.47047E+03
    0.17416E-01    0.46913E+03
    0.17768E-01    0.46752E+03
    0.18127E-01    0.46569E+03
    0.18493E-01    0.46363E+03
    0.18867E-01    0.46139E+03
    0.19248E-01    0.45894E+03
    0.19637E-01    0.45625E+03
    0.20034E-01    0.45332E+03
    0.20438E-01    0.45010E+03
    0.20851E-01    0.44659E+03
    0.21272E-01    0.44280E+03
    0.21702E-01    0.43877E+03
    0.22141E-01    0.43452E+03
    0.22588E-01    0.43007E+03
    0.23044E-01    0.42547E+03
    0.23510E-01    0.42071E+03
    0.23985E-01    0.41580E+03
    0.24469E-01    0.41073E+03
    0.24964E-01    0.40552E+03
    0.25468E-01    0.40016E+03
    0.25982E-01    0.39466E+03
    0.26507E-01    0.38900E+03
    0.27043E-01    0.38320E+03
    0.27589E-01    0.37725E+03
    0.28146E-01    0.37116E+03
    0.28715E-01    0.36494E+03
    0.29295E-01    0.35861E+03
    0.29887E-01    0.35219E+03
    0.30490E-01    0.34569E+03
    0.31106E-01    0.33914E+03
    0.31735E-01    0.33257E+03
    0.32376E-01    0.32599E+03
    0.33030E-01    0.31943E+03
    0.33697E-01    0.31291E+03
    0.34378E-01    0.30646E+03
    0.35072E-01    0.30008E+03
    0.35781E-01    0.29380E+03
    0.36504E-01    0.28762E+03
    0.37241E-01    0.28157E+03
    0.37993E-01    0.27564E+03
    0.38761E-01    0.26986E+03
    0.39544E-01    0.26422E+03
    0.40343E-01    0.25875E+03
    0.41158E-01    0.25343E+03
    0.41989E-01    0.24830E+03
    0.42838E-01    0.24335E+03
    0.43703E-01    0.23862E+03
    0.44586E-01    0.23411E+03
    0.45486E-01    0.22984E+03
    0.46405E-01    0.22581E+03
    0.47343E-01    0.22200E+03
    0.48299E-01    0.21839E+03
    0.49275E-01    0.21496E+03
    0.50270E-01    0.21168E+03
    0.51286E-01    0.20856E+03
    0.52322E-01    0.20556E+03
    0.53379E-01    0.20268E+03
    0.54457E-01    0.19990E+03
    0.55557E-01    0.19720E+03
    0.56680E-01    0.19455E+03
    0.57825E-01    0.19194E+03
    0.58993E-01    0.18935E+03
    0.60184E-01    0.18674E+03
    0.61400E-01    0.18408E+03
    0.62641E-01    0.18133E+03
    0.63906E-01    0.17846E+03
    0.65197E-01    0.17542E+03
    0.66514E-01    0.17217E+03
    0.67858E-01    0.16873E+03
    0.69229E-01    0.16512E+03
    0.70627E-01    0.16139E+03
    0.72054E-01    0.15750E+03
    0.73510E-01    0.15338E+03
    0.74994E-01    0.14898E+03
    0.76509E-01    0.14436E+03
    0.78055E-01    0.13960E+03
    0.79632E-01    0.13477E+03
    0.81241E-01    0.12992E+03
    0.82882E-01    0.12507E+03
    0.84556E-01    0.12027E+03
    0.86264E-01    0.11556E+03
    0.88007E-01    0.11099E+03
    0.89785E-01    0.10661E+03
    0.91598E-01    0.10246E+03
    0.93449E-01    0.98576E+02
    0.95337E-01    0.94998E+02
    0.97263E-01    0.91754E+02
    0.99227E-01    0.88856E+02
    0.10123E+00    0.86297E+02
    0.10328E+00    0.84070E+02
    0.10536E+00    0.82137E+02
    0.10749E+00    0.80458E+02
    0.10966E+00    0.78980E+02
    0.11188E+00    0.77638E+02
    0.11414E+00    0.76368E+02
    0.11644E+00    0.75106E+02
    0.11880E+00    0.73788E+02
    0.12120E+00    0.72358E+02
    0.12365E+00    0.70770E+02
    0.12614E+00    0.68992E+02
    0.12869E+00    0.67006E+02
    0.13129E+00    0.64817E+02
    0.13394E+00    0.62443E+02
    0.13665E+00    0.59923E+02
    0.13941E+00    0.57308E+02
    0.14223E+00    0.54665E+02
    0.14510E+00    0.52064E+02
    0.14803E+00    0.49584E+02
    0.15102E+00    0.47293E+02
    0.15407E+00    0.45246E+02
    0.15718E+00    0.43469E+02
    0.16036E+00    0.41965E+02
    0.16360E+00    0.40707E+02
    0.16690E+00    0.39654E+02
    0.17028E+00    0.38753E+02
    0.17371E+00    0.37945E+02
    0.17722E+00    0.37163E+02
    0.18080E+00    0.36337E+02
    0.18446E+00    0.35404E+02
    0.18818E+00    0.34323E+02
    0.19198E+00    0.33090E+02
    0.19586E+00    0.31734E+02
    0.19982E+00    0.30304E+02
    0.20386E+00    0.28861E+02
    0.20797E+00    0.27464E+02
    0.21218E+00    0.26169E+02
    0.21646E+00    0.25021E+02
    0.22083E+00    0.24041E+02
    0.22530E+00    0.23222E+02
    0.22985E+00    0.22532E+02
    0.23449E+00    0.21923E+02
    0.23923E+00    0.21339E+02
    0.24406E+00    0.20726E+02
    0.24899E+00    0.20046E+02
    0.25402E+00    0.19291E+02
    0.25915E+00    0.18476E+02
    0.26439E+00    0.17636E+02
    0.26973E+00    0.16814E+02
    0.27518E+00    0.16050E+02
    0.28074E+00    0.15372E+02
    0.28641E+00    0.14787E+02
    0.29219E+00    0.14277E+02
    0.29810E+00    0.13812E+02
    0.30412E+00    0.13359E+02
    0.31026E+00    0.12887E+02
    0.31653E+00    0.12386E+02
    0.32292E+00    0.11861E+02
    0.32945E+00    0.11335E+02
    0.33610E+00    0.10833E+02
    0.34289E+00    0.10373E+02
    0.34982E+00    0.99604E+01
    0.35689E+00    0.95868E+01
    0.36409E+00    0.92349E+01
    0.37145E+00    0.88870E+01
    0.37895E+00    0.85323E+01
    0.38661E+00    0.81725E+01
    0.39442E+00    0.78189E+01
    0.40239E+00    0.74829E+01
    0.41052E+00    0.71712E+01
    0.41881E+00    0.68834E+01
    0.42727E+00    0.66112E+01
    0.43590E+00    0.63460E+01
    0.44471E+00    0.60834E+01
    0.45369E+00    0.58243E+01
    0.46286E+00    0.55745E+01
    0.47221E+00    0.53383E+01
    0.48174E+00    0.51158E+01
    0.49148E+00    0.49047E+01
    0.50141E+00    0.47003E+01
    0.51153E+00    0.45010E+01
    0.52187E+00    0.43080E+01
    0.53241E+00    0.41230E+01
    0.54317E+00    0.39474E+01
    0.55414E+00    0.37800E+01
    0.56533E+00    0.36190E+01
    0.57675E+00    0.34634E+01
    0.58840E+00    0.33136E+01
    0.60029E+00    0.31703E+01
    0.61242E+00    0.30333E+01
    0.62479E+00    0.29021E+01
    0.63741E+00    0.27763E+01
    0.65029E+00    0.26557E+01
    0.66342E+00    0.25400E+01
    0.67683E+00    0.24290E+01
    0.69050E+00    0.23226E+01
    0.70445E+00    0.22206E+01
    0.71868E+00    0.21228E+01
    0.73320E+00    0.20292E+01
    0.74801E+00    0.19394E+01
    0.76312E+00    0.18535E+01
    0.77854E+00    0.17711E+01
    0.79426E+00    0.16923E+01
    0.81031E+00    0.16168E+01
    0.82668E+00    0.15445E+01
    0.84338E+00    0.14754E+01
    0.86041E+00    0.14092E+01
    0.87780E+00    0.13459E+01
    0.89553E+00    0.12853E+01
    0.91362E+00    0.12273E+01
    0.93208E+00    0.11719E+01
    0.95091E+00    0.11188E+01
    0.97011E+00    0.10681E+01
    0.98971E+00    0.10196E+01
    0.10097E+01    0.97325E+00
    0.10301E+01    0.92892E+00
    0.10509E+01    0.88654E+00
    0.10721E+01    0.84603E+00
    0.10938E+01    0.80730E+00
    0.11159E+01    0.77029E+00
    0.11384E+01    0.73493E+00
    0.11614E+01    0.70113E+00
    0.11849E+01    0.66884E+00
    0.12088E+01    0.63799E+00
    0.12333E+01    0.60851E+00
    0.12582E+01    0.58036E+00
    0.12836E+01    0.55347E+00
    0.13095E+01    0.52778E+00
    0.13360E+01    0.50325E+00
    0.13630E+01    0.47983E+00
    0.13905E+01    0.45746E+00
    0.14186E+01    0.43610E+00
    0.14472E+01    0.41570E+00
    0.14765E+01    0.39623E+00
    0.15063E+01    0.37765E+00
    0.15367E+01    0.35990E+00
    0.15678E+01    0.34297E+00
    0.15994E+01    0.32681E+00
    0.16318E+01    0.31138E+00
    0.16647E+01    0.29666E+00
    0.16984E+01    0.28261E+00
    0.17327E+01    0.26921E+00
    0.17677E+01    0.25642E+00
    0.18034E+01    0.24422E+00
    0.18398E+01    0.23259E+00
    0.18770E+01    0.22150E+00
    0.19149E+01    0.21092E+00
    0.19536E+01    0.20084E+00
    0.19930E+01    0.19123E+00
    0.20333E+01    0.18208E+00
    0.20744E+01    0.17335E+00
    0.21163E+01    0.16504E+00
    0.21590E+01    0.15712E+00
    0.22026E+01    0.14958E+00
    0.22471E+01    0.14240E+00
    0.22925E+01    0.13556E+00
    0.23388E+01    0.12904E+00
    0.23861E+01    0.12284E+00
