#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.778888E-03   0.864126E+07   0.863978E+07   0.339890E+07   0.316515E+07   0.847174E+07   0.864021E+07   0.864101E+07   0.864287E+07  -0.585560E+00   0.821208E+07   0.821067E+07   0.576058E+03
   0.860035E-03   0.863014E+07   0.862846E+07   0.264942E+07   0.241483E+07   0.842476E+07   0.862888E+07   0.862986E+07   0.863095E+07  -0.584716E+00   0.820130E+07   0.819973E+07   0.578561E+03
   0.949635E-03   0.861702E+07   0.861513E+07   0.200612E+07   0.178018E+07   0.836894E+07   0.861553E+07   0.861670E+07   0.861708E+07  -0.583736E+00   0.818856E+07   0.818686E+07   0.571299E+03
   0.104857E-02   0.860160E+07   0.859952E+07   0.150517E+07   0.129788E+07   0.830296E+07   0.859984E+07   0.860126E+07   0.860100E+07  -0.582607E+00   0.817359E+07   0.817176E+07   0.553690E+03
   0.115781E-02   0.858359E+07   0.858134E+07   0.116123E+07   0.981296E+06   0.822539E+07   0.858152E+07   0.858321E+07   0.858240E+07  -0.581309E+00   0.815608E+07   0.815417E+07   0.526112E+03
   0.127844E-02   0.856265E+07   0.856024E+07   0.956193E+06   0.809226E+06   0.813488E+07   0.856022E+07   0.856224E+07   0.856095E+07  -0.579822E+00   0.813573E+07   0.813376E+07   0.490099E+03
   0.141163E-02   0.853840E+07   0.853589E+07   0.838080E+06   0.725422E+06   0.803051E+07   0.853558E+07   0.853798E+07   0.853622E+07  -0.578121E+00   0.811220E+07   0.811021E+07   0.448278E+03
   0.155869E-02   0.851046E+07   0.850788E+07   0.738473E+06   0.657642E+06   0.791129E+07   0.850720E+07   0.851003E+07   0.850777E+07  -0.576175E+00   0.808513E+07   0.808315E+07   0.403942E+03
   0.172108E-02   0.847840E+07   0.847578E+07   0.608434E+06   0.555164E+06   0.777644E+07   0.847464E+07   0.847796E+07   0.847511E+07  -0.573952E+00   0.805413E+07   0.805218E+07   0.360326E+03
   0.190039E-02   0.844173E+07   0.843909E+07   0.452707E+06   0.422832E+06   0.762572E+07   0.843742E+07   0.844128E+07   0.843778E+07  -0.571416E+00   0.801875E+07   0.801684E+07   0.319893E+03
   0.209838E-02   0.839994E+07   0.839728E+07   0.324671E+06   0.313395E+06   0.745937E+07   0.839504E+07   0.839950E+07   0.839530E+07  -0.568530E+00   0.797850E+07   0.797663E+07   0.284042E+03
   0.231699E-02   0.835251E+07   0.834978E+07   0.265284E+06   0.264429E+06   0.727816E+07   0.834696E+07   0.835205E+07   0.834718E+07  -0.565261E+00   0.793287E+07   0.793102E+07   0.253379E+03
   0.255838E-02   0.829886E+07   0.829602E+07   0.244068E+06   0.213075E+06   0.708335E+07   0.829263E+07   0.829839E+07   0.829282E+07  -0.561572E+00   0.788132E+07   0.787948E+07   0.227979E+03
   0.282492E-02   0.823844E+07   0.823542E+07   0.200873E+06   0.173477E+06   0.687650E+07   0.823149E+07   0.823794E+07   0.823164E+07  -0.557425E+00   0.782332E+07   0.782148E+07   0.207044E+03
   0.311923E-02   0.817067E+07   0.816742E+07   0.147638E+06   0.141101E+06   0.665890E+07   0.816297E+07   0.817013E+07   0.816309E+07  -0.552778E+00   0.775833E+07   0.775648E+07   0.188623E+03
   0.344419E-02   0.809497E+07   0.809145E+07   0.128415E+06   0.114645E+06   0.643140E+07   0.808651E+07   0.809438E+07   0.808661E+07  -0.547595E+00   0.768582E+07   0.768397E+07   0.170871E+03
   0.380302E-02   0.801077E+07   0.800696E+07   0.107032E+06   0.930401E+05   0.619416E+07   0.800153E+07   0.801013E+07   0.800161E+07  -0.541837E+00   0.760524E+07   0.760340E+07   0.153636E+03
   0.419923E-02   0.791748E+07   0.791334E+07   0.774571E+05   0.754109E+05   0.594697E+07   0.790746E+07   0.791679E+07   0.790752E+07  -0.535463E+00   0.751605E+07   0.751423E+07   0.137759E+03
   0.463671E-02   0.781455E+07   0.780998E+07   0.727822E+05   0.610368E+05   0.568973E+07   0.780372E+07   0.781378E+07   0.780378E+07  -0.528435E+00   0.741769E+07   0.741588E+07   0.123872E+03
   0.511978E-02   0.770139E+07   0.769629E+07   0.528059E+05   0.493277E+05   0.542297E+07   0.768975E+07   0.770053E+07   0.768979E+07  -0.520715E+00   0.730962E+07   0.730782E+07   0.111942E+03
   0.565317E-02   0.757769E+07   0.757197E+07   0.445047E+05   0.397993E+05   0.513065E+07   0.756515E+07   0.757673E+07   0.756518E+07  -0.512276E+00   0.719150E+07   0.718970E+07   0.101006E+03
   0.624213E-02   0.744237E+07   0.743591E+07   0.327619E+05   0.320526E+05   0.483600E+07   0.742895E+07   0.744128E+07   0.742898E+07  -0.503051E+00   0.706235E+07   0.706057E+07   0.908602E+02
   0.689245E-02   0.729508E+07   0.728773E+07   0.272568E+05   0.257623E+05   0.452925E+07   0.728076E+07   0.729384E+07   0.728078E+07  -0.493015E+00   0.692182E+07   0.692004E+07   0.818905E+02
   0.761052E-02   0.713525E+07   0.712683E+07   0.227613E+05   0.206613E+05   0.421475E+07   0.712002E+07   0.713384E+07   0.712004E+07  -0.482130E+00   0.676936E+07   0.676759E+07   0.739883E+02
   0.840340E-02   0.696228E+07   0.695260E+07   0.169504E+05   0.165306E+05   0.390141E+07   0.694617E+07   0.696066E+07   0.694619E+07  -0.470357E+00   0.660444E+07   0.660268E+07   0.668108E+02
   0.927889E-02   0.677566E+07   0.676448E+07   0.134658E+05   0.131908E+05   0.359141E+07   0.675871E+07   0.677378E+07   0.675873E+07  -0.457663E+00   0.642657E+07   0.642481E+07   0.604521E+02
   0.102456E-01   0.657488E+07   0.656195E+07   0.103467E+05   0.104950E+05   0.328134E+07   0.655713E+07   0.657271E+07   0.655713E+07  -0.444012E+00   0.623527E+07   0.623350E+07   0.547975E+02
   0.113130E-01   0.635941E+07   0.634443E+07   0.815290E+04   0.832292E+04   0.297362E+07   0.634088E+07   0.635689E+07   0.634088E+07  -0.429368E+00   0.603001E+07   0.602824E+07   0.497651E+02
   0.124916E-01   0.612875E+07   0.611140E+07   0.661666E+04   0.657640E+04   0.267428E+07   0.610949E+07   0.612583E+07   0.610950E+07  -0.413699E+00   0.581034E+07   0.580856E+07   0.453024E+02
   0.137930E-01   0.588252E+07   0.586247E+07   0.563996E+04   0.517524E+04   0.238616E+07   0.586262E+07   0.587916E+07   0.586262E+07  -0.396982E+00   0.557591E+07   0.557412E+07   0.413362E+02
   0.152300E-01   0.562053E+07   0.559743E+07   0.386710E+04   0.405401E+04   0.210857E+07   0.560004E+07   0.561665E+07   0.560005E+07  -0.379202E+00   0.532653E+07   0.532472E+07   0.377991E+02
   0.168167E-01   0.534902E+07   0.532254E+07   0.333477E+04   0.316310E+04   0.184767E+07   0.532802E+07   0.534458E+07   0.532802E+07  -0.360782E+00   0.506812E+07   0.506629E+07   0.346500E+02
   0.185687E-01   0.505744E+07   0.502730E+07   0.255634E+04   0.245183E+04   0.160130E+07   0.503604E+07   0.505238E+07   0.503604E+07  -0.341010E+00   0.479070E+07   0.478884E+07   0.317691E+02
   0.205033E-01   0.475205E+07   0.471810E+07   0.191665E+04   0.188865E+04   0.137257E+07   0.473038E+07   0.474635E+07   0.473038E+07  -0.320313E+00   0.450022E+07   0.449834E+07   0.291081E+02
   0.226393E-01   0.443041E+07   0.439263E+07   0.164535E+04   0.144349E+04   0.116190E+07   0.440862E+07   0.442407E+07   0.440862E+07  -0.298525E+00   0.419439E+07   0.419250E+07   0.265814E+02
   0.249980E-01   0.410397E+07   0.406259E+07   0.119230E+04   0.109614E+04   0.972703E+06   0.408223E+07   0.409702E+07   0.408223E+07  -0.276424E+00   0.388410E+07   0.388220E+07   0.241409E+02
   0.276023E-01   0.377654E+07   0.373211E+07   0.875359E+03   0.826877E+03   0.805157E+06   0.375504E+07   0.376908E+07   0.375504E+07  -0.254269E+00   0.357301E+07   0.357112E+07   0.217180E+02
   0.304780E-01   0.344954E+07   0.340304E+07   0.642220E+03   0.619154E+03   0.658603E+06   0.342856E+07   0.344173E+07   0.342856E+07  -0.232161E+00   0.326253E+07   0.326069E+07   0.192478E+02
   0.336533E-01   0.313181E+07   0.308465E+07   0.487555E+03   0.460830E+03   0.533100E+06   0.311163E+07   0.312389E+07   0.311163E+07  -0.210700E+00   0.296111E+07   0.295934E+07   0.167027E+02
   0.371593E-01   0.283478E+07   0.278879E+07   0.373800E+03   0.341988E+03   0.428334E+06   0.281570E+07   0.282706E+07   0.281570E+07  -0.190662E+00   0.267963E+07   0.267798E+07   0.140924E+02
   0.410307E-01   0.256579E+07   0.252308E+07   0.269203E+03   0.253818E+03   0.342702E+06   0.254813E+07   0.255862E+07   0.254813E+07  -0.172543E+00   0.242508E+07   0.242360E+07   0.114633E+02
   0.451338E-01   0.233852E+07   0.230092E+07   0.199311E+03   0.191177E+03   0.276378E+06   0.232247E+07   0.233221E+07   0.232247E+07  -0.157264E+00   0.221039E+07   0.220912E+07   0.901028E+01
   0.492368E-01   0.216148E+07   0.212985E+07   0.154819E+03   0.148500E+03   0.227755E+06   0.214704E+07   0.215617E+07   0.214704E+07  -0.145384E+00   0.204347E+07   0.204239E+07   0.694987E+01
   0.533399E-01   0.201901E+07   0.199335E+07   0.123251E+03   0.118220E+03   0.190942E+06   0.200607E+07   0.201471E+07   0.200607E+07  -0.135839E+00   0.190933E+07   0.190844E+07   0.530566E+01
   0.574430E-01   0.189928E+07   0.187886E+07   0.999965E+02   0.959143E+02   0.162171E+06   0.188764E+07   0.189585E+07   0.188764E+07  -0.127820E+00   0.179664E+07   0.179591E+07   0.407398E+01
   0.615460E-01   0.179329E+07   0.177689E+07   0.822642E+02   0.789056E+02   0.138966E+06   0.178272E+07   0.179054E+07   0.178272E+07  -0.120715E+00   0.169680E+07   0.169617E+07   0.322064E+01
   0.656491E-01   0.169312E+07   0.167928E+07   0.682705E+02   0.654831E+02   0.119617E+06   0.168335E+07   0.169079E+07   0.168335E+07  -0.113986E+00   0.160224E+07   0.160169E+07   0.268477E+01
   0.697522E-01   0.159375E+07   0.158104E+07   0.569242E+02   0.545999E+02   0.103092E+06   0.158457E+07   0.159161E+07   0.158457E+07  -0.107297E+00   0.150824E+07   0.150771E+07   0.239060E+01
   0.738552E-01   0.149602E+07   0.148325E+07   0.476539E+02   0.457081E+02   0.889207E+05   0.148722E+07   0.149388E+07   0.148722E+07  -0.100706E+00   0.141561E+07   0.141508E+07   0.226095E+01
   0.779583E-01   0.139701E+07   0.138340E+07   0.399285E+02   0.382981E+02   0.765708E+05   0.138848E+07   0.139473E+07   0.138848E+07  -0.940196E-01   0.132165E+07   0.132110E+07   0.221670E+01
   0.820614E-01   0.130150E+07   0.128671E+07   0.335606E+02   0.321902E+02   0.659921E+05   0.129318E+07   0.129902E+07   0.129318E+07  -0.875660E-01   0.123095E+07   0.123038E+07   0.219853E+01
   0.861644E-01   0.121223E+07   0.119634E+07   0.283426E+02   0.271853E+02   0.570311E+05   0.120411E+07   0.120956E+07   0.120411E+07  -0.815346E-01   0.114619E+07   0.114560E+07   0.216190E+01
   0.912856E-01   0.111305E+07   0.109641E+07   0.231772E+02   0.222308E+02   0.478805E+05   0.110523E+07   0.111026E+07   0.110523E+07  -0.748394E-01   0.105209E+07   0.105150E+07   0.205316E+01
   0.964067E-01   0.103051E+07   0.101411E+07   0.192353E+02   0.184498E+02   0.406990E+05   0.102309E+07   0.102776E+07   0.102309E+07  -0.692772E-01   0.973904E+06   0.973339E+06   0.186562E+01
   0.101528E+00   0.965603E+06   0.950427E+06   0.162514E+02   0.155878E+02   0.351433E+05   0.958662E+06   0.963055E+06   0.958662E+06  -0.649146E-01   0.912581E+06   0.912064E+06   0.161955E+01
   0.106649E+00   0.915816E+06   0.902570E+06   0.139715E+02   0.134010E+02   0.308231E+05   0.909412E+06   0.913592E+06   0.909412E+06  -0.615798E-01   0.865699E+06   0.865246E+06   0.135152E+01
   0.111770E+00   0.876236E+06   0.865177E+06   0.121746E+02   0.116773E+02   0.273567E+05   0.870369E+06   0.874379E+06   0.870369E+06  -0.589360E-01   0.828529E+06   0.828143E+06   0.110016E+01
   0.116891E+00   0.841510E+06   0.832442E+06   0.106933E+02   0.102566E+02   0.244392E+05   0.836127E+06   0.839988E+06   0.836127E+06  -0.566173E-01   0.795931E+06   0.795602E+06   0.895324E+00
   0.122012E+00   0.807416E+06   0.799802E+06   0.941897E+01   0.903427E+01   0.218676E+05   0.802425E+06   0.806138E+06   0.802425E+06  -0.543352E-01   0.763848E+06   0.763560E+06   0.752202E+00
   0.127134E+00   0.771453E+06   0.764597E+06   0.828965E+01   0.795107E+01   0.195281E+05   0.766747E+06   0.770302E+06   0.766747E+06  -0.519194E-01   0.729888E+06   0.729620E+06   0.670317E+00
   0.132255E+00   0.732932E+06   0.726179E+06   0.727705E+01   0.697982E+01   0.173769E+05   0.728416E+06   0.731798E+06   0.728416E+06  -0.493238E-01   0.693403E+06   0.693139E+06   0.636740E+00
   0.137376E+00   0.692677E+06   0.685567E+06   0.637286E+01   0.611257E+01   0.154114E+05   0.688283E+06   0.691483E+06   0.688283E+06  -0.466062E-01   0.655206E+06   0.654933E+06   0.631724E+00
   0.142497E+00   0.652484E+06   0.644828E+06   0.557778E+01   0.534997E+01   0.136489E+05   0.648180E+06   0.651198E+06   0.648180E+06  -0.438907E-01   0.617037E+06   0.616753E+06   0.634837E+00
   0.147618E+00   0.614607E+06   0.606488E+06   0.489442E+01   0.469451E+01   0.121100E+05   0.610398E+06   0.613244E+06   0.610398E+06  -0.413324E-01   0.581076E+06   0.580784E+06   0.629953E+00
   0.152739E+00   0.581153E+06   0.572848E+06   0.432198E+01   0.414545E+01   0.108049E+05   0.577064E+06   0.579758E+06   0.577064E+06  -0.390752E-01   0.549348E+06   0.549056E+06   0.608052E+00
   0.157860E+00   0.553276E+06   0.545153E+06   0.385172E+01   0.369440E+01   0.972331E+04   0.549345E+06   0.551912E+06   0.549345E+06  -0.371983E-01   0.522962E+06   0.522681E+06   0.567596E+00
   0.162982E+00   0.530776E+06   0.523174E+06   0.346672E+01   0.332512E+01   0.883167E+04   0.527035E+06   0.529500E+06   0.527035E+06  -0.356875E-01   0.501723E+06   0.501460E+06   0.513041E+00
   0.168103E+00   0.512477E+06   0.505620E+06   0.314687E+01   0.301834E+01   0.808590E+04   0.508943E+06   0.511326E+06   0.508943E+06  -0.344625E-01   0.484499E+06   0.484260E+06   0.452350E+00
   0.173224E+00   0.496881E+06   0.490836E+06   0.287397E+01   0.275658E+01   0.744466E+04   0.493553E+06   0.495866E+06   0.493553E+06  -0.334204E-01   0.469847E+06   0.469632E+06   0.394207E+00
   0.178345E+00   0.482459E+06   0.477138E+06   0.263311E+01   0.252556E+01   0.687300E+04   0.479318E+06   0.481565E+06   0.479318E+06  -0.324564E-01   0.456293E+06   0.456100E+06   0.345575E+00
   0.183466E+00   0.467810E+06   0.463013E+06   0.241293E+01   0.231437E+01   0.634394E+04   0.464823E+06   0.467004E+06   0.464823E+06  -0.314750E-01   0.442494E+06   0.442315E+06   0.310203E+00
   0.188587E+00   0.452032E+06   0.447514E+06   0.220673E+01   0.211659E+01   0.584165E+04   0.449164E+06   0.451273E+06   0.449164E+06  -0.304146E-01   0.427588E+06   0.427417E+06   0.288325E+00
   0.193708E+00   0.435032E+06   0.430567E+06   0.201282E+01   0.193060E+01   0.536298E+04   0.432252E+06   0.434282E+06   0.432252E+06  -0.292694E-01   0.411489E+06   0.411320E+06   0.277329E+00
   0.198830E+00   0.417370E+06   0.412803E+06   0.183267E+01   0.175781E+01   0.491311E+04   0.414654E+06   0.416603E+06   0.414654E+06  -0.280778E-01   0.394739E+06   0.394568E+06   0.272924E+00
   0.203951E+00   0.399838E+06   0.395110E+06   0.166835E+01   0.160020E+01   0.449878E+04   0.397176E+06   0.399044E+06   0.397176E+06  -0.268943E-01   0.378103E+06   0.377929E+06   0.270456E+00
   0.209072E+00   0.383215E+06   0.378358E+06   0.152137E+01   0.145923E+01   0.412527E+04   0.380608E+06   0.382399E+06   0.380608E+06  -0.257724E-01   0.362332E+06   0.362157E+06   0.266087E+00
   0.214193E+00   0.368158E+06   0.363272E+06   0.139239E+01   0.133551E+01   0.379551E+04   0.365616E+06   0.367338E+06   0.365616E+06  -0.247573E-01   0.348062E+06   0.347888E+06   0.257557E+00
   0.219314E+00   0.355058E+06   0.350273E+06   0.128081E+01   0.122849E+01   0.350893E+04   0.352594E+06   0.354254E+06   0.352594E+06  -0.238755E-01   0.335665E+06   0.335496E+06   0.244385E+00
   0.224435E+00   0.343905E+06   0.339340E+06   0.118465E+01   0.113626E+01   0.326099E+04   0.341529E+06   0.343139E+06   0.341529E+06  -0.231263E-01   0.325132E+06   0.324971E+06   0.227586E+00
   0.229556E+00   0.334338E+06   0.330073E+06   0.110098E+01   0.105601E+01   0.304448E+04   0.332057E+06   0.333622E+06   0.332057E+06  -0.224849E-01   0.316114E+06   0.315963E+06   0.209091E+00
   0.234678E+00   0.325809E+06   0.321868E+06   0.102670E+01   0.984759E+00   0.285139E+04   0.323621E+06   0.325147E+06   0.323621E+06  -0.219136E-01   0.308082E+06   0.307941E+06   0.191072E+00
   0.239799E+00   0.317732E+06   0.314087E+06   0.959040E+00   0.919865E+00   0.267452E+04   0.315631E+06   0.317120E+06   0.315631E+06  -0.213726E-01   0.300475E+06   0.300343E+06   0.175350E+00
   0.244920E+00   0.309611E+06   0.306192E+06   0.895921E+00   0.859324E+00   0.250842E+04   0.307585E+06   0.309037E+06   0.307586E+06  -0.208278E-01   0.292815E+06   0.292690E+06   0.162998E+00
   0.250041E+00   0.301155E+06   0.297876E+06   0.836140E+00   0.801985E+00   0.234991E+04   0.299192E+06   0.300604E+06   0.299192E+06  -0.202594E-01   0.284825E+06   0.284704E+06   0.154215E+00
   0.255162E+00   0.292330E+06   0.289112E+06   0.779366E+00   0.747531E+00   0.219830E+04   0.290418E+06   0.291790E+06   0.290418E+06  -0.196653E-01   0.276473E+06   0.276354E+06   0.148438E+00
   0.260283E+00   0.283303E+06   0.280087E+06   0.725824E+00   0.696175E+00   0.205439E+04   0.281434E+06   0.282763E+06   0.281434E+06  -0.190570E-01   0.267921E+06   0.267802E+06   0.144620E+00
