#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.265404E+00   0.274339E+06   0.271100E+06   0.675938E+00   0.648327E+00   0.191954E+04   0.272508E+06   0.273795E+06   0.272508E+06  -0.184525E-01   0.259424E+06   0.259306E+06   0.141559E+00
   0.270526E+00   0.265725E+06   0.262471E+06   0.630111E+00   0.604372E+00   0.179512E+04   0.263932E+06   0.265179E+06   0.263932E+06  -0.178718E-01   0.251260E+06   0.251143E+06   0.138218E+00
   0.275647E+00   0.257714E+06   0.254475E+06   0.588582E+00   0.564539E+00   0.168192E+04   0.255960E+06   0.257170E+06   0.255960E+06  -0.173321E-01   0.243672E+06   0.243556E+06   0.133931E+00
   0.280768E+00   0.250453E+06   0.247273E+06   0.551308E+00   0.528788E+00   0.158003E+04   0.248743E+06   0.249919E+06   0.248743E+06  -0.168433E-01   0.236801E+06   0.236688E+06   0.128487E+00
   0.285889E+00   0.243947E+06   0.240868E+06   0.517929E+00   0.496772E+00   0.148854E+04   0.242285E+06   0.243430E+06   0.242285E+06  -0.164060E-01   0.230653E+06   0.230544E+06   0.122081E+00
   0.291010E+00   0.238081E+06   0.235131E+06   0.487859E+00   0.467931E+00   0.140588E+04   0.236467E+06   0.237585E+06   0.236467E+06  -0.160121E-01   0.225115E+06   0.225009E+06   0.115184E+00
   0.296131E+00   0.232670E+06   0.229861E+06   0.460449E+00   0.441640E+00   0.133033E+04   0.231105E+06   0.232198E+06   0.231105E+06  -0.156490E-01   0.220010E+06   0.219909E+06   0.108369E+00
   0.301252E+00   0.227515E+06   0.224840E+06   0.435093E+00   0.417320E+00   0.126019E+04   0.225996E+06   0.227065E+06   0.225996E+06  -0.153031E-01   0.215146E+06   0.215049E+06   0.102149E+00
   0.306374E+00   0.222438E+06   0.219874E+06   0.411299E+00   0.394498E+00   0.119413E+04   0.220962E+06   0.222008E+06   0.220962E+06  -0.149622E-01   0.210354E+06   0.210260E+06   0.968577E-01
   0.311495E+00   0.217322E+06   0.214839E+06   0.388741E+00   0.372861E+00   0.113124E+04   0.215883E+06   0.216905E+06   0.215883E+06  -0.146183E-01   0.205519E+06   0.205428E+06   0.925993E-01
   0.316616E+00   0.212129E+06   0.209699E+06   0.367274E+00   0.352271E+00   0.107114E+04   0.210724E+06   0.211721E+06   0.210724E+06  -0.142689E-01   0.200607E+06   0.200518E+06   0.892659E-01
   0.321737E+00   0.206903E+06   0.204502E+06   0.346902E+00   0.332732E+00   0.101389E+04   0.205527E+06   0.206500E+06   0.205527E+06  -0.139170E-01   0.195660E+06   0.195572E+06   0.865995E-01
   0.326858E+00   0.201733E+06   0.199350E+06   0.327706E+00   0.314319E+00   0.959748E+03   0.200384E+06   0.201333E+06   0.200384E+06  -0.135688E-01   0.190764E+06   0.190678E+06   0.842784E-01
   0.331979E+00   0.196721E+06   0.194356E+06   0.309768E+00   0.297115E+00   0.909022E+03   0.195398E+06   0.196324E+06   0.195398E+06  -0.132312E-01   0.186018E+06   0.185933E+06   0.820027E-01
   0.337100E+00   0.191953E+06   0.189614E+06   0.293137E+00   0.281163E+00   0.861871E+03   0.190657E+06   0.191560E+06   0.190657E+06  -0.129101E-01   0.181505E+06   0.181420E+06   0.795597E-01
   0.342222E+00   0.187483E+06   0.185182E+06   0.277801E+00   0.266454E+00   0.818293E+03   0.186214E+06   0.187096E+06   0.186214E+06  -0.126093E-01   0.177275E+06   0.177193E+06   0.768557E-01
   0.347343E+00   0.183322E+06   0.181075E+06   0.263686E+00   0.252915E+00   0.778100E+03   0.182082E+06   0.182945E+06   0.182082E+06  -0.123295E-01   0.173342E+06   0.173261E+06   0.739130E-01
   0.352464E+00   0.179442E+06   0.177259E+06   0.250663E+00   0.240424E+00   0.740943E+03   0.178231E+06   0.179076E+06   0.178231E+06  -0.120687E-01   0.169675E+06   0.169597E+06   0.708399E-01
   0.357585E+00   0.175785E+06   0.173670E+06   0.238577E+00   0.228832E+00   0.706385E+03   0.174603E+06   0.175430E+06   0.174603E+06  -0.118230E-01   0.166221E+06   0.166145E+06   0.677866E-01
   0.362706E+00   0.172282E+06   0.170234E+06   0.227272E+00   0.217988E+00   0.673994E+03   0.171127E+06   0.171938E+06   0.171127E+06  -0.115877E-01   0.162912E+06   0.162838E+06   0.649004E-01
   0.367827E+00   0.168868E+06   0.166881E+06   0.216613E+00   0.207765E+00   0.643387E+03   0.167740E+06   0.168535E+06   0.167740E+06  -0.113583E-01   0.159687E+06   0.159615E+06   0.622887E-01
   0.372948E+00   0.165497E+06   0.163561E+06   0.206501E+00   0.198066E+00   0.614273E+03   0.164393E+06   0.165172E+06   0.164393E+06  -0.111317E-01   0.156501E+06   0.156431E+06   0.599988E-01
   0.378070E+00   0.162144E+06   0.160248E+06   0.196874E+00   0.188832E+00   0.586488E+03   0.161062E+06   0.161826E+06   0.161062E+06  -0.109062E-01   0.153331E+06   0.153262E+06   0.580168E-01
   0.383191E+00   0.158813E+06   0.156947E+06   0.187708E+00   0.180040E+00   0.559966E+03   0.157752E+06   0.158500E+06   0.157752E+06  -0.106820E-01   0.150179E+06   0.150112E+06   0.562815E-01
   0.388312E+00   0.155532E+06   0.153691E+06   0.179010E+00   0.171697E+00   0.534744E+03   0.154491E+06   0.155223E+06   0.154491E+06  -0.104611E-01   0.147074E+06   0.147008E+06   0.547075E-01
   0.393433E+00   0.152334E+06   0.150517E+06   0.170791E+00   0.163814E+00   0.510867E+03   0.151311E+06   0.152029E+06   0.151311E+06  -0.102459E-01   0.144048E+06   0.143982E+06   0.532069E-01
   0.398554E+00   0.149246E+06   0.147454E+06   0.163054E+00   0.156393E+00   0.488345E+03   0.148242E+06   0.148945E+06   0.148242E+06  -0.100380E-01   0.141126E+06   0.141061E+06   0.517095E-01
   0.403675E+00   0.146287E+06   0.144523E+06   0.155790E+00   0.149426E+00   0.467171E+03   0.145302E+06   0.145990E+06   0.145302E+06  -0.983892E-02   0.138327E+06   0.138263E+06   0.501753E-01
   0.408796E+00   0.143465E+06   0.141734E+06   0.148981E+00   0.142895E+00   0.447287E+03   0.142499E+06   0.143175E+06   0.142499E+06  -0.964914E-02   0.135659E+06   0.135596E+06   0.485983E-01
   0.413918E+00   0.140779E+06   0.139084E+06   0.142597E+00   0.136772E+00   0.428613E+03   0.139831E+06   0.140494E+06   0.139831E+06  -0.946851E-02   0.133119E+06   0.133058E+06   0.469996E-01
   0.419039E+00   0.138210E+06   0.136553E+06   0.136595E+00   0.131015E+00   0.411035E+03   0.137281E+06   0.137932E+06   0.137281E+06  -0.929579E-02   0.130691E+06   0.130631E+06   0.454167E-01
   0.424160E+00   0.135732E+06   0.134114E+06   0.130928E+00   0.125580E+00   0.394406E+03   0.134821E+06   0.135461E+06   0.134821E+06  -0.912926E-02   0.128349E+06   0.128291E+06   0.438901E-01
   0.429281E+00   0.133324E+06   0.131741E+06   0.125556E+00   0.120427E+00   0.378628E+03   0.132430E+06   0.133058E+06   0.132430E+06  -0.896733E-02   0.126073E+06   0.126016E+06   0.424534E-01
   0.434402E+00   0.130967E+06   0.129417E+06   0.120446E+00   0.115526E+00   0.363592E+03   0.130089E+06   0.130706E+06   0.130089E+06  -0.880884E-02   0.123845E+06   0.123789E+06   0.411261E-01
   0.439523E+00   0.128650E+06   0.127130E+06   0.115575E+00   0.110853E+00   0.349232E+03   0.127789E+06   0.128395E+06   0.127789E+06  -0.865305E-02   0.121654E+06   0.121599E+06   0.399103E-01
   0.444644E+00   0.126369E+06   0.124874E+06   0.110925E+00   0.106394E+00   0.335509E+03   0.125523E+06   0.126118E+06   0.125523E+06  -0.849961E-02   0.119497E+06   0.119443E+06   0.387929E-01
   0.449766E+00   0.124127E+06   0.122655E+06   0.106490E+00   0.102140E+00   0.322391E+03   0.123295E+06   0.123880E+06   0.123295E+06  -0.834879E-02   0.117377E+06   0.117323E+06   0.377514E-01
   0.454887E+00   0.121934E+06   0.120484E+06   0.102265E+00   0.980879E-01   0.309888E+03   0.121116E+06   0.121691E+06   0.121116E+06  -0.820124E-02   0.115302E+06   0.115250E+06   0.367602E-01
   0.460008E+00   0.119801E+06   0.118371E+06   0.982510E-01   0.942375E-01   0.297989E+03   0.118997E+06   0.119561E+06   0.118997E+06  -0.805772E-02   0.113285E+06   0.113233E+06   0.357969E-01
   0.465129E+00   0.117735E+06   0.116327E+06   0.944417E-01   0.905838E-01   0.286682E+03   0.116944E+06   0.117499E+06   0.116944E+06  -0.791872E-02   0.111331E+06   0.111280E+06   0.348459E-01
   0.470250E+00   0.115739E+06   0.114353E+06   0.908288E-01   0.871184E-01   0.275949E+03   0.114961E+06   0.115506E+06   0.114961E+06  -0.778442E-02   0.109442E+06   0.109392E+06   0.339004E-01
   0.475371E+00   0.113810E+06   0.112448E+06   0.874009E-01   0.838306E-01   0.265748E+03   0.113044E+06   0.113581E+06   0.113044E+06  -0.765467E-02   0.107618E+06   0.107569E+06   0.329620E-01
   0.480492E+00   0.111944E+06   0.110606E+06   0.841458E-01   0.807084E-01   0.256055E+03   0.111192E+06   0.111720E+06   0.111192E+06  -0.752922E-02   0.105855E+06   0.105806E+06   0.320388E-01
   0.485614E+00   0.110137E+06   0.108823E+06   0.810504E-01   0.777396E-01   0.246827E+03   0.109397E+06   0.109916E+06   0.109397E+06  -0.740768E-02   0.104146E+06   0.104098E+06   0.311415E-01
   0.490735E+00   0.108379E+06   0.107089E+06   0.781012E-01   0.749108E-01   0.238024E+03   0.107651E+06   0.108162E+06   0.107651E+06  -0.728948E-02   0.102484E+06   0.102437E+06   0.302800E-01
   0.495856E+00   0.106662E+06   0.105394E+06   0.752847E-01   0.722093E-01   0.229611E+03   0.105946E+06   0.106449E+06   0.105946E+06  -0.717402E-02   0.100861E+06   0.100815E+06   0.294609E-01
   0.500977E+00   0.104979E+06   0.103733E+06   0.725899E-01   0.696246E-01   0.221550E+03   0.104275E+06   0.104770E+06   0.104275E+06  -0.706084E-02   0.992695E+05   0.992243E+05   0.286863E-01
   0.506098E+00   0.103328E+06   0.102102E+06   0.700099E-01   0.671500E-01   0.213824E+03   0.102635E+06   0.103122E+06   0.102635E+06  -0.694982E-02   0.977087E+05   0.976642E+05   0.279543E-01
   0.511219E+00   0.101711E+06   0.100503E+06   0.675402E-01   0.647812E-01   0.206420E+03   0.101029E+06   0.101508E+06   0.101029E+06  -0.684104E-02   0.961793E+05   0.961355E+05   0.272596E-01
   0.516340E+00   0.100129E+06   0.989377E+05   0.651768E-01   0.625143E-01   0.199328E+03   0.994566E+05   0.999288E+05   0.994566E+05  -0.673458E-02   0.946826E+05   0.946395E+05   0.265948E-01
   0.521462E+00   0.985820E+05   0.974079E+05   0.629156E-01   0.603455E-01   0.192537E+03   0.979200E+05   0.983849E+05   0.979200E+05  -0.663053E-02   0.932198E+05   0.931773E+05   0.259525E-01
   0.526583E+00   0.970729E+05   0.959156E+05   0.607532E-01   0.582714E-01   0.186038E+03   0.964208E+05   0.968786E+05   0.964208E+05  -0.652902E-02   0.917926E+05   0.917507E+05   0.253269E-01
   0.531704E+00   0.956037E+05   0.944631E+05   0.586865E-01   0.562892E-01   0.179819E+03   0.949613E+05   0.954122E+05   0.949613E+05  -0.643019E-02   0.904032E+05   0.903618E+05   0.247145E-01
   0.536825E+00   0.941748E+05   0.930512E+05   0.567117E-01   0.543950E-01   0.173871E+03   0.935420E+05   0.939861E+05   0.935420E+05  -0.633408E-02   0.890520E+05   0.890113E+05   0.241144E-01
   0.541946E+00   0.927842E+05   0.916776E+05   0.548233E-01   0.525838E-01   0.168178E+03   0.921608E+05   0.925984E+05   0.921608E+05  -0.624056E-02   0.877371E+05   0.876970E+05   0.235273E-01
   0.547067E+00   0.914288E+05   0.903391E+05   0.530158E-01   0.508501E-01   0.162724E+03   0.908146E+05   0.912458E+05   0.908146E+05  -0.614940E-02   0.864555E+05   0.864161E+05   0.229554E-01
   0.559946E+00   0.881614E+05   0.871127E+05   0.487969E-01   0.468035E-01   0.149981E+03   0.875695E+05   0.879854E+05   0.875695E+05  -0.592966E-02   0.833662E+05   0.833282E+05   0.215993E-01
   0.593872E+00   0.803327E+05   0.793759E+05   0.395285E-01   0.379138E-01   0.121884E+03   0.797931E+05   0.801720E+05   0.797931E+05  -0.540309E-02   0.759631E+05   0.759284E+05   0.185840E-01
   0.629853E+00   0.731805E+05   0.723097E+05   0.320125E-01   0.307048E-01   0.989973E+02   0.726889E+05   0.730342E+05   0.726889E+05  -0.492204E-02   0.692000E+05   0.691684E+05   0.159579E-01
   0.879031E+00   0.427788E+05   0.422699E+05   0.960773E-02   0.921525E-02   0.300689E+02   0.424914E+05   0.426934E+05   0.424914E+05  -0.287725E-02   0.404519E+05   0.404334E+05   0.671404E-02
   0.122679E+01   0.247049E+05   0.244111E+05   0.284868E-02   0.273231E-02   0.897372E+01   0.245389E+05   0.246555E+05   0.245389E+05  -0.166162E-02   0.233611E+05   0.233503E+05   0.280364E-02
   0.171212E+01   0.141187E+05   0.139507E+05   0.835842E-03   0.801697E-03   0.264208E+01   0.140238E+05   0.140905E+05   0.140238E+05  -0.949604E-03   0.133507E+05   0.133444E+05   0.116907E-02
   0.238945E+01   0.799641E+04   0.790123E+04   0.243048E-03   0.233120E-03   0.769754E+00   0.794265E+04   0.798043E+04   0.794265E+04  -0.537827E-03   0.756145E+04   0.755776E+04   0.491259E-03
