#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.107314E-03   0.330504E+07   0.330503E+07   0.436841E+07   0.436758E+07   0.331135E+07   0.330507E+07   0.330504E+07   0.331440E+07  -0.599878E+00   0.329334E+07   0.329332E+07   0.920235E+02
   0.118495E-03   0.330497E+07   0.330496E+07   0.435996E+07   0.435895E+07   0.331082E+07   0.330499E+07   0.330496E+07   0.331431E+07  -0.599860E+00   0.329327E+07   0.329324E+07   0.101496E+03
   0.130840E-03   0.330488E+07   0.330487E+07   0.434967E+07   0.434844E+07   0.331019E+07   0.330490E+07   0.330488E+07   0.331420E+07  -0.599838E+00   0.329318E+07   0.329315E+07   0.111917E+03
   0.144471E-03   0.330477E+07   0.330476E+07   0.433716E+07   0.433567E+07   0.330941E+07   0.330479E+07   0.330477E+07   0.331406E+07  -0.599812E+00   0.329307E+07   0.329304E+07   0.123370E+03
   0.159522E-03   0.330463E+07   0.330462E+07   0.432196E+07   0.432014E+07   0.330847E+07   0.330465E+07   0.330463E+07   0.331389E+07  -0.599779E+00   0.329294E+07   0.329289E+07   0.135945E+03
   0.176142E-03   0.330447E+07   0.330446E+07   0.430349E+07   0.430128E+07   0.330731E+07   0.330448E+07   0.330447E+07   0.331368E+07  -0.599740E+00   0.329278E+07   0.329272E+07   0.149735E+03
   0.194493E-03   0.330428E+07   0.330426E+07   0.428107E+07   0.427838E+07   0.330591E+07   0.330428E+07   0.330427E+07   0.331343E+07  -0.599692E+00   0.329258E+07   0.329251E+07   0.164834E+03
   0.214755E-03   0.330404E+07   0.330401E+07   0.425388E+07   0.425063E+07   0.330420E+07   0.330403E+07   0.330403E+07   0.331312E+07  -0.599634E+00   0.329234E+07   0.329226E+07   0.181335E+03
   0.237129E-03   0.330374E+07   0.330372E+07   0.422095E+07   0.421701E+07   0.330212E+07   0.330373E+07   0.330374E+07   0.331275E+07  -0.599563E+00   0.329205E+07   0.329195E+07   0.199326E+03
   0.261834E-03   0.330339E+07   0.330335E+07   0.418113E+07   0.417637E+07   0.329959E+07   0.330336E+07   0.330338E+07   0.331230E+07  -0.599476E+00   0.329169E+07   0.329158E+07   0.218887E+03
   0.289112E-03   0.330296E+07   0.330291E+07   0.413306E+07   0.412731E+07   0.329651E+07   0.330292E+07   0.330295E+07   0.331175E+07  -0.599371E+00   0.329126E+07   0.329112E+07   0.240077E+03
   0.319233E-03   0.330243E+07   0.330238E+07   0.407515E+07   0.406822E+07   0.329276E+07   0.330237E+07   0.330242E+07   0.331108E+07  -0.599244E+00   0.329073E+07   0.329056E+07   0.262934E+03
   0.352491E-03   0.330179E+07   0.330173E+07   0.400559E+07   0.399726E+07   0.328821E+07   0.330171E+07   0.330178E+07   0.331027E+07  -0.599089E+00   0.329009E+07   0.328988E+07   0.287452E+03
   0.389215E-03   0.330101E+07   0.330094E+07   0.392229E+07   0.391232E+07   0.328268E+07   0.330091E+07   0.330100E+07   0.330929E+07  -0.598902E+00   0.328931E+07   0.328906E+07   0.313574E+03
   0.429764E-03   0.330006E+07   0.329997E+07   0.382294E+07   0.381105E+07   0.327597E+07   0.329993E+07   0.330005E+07   0.330810E+07  -0.598675E+00   0.328836E+07   0.328806E+07   0.341165E+03
   0.474538E-03   0.329892E+07   0.329881E+07   0.370504E+07   0.369092E+07   0.326783E+07   0.329875E+07   0.329890E+07   0.330666E+07  -0.598400E+00   0.328721E+07   0.328685E+07   0.369988E+03
   0.523976E-03   0.329752E+07   0.329740E+07   0.356597E+07   0.354929E+07   0.325798E+07   0.329732E+07   0.329750E+07   0.330493E+07  -0.598069E+00   0.328581E+07   0.328539E+07   0.399675E+03
   0.578566E-03   0.329584E+07   0.329569E+07   0.340312E+07   0.338358E+07   0.324606E+07   0.329558E+07   0.329581E+07   0.330284E+07  -0.597670E+00   0.328411E+07   0.328361E+07   0.429687E+03
   0.638842E-03   0.329380E+07   0.329362E+07   0.321420E+07   0.319149E+07   0.323163E+07   0.329348E+07   0.329377E+07   0.330033E+07  -0.597190E+00   0.328206E+07   0.328147E+07   0.459281E+03
   0.705398E-03   0.329134E+07   0.329113E+07   0.299748E+07   0.297136E+07   0.321431E+07   0.329094E+07   0.329131E+07   0.329733E+07  -0.596616E+00   0.327958E+07   0.327889E+07   0.487469E+03
   0.778888E-03   0.328838E+07   0.328813E+07   0.275236E+07   0.272268E+07   0.319351E+07   0.328789E+07   0.328834E+07   0.329375E+07  -0.595931E+00   0.327659E+07   0.327579E+07   0.512993E+03
   0.860035E-03   0.328482E+07   0.328452E+07   0.247991E+07   0.244671E+07   0.316861E+07   0.328422E+07   0.328477E+07   0.328950E+07  -0.595116E+00   0.327299E+07   0.327207E+07   0.534315E+03
   0.949635E-03   0.328056E+07   0.328021E+07   0.218368E+07   0.214718E+07   0.313891E+07   0.327983E+07   0.328050E+07   0.328447E+07  -0.594152E+00   0.326867E+07   0.326762E+07   0.549655E+03
   0.104857E-02   0.327546E+07   0.327506E+07   0.187038E+07   0.183108E+07   0.310365E+07   0.327458E+07   0.327540E+07   0.327855E+07  -0.593017E+00   0.326350E+07   0.326232E+07   0.557086E+03
   0.115781E-02   0.326941E+07   0.326894E+07   0.155046E+07   0.150916E+07   0.306204E+07   0.326834E+07   0.326933E+07   0.327163E+07  -0.591690E+00   0.325733E+07   0.325604E+07   0.554729E+03
   0.127844E-02   0.326223E+07   0.326170E+07   0.123828E+07   0.119599E+07   0.301319E+07   0.326096E+07   0.326214E+07   0.326358E+07  -0.590148E+00   0.325001E+07   0.324862E+07   0.541061E+03
   0.141163E-02   0.325378E+07   0.325319E+07   0.951143E+06   0.908983E+06   0.295646E+07   0.325227E+07   0.325368E+07   0.325427E+07  -0.588369E+00   0.324136E+07   0.323990E+07   0.515349E+03
   0.155869E-02   0.324387E+07   0.324321E+07   0.707103E+06   0.666002E+06   0.289134E+07   0.324208E+07   0.324376E+07   0.324357E+07  -0.586331E+00   0.323121E+07   0.322971E+07   0.478165E+03
   0.172108E-02   0.323233E+07   0.323160E+07   0.520922E+06   0.481301E+06   0.281738E+07   0.323024E+07   0.323220E+07   0.323132E+07  -0.584012E+00   0.321936E+07   0.321787E+07   0.431844E+03
   0.190039E-02   0.321897E+07   0.321817E+07   0.398829E+06   0.360335E+06   0.273448E+07   0.321653E+07   0.321883E+07   0.321736E+07  -0.581386E+00   0.320564E+07   0.320419E+07   0.380658E+03
   0.209838E-02   0.320360E+07   0.320272E+07   0.333742E+06   0.295335E+06   0.264296E+07   0.320079E+07   0.320345E+07   0.320148E+07  -0.578425E+00   0.318986E+07   0.318847E+07   0.330374E+03
   0.231699E-02   0.318603E+07   0.318505E+07   0.304264E+06   0.264928E+06   0.254371E+07   0.318281E+07   0.318586E+07   0.318344E+07  -0.575095E+00   0.317186E+07   0.317052E+07   0.286919E+03
   0.255838E-02   0.316606E+07   0.316495E+07   0.281183E+06   0.241235E+06   0.243813E+07   0.316242E+07   0.316587E+07   0.316299E+07  -0.571353E+00   0.315144E+07   0.315014E+07   0.254244E+03
   0.282492E-02   0.314348E+07   0.314220E+07   0.242053E+06   0.204254E+06   0.232811E+07   0.313939E+07   0.314326E+07   0.313988E+07  -0.567151E+00   0.312845E+07   0.312713E+07   0.232243E+03
   0.311923E-02   0.311807E+07   0.311658E+07   0.186463E+06   0.155370E+06   0.221573E+07   0.311353E+07   0.311782E+07   0.311391E+07  -0.562440E+00   0.310266E+07   0.310131E+07   0.216354E+03
   0.344419E-02   0.308960E+07   0.308787E+07   0.136430E+06   0.115065E+06   0.210292E+07   0.308463E+07   0.308931E+07   0.308491E+07  -0.557181E+00   0.307387E+07   0.307249E+07   0.200302E+03
   0.380302E-02   0.305787E+07   0.305583E+07   0.112337E+06   0.985986E+05   0.199102E+07   0.305246E+07   0.305752E+07   0.305269E+07  -0.551338E+00   0.304185E+07   0.304046E+07   0.181072E+03
   0.419923E-02   0.302264E+07   0.302025E+07   0.104941E+06   0.833692E+05   0.188057E+07   0.301682E+07   0.302224E+07   0.301702E+07  -0.544876E+00   0.300636E+07   0.300500E+07   0.161518E+03
   0.463671E-02   0.298370E+07   0.298088E+07   0.875141E+05   0.674920E+05   0.177137E+07   0.297748E+07   0.298323E+07   0.297765E+07  -0.537752E+00   0.296722E+07   0.296586E+07   0.146240E+03
   0.511978E-02   0.294085E+07   0.293751E+07   0.622953E+05   0.545555E+05   0.166294E+07   0.293422E+07   0.294029E+07   0.293435E+07  -0.529924E+00   0.292420E+07   0.292282E+07   0.134847E+03
   0.565317E-02   0.289398E+07   0.289001E+07   0.529406E+05   0.440245E+05   0.154905E+07   0.288693E+07   0.289331E+07   0.288703E+07  -0.521368E+00   0.287719E+07   0.287579E+07   0.123480E+03
   0.624213E-02   0.284266E+07   0.283794E+07   0.466936E+05   0.354606E+05   0.143592E+07   0.283519E+07   0.284187E+07   0.283528E+07  -0.512015E+00   0.282576E+07   0.282435E+07   0.112318E+03
   0.689245E-02   0.278677E+07   0.278117E+07   0.329991E+05   0.285058E+05   0.132119E+07   0.277888E+07   0.278583E+07   0.277894E+07  -0.501836E+00   0.276977E+07   0.276834E+07   0.103304E+03
   0.761052E-02   0.272610E+07   0.271944E+07   0.312971E+05   0.228645E+05   0.120438E+07   0.271777E+07   0.272499E+07   0.271783E+07  -0.490793E+00   0.270902E+07   0.270756E+07   0.951891E+02
   0.840340E-02   0.266042E+07   0.265250E+07   0.209039E+05   0.182958E+05   0.108980E+07   0.265164E+07   0.265909E+07   0.265168E+07  -0.478845E+00   0.264326E+07   0.264177E+07   0.881107E+02
   0.927889E-02   0.258952E+07   0.258012E+07   0.189240E+05   0.146012E+05   0.981848E+06   0.258031E+07   0.258794E+07   0.258035E+07  -0.465960E+00   0.257231E+07   0.257078E+07   0.817821E+02
   0.102456E-01   0.251321E+07   0.250207E+07   0.142719E+05   0.116188E+05   0.880325E+06   0.250359E+07   0.251134E+07   0.250362E+07  -0.452101E+00   0.249598E+07   0.249440E+07   0.763628E+02
   0.113130E-01   0.243130E+07   0.241813E+07   0.120341E+05   0.921527E+04   0.780881E+06   0.242126E+07   0.242909E+07   0.242128E+07  -0.437230E+00   0.241405E+07   0.241242E+07   0.715960E+02
   0.124916E-01   0.234359E+07   0.232809E+07   0.973493E+04   0.728238E+04   0.685431E+06   0.233313E+07   0.234099E+07   0.233315E+07  -0.421313E+00   0.232634E+07   0.232464E+07   0.674771E+02
   0.137930E-01   0.224995E+07   0.223178E+07   0.682835E+04   0.573156E+04   0.598027E+06   0.223907E+07   0.224690E+07   0.223908E+07  -0.404325E+00   0.223269E+07   0.223092E+07   0.639115E+02
   0.152300E-01   0.215029E+07   0.212911E+07   0.558712E+04   0.449036E+04   0.517301E+06   0.213900E+07   0.214673E+07   0.213901E+07  -0.386253E+00   0.213305E+07   0.213119E+07   0.607150E+02
   0.168167E-01   0.204700E+07   0.202250E+07   0.460526E+04   0.350397E+04   0.442635E+06   0.203529E+07   0.204289E+07   0.203530E+07  -0.367525E+00   0.202977E+07   0.202781E+07   0.578605E+02
   0.185687E-01   0.193604E+07   0.190794E+07   0.349159E+04   0.271637E+04   0.375141E+06   0.192394E+07   0.193133E+07   0.192394E+07  -0.347416E+00   0.191885E+07   0.191679E+07   0.551538E+02
   0.205033E-01   0.181981E+07   0.178794E+07   0.221938E+04   0.209266E+04   0.314259E+06   0.180733E+07   0.181446E+07   0.180734E+07  -0.326359E+00   0.180267E+07   0.180051E+07   0.524789E+02
   0.226393E-01   0.169734E+07   0.166168E+07   0.205402E+04   0.159959E+04   0.260221E+06   0.168456E+07   0.169135E+07   0.168456E+07  -0.304188E+00   0.168032E+07   0.167806E+07   0.496568E+02
   0.249980E-01   0.157299E+07   0.153376E+07   0.154346E+04   0.121479E+04   0.213009E+06   0.155997E+07   0.156640E+07   0.155998E+07  -0.281691E+00   0.155616E+07   0.155382E+07   0.465751E+02
   0.276023E-01   0.144818E+07   0.140593E+07   0.111601E+04   0.916470E+03   0.172678E+06   0.143507E+07   0.144109E+07   0.143507E+07  -0.259135E+00   0.143165E+07   0.142926E+07   0.430865E+02
   0.304780E-01   0.132343E+07   0.127908E+07   0.729631E+03   0.686302E+03   0.138268E+06   0.131040E+07   0.131599E+07   0.131040E+07  -0.236623E+00   0.130736E+07   0.130497E+07   0.390673E+02
   0.336533E-01   0.120208E+07   0.115698E+07   0.606999E+03   0.510854E+03   0.109633E+06   0.118935E+07   0.119450E+07   0.118936E+07  -0.214766E+00   0.118666E+07   0.118433E+07   0.344627E+02
   0.371593E-01   0.108844E+07   0.104438E+07   0.464430E+03   0.379149E+03   0.863665E+05   0.107632E+07   0.108104E+07   0.107632E+07  -0.194355E+00   0.107393E+07   0.107174E+07   0.293201E+02
   0.410307E-01   0.985303E+06   0.944330E+06   0.349328E+03   0.281431E+03   0.677975E+05   0.974100E+06   0.978423E+06   0.974101E+06  -0.175896E+00   0.971956E+06   0.969993E+06   0.237988E+02
   0.451338E-01   0.897930E+06   0.861824E+06   0.245383E+03   0.212003E+03   0.536922E+05   0.887888E+06   0.891868E+06   0.887889E+06  -0.160329E+00   0.885934E+06   0.884263E+06   0.184174E+02
   0.492368E-01   0.829669E+06   0.799277E+06   0.190636E+03   0.164699E+03   0.435585E+05   0.820858E+06   0.824566E+06   0.820858E+06  -0.148225E+00   0.819036E+06   0.817672E+06   0.137781E+02
   0.533399E-01   0.774622E+06   0.749964E+06   0.151789E+03   0.131135E+03   0.360069E+05   0.766995E+06   0.770482E+06   0.766995E+06  -0.138499E+00   0.765271E+06   0.764194E+06   0.100467E+02
   0.574430E-01   0.728332E+06   0.708726E+06   0.123167E+03   0.106405E+03   0.301924E+05   0.721742E+06   0.725040E+06   0.721742E+06  -0.130327E+00   0.720100E+06   0.719259E+06   0.727942E+01
   0.615460E-01   0.687414E+06   0.671689E+06   0.101337E+03   0.875446E+02   0.256042E+05   0.681644E+06   0.684774E+06   0.681645E+06  -0.123086E+00   0.680081E+06   0.679409E+06   0.542834E+01
   0.656491E-01   0.648858E+06   0.635611E+06   0.841054E+02   0.726576E+02   0.217934E+05   0.643667E+06   0.646634E+06   0.643667E+06  -0.116229E+00   0.642187E+06   0.641611E+06   0.436173E+01
   0.697522E-01   0.610750E+06   0.598602E+06   0.701302E+02   0.605844E+02   0.186137E+05   0.605909E+06   0.608710E+06   0.605909E+06  -0.109411E+00   0.604520E+06   0.603974E+06   0.389624E+01
   0.738552E-01   0.573382E+06   0.561187E+06   0.587097E+02   0.507186E+02   0.159118E+05   0.568698E+06   0.571335E+06   0.568698E+06  -0.102691E+00   0.567408E+06   0.566839E+06   0.383204E+01
   0.779583E-01   0.535603E+06   0.522595E+06   0.491911E+02   0.424960E+02   0.135904E+05   0.530951E+06   0.533419E+06   0.530951E+06  -0.958752E-01   0.529765E+06   0.529143E+06   0.396795E+01
   0.820614E-01   0.499194E+06   0.485042E+06   0.413445E+02   0.357177E+02   0.116237E+05   0.494514E+06   0.496818E+06   0.494514E+06  -0.892957E-01   0.493429E+06   0.492746E+06   0.414348E+01
   0.861644E-01   0.465163E+06   0.449946E+06   0.349149E+02   0.301636E+02   0.997468E+04   0.460459E+06   0.462608E+06   0.460459E+06  -0.831464E-01   0.459468E+06   0.458733E+06   0.424054E+01
   0.912856E-01   0.427311E+06   0.411354E+06   0.285507E+02   0.246658E+02   0.830583E+04   0.422655E+06   0.424632E+06   0.422655E+06  -0.763200E-01   0.421762E+06   0.421000E+06   0.415433E+01
   0.964067E-01   0.395724E+06   0.379981E+06   0.236949E+02   0.204707E+02   0.700468E+04   0.391248E+06   0.393081E+06   0.391248E+06  -0.706487E-01   0.390429E+06   0.389689E+06   0.381732E+01
   0.101528E+00   0.370782E+06   0.356208E+06   0.200200E+02   0.172958E+02   0.600550E+04   0.366615E+06   0.368335E+06   0.366615E+06  -0.662006E-01   0.365845E+06   0.365174E+06   0.328865E+01
   0.106649E+00   0.351555E+06   0.338830E+06   0.172128E+02   0.148704E+02   0.523235E+04   0.347785E+06   0.349419E+06   0.347785E+06  -0.628004E-01   0.347045E+06   0.346472E+06   0.267362E+01
   0.111770E+00   0.336206E+06   0.325584E+06   0.150003E+02   0.129588E+02   0.461440E+04   0.332856E+06   0.334422E+06   0.332856E+06  -0.601048E-01   0.332136E+06   0.331668E+06   0.208392E+01
   0.116891E+00   0.322731E+06   0.314028E+06   0.131764E+02   0.113829E+02   0.409735E+04   0.319764E+06   0.321270E+06   0.319764E+06  -0.577406E-01   0.319061E+06   0.318683E+06   0.160677E+01
   0.122012E+00   0.309550E+06   0.302249E+06   0.116069E+02   0.100269E+02   0.364565E+04   0.306878E+06   0.308324E+06   0.306878E+06  -0.554137E-01   0.306196E+06   0.305880E+06   0.128793E+01
   0.127134E+00   0.295721E+06   0.289155E+06   0.102155E+02   0.882490E+01   0.323852E+04   0.293235E+06   0.294619E+06   0.293235E+06  -0.529502E-01   0.292582E+06   0.292293E+06   0.112908E+01
   0.132255E+00   0.280978E+06   0.274514E+06   0.896759E+01   0.774688E+01   0.286712E+04   0.278577E+06   0.279893E+06   0.278577E+06  -0.503035E-01   0.277960E+06   0.277669E+06   0.109666E+01
   0.137376E+00   0.265617E+06   0.258810E+06   0.785309E+01   0.678415E+01   0.253060E+04   0.263230E+06   0.264474E+06   0.263230E+06  -0.475322E-01   0.262654E+06   0.262340E+06   0.113760E+01
   0.142497E+00   0.250298E+06   0.242964E+06   0.687300E+01   0.593754E+01   0.223125E+04   0.247895E+06   0.249067E+06   0.247895E+06  -0.447630E-01   0.247360E+06   0.247018E+06   0.119630E+01
   0.147618E+00   0.235858E+06   0.228072E+06   0.603067E+01   0.520992E+01   0.197128E+04   0.233446E+06   0.234550E+06   0.233446E+06  -0.421540E-01   0.232950E+06   0.232586E+06   0.122846E+01
   0.152739E+00   0.223081E+06   0.215113E+06   0.532518E+01   0.460048E+01   0.175165E+04   0.220699E+06   0.221743E+06   0.220699E+06  -0.398522E-01   0.220235E+06   0.219863E+06   0.120901E+01
   0.157860E+00   0.212403E+06   0.204604E+06   0.474576E+01   0.409992E+01   0.157013E+04   0.210099E+06   0.211093E+06   0.210099E+06  -0.379380E-01   0.209658E+06   0.209298E+06   0.113366E+01
   0.162982E+00   0.203747E+06   0.196447E+06   0.427151E+01   0.369019E+01   0.142087E+04   0.201566E+06   0.202521E+06   0.201566E+06  -0.363974E-01   0.201142E+06   0.200809E+06   0.101503E+01
   0.168103E+00   0.196676E+06   0.190092E+06   0.387760E+01   0.334985E+01   0.129619E+04   0.194648E+06   0.195570E+06   0.194648E+06  -0.351481E-01   0.194234E+06   0.193938E+06   0.875646E+00
   0.173224E+00   0.190632E+06   0.184829E+06   0.354152E+01   0.305948E+01   0.118920E+04   0.188763E+06   0.189657E+06   0.188763E+06  -0.340854E-01   0.188356E+06   0.188099E+06   0.740027E+00
   0.178345E+00   0.185045E+06   0.179940E+06   0.324487E+01   0.280319E+01   0.109428E+04   0.183319E+06   0.184188E+06   0.183319E+06  -0.331024E-01   0.182920E+06   0.182695E+06   0.627953E+00
   0.183466E+00   0.179391E+06   0.174792E+06   0.297363E+01   0.256885E+01   0.100693E+04   0.177776E+06   0.178619E+06   0.177776E+06  -0.321014E-01   0.177387E+06   0.177184E+06   0.550418E+00
   0.188587E+00   0.173329E+06   0.169000E+06   0.271955E+01   0.234935E+01   0.924473E+03   0.171787E+06   0.172602E+06   0.171787E+06  -0.310201E-01   0.171411E+06   0.171218E+06   0.508642E+00
   0.193708E+00   0.166822E+06   0.162544E+06   0.248055E+01   0.214289E+01   0.846326E+03   0.165319E+06   0.166104E+06   0.165319E+06  -0.298521E-01   0.164959E+06   0.164766E+06   0.495723E+00
   0.198830E+00   0.160077E+06   0.155701E+06   0.225848E+01   0.195106E+01   0.773278E+03   0.158589E+06   0.159342E+06   0.158589E+06  -0.286369E-01   0.158246E+06   0.158046E+06   0.499918E+00
   0.203951E+00   0.153387E+06   0.148854E+06   0.205592E+01   0.177609E+01   0.706176E+03   0.151905E+06   0.152626E+06   0.151905E+06  -0.274299E-01   0.151579E+06   0.151370E+06   0.508418E+00
   0.209072E+00   0.147042E+06   0.142384E+06   0.187475E+01   0.161959E+01   0.645894E+03   0.145569E+06   0.146260E+06   0.145569E+06  -0.262857E-01   0.145259E+06   0.145044E+06   0.510632E+00
   0.214193E+00   0.141286E+06   0.136599E+06   0.171577E+01   0.148225E+01   0.592829E+03   0.139835E+06   0.140499E+06   0.139835E+06  -0.252504E-01   0.139539E+06   0.139324E+06   0.500278E+00
   0.219314E+00   0.136266E+06   0.131674E+06   0.157828E+01   0.136347E+01   0.546784E+03   0.134855E+06   0.135495E+06   0.134855E+06  -0.243510E-01   0.134569E+06   0.134360E+06   0.475983E+00
   0.224435E+00   0.131980E+06   0.127598E+06   0.145980E+01   0.126112E+01   0.506999E+03   0.130623E+06   0.131244E+06   0.130623E+06  -0.235870E-01   0.130346E+06   0.130148E+06   0.440566E+00
   0.229556E+00   0.128291E+06   0.124198E+06   0.135674E+01   0.117207E+01   0.472292E+03   0.127000E+06   0.127604E+06   0.127000E+06  -0.229328E-01   0.126730E+06   0.126546E+06   0.399444E+00
   0.234678E+00   0.124998E+06   0.121216E+06   0.126523E+01   0.109302E+01   0.441424E+03   0.123774E+06   0.124363E+06   0.123774E+06  -0.223502E-01   0.123509E+06   0.123340E+06   0.358753E+00
   0.239799E+00   0.121880E+06   0.118382E+06   0.118189E+01   0.102101E+01   0.413218E+03   0.120718E+06   0.121292E+06   0.120718E+06  -0.217984E-01   0.120458E+06   0.120302E+06   0.323672E+00
   0.244920E+00   0.118751E+06   0.115472E+06   0.110412E+01   0.953829E+00   0.386856E+03   0.117641E+06   0.118201E+06   0.117641E+06  -0.212428E-01   0.117387E+06   0.117240E+06   0.297317E+00
   0.250041E+00   0.115503E+06   0.112360E+06   0.103046E+01   0.890189E+00   0.361773E+03   0.114431E+06   0.114975E+06   0.114431E+06  -0.206632E-01   0.114183E+06   0.114043E+06   0.280364E+00
   0.255162E+00   0.112122E+06   0.109037E+06   0.960483E+00   0.829743E+00   0.337823E+03   0.111076E+06   0.111604E+06   0.111076E+06  -0.200572E-01   0.110836E+06   0.110697E+06   0.271337E+00
   0.260283E+00   0.108669E+06   0.105586E+06   0.894487E+00   0.772733E+00   0.315161E+03   0.107640E+06   0.108152E+06   0.107640E+06  -0.194368E-01   0.107408E+06   0.107268E+06   0.267370E+00
