two to four,,four to six,,six to eight,,eight to ten,,ten to twelve,
X,Y,X,Y,X,Y,X,Y,X,Y
0.011267605633802857,0.009205020920501461,0.09295774647887323,0.017154811715481166,0.39718309859154927,0.017154811715481166,0.504225352112676,0.001255230125522644,0.6028169014084508,0.009205020920501461
0.03943661971830986,0.009205020920501461,0.11830985915492959,0.05690376569037614,0.41408450704225347,0.017154811715481166,0.552112676056338,0.009205020920501461,0.6845070422535211,0.009205020920501461
0.05633802816901412,0.017154811715481166,0.1380281690140845,0.08075313807531348,0.4394366197183099,0.009205020920501461,0.591549295774648,0.017154811715481166,0.7380281690140844,0.017154811715481166
0.07323943661971832,0.0330543933054388,0.15774647887323945,0.06485355648535585,0.4619718309859155,0.017154811715481166,0.6394366197183099,0.04895397489539732,0.7999999999999998,0.0330543933054388
0.09014084507042258,0.08870292887029319,0.1774647887323944,0.05690376569037614,0.4845070422535211,0.05690376569037614,0.6732394366197183,0.08870292887029319,0.8619718309859155,0.06485355648535585
0.10422535211267603,0.18410041841004166,0.1971830985915493,0.08870292887029319,0.4985915492957746,0.11255230125523052,0.6957746478873239,0.1443514644351458,0.8985915492957746,0.08870292887029319
0.11549295774647889,0.28744769874476983,0.2140845070422535,0.1443514644351458,0.5098591549295775,0.207949790794979,0.7098591549295774,0.207949790794979,0.9323943661971832,0.12845188284518816
0.12394366197183099,0.39079497907949756,0.23661971830985912,0.22384937238493752,0.523943661971831,0.28744769874476983,0.7239436619718309,0.29539748953974865,0.9661971830985916,0.18410041841004166
0.13239436619718314,0.45439330543933076,0.25915492957746483,0.29539748953974865,0.5380281690140847,0.3669456066945602,0.7436619718309858,0.430543933054393,1.0028169014084507,0.23974895397489515
0.1380281690140845,0.4941422594142253,0.27605633802816903,0.35899581589958096,0.552112676056338,0.4623430962343096,0.7577464788732393,0.5259414225941419,1.0338028169014084,0.2794979079497901
0.1464788732394366,0.5179916317991626,0.28732394366197184,0.42259414225941416,0.5661971830985915,0.5815899581589958,0.7774647887323944,0.6690376569037655,1.0619718309859156,0.30334728033472746
