two to four,,four to six,,six to eight,,eight to ten,,ten to twelve,
X,Y,X,Y,X,Y,X,Y,X,Y
0.25915492957746483,2,0.35774647887323946,1.361244019138756,0.6281690140845071,1.5837320574162677,0.856338028169014,1.3181818181818183,1.2901408450704224,0.04066985645932997
0.28169014084507044,2.0717703349282295,0.36338028169014086,1.4401913875598087,0.6366197183098592,1.6770334928229662,0.8647887323943662,1.2679425837320575,1.3295774647887326,0.02631578947368407
0.31267605633802814,2.0502392344497604,0.37183098591549296,1.5119617224880382,0.6450704225352113,1.763157894736842,0.8788732394366197,1.174641148325359,1.3718309859154931,0.019138755980861344
0.34647887323943655,2.007177033492823,0.37746478873239436,1.5909090909090908,0.6507042253521127,1.8492822966507174,0.8985915492957746,1.0598086124401913,1.4197183098591548,0.011961722488038173
0.37183098591549296,1.9425837320574162,0.3830985915492959,1.6626794258373208,0.6619718309859155,1.9569377990430619,0.9070422535211267,0.95933014354067,1.4591549295774648,0.011961722488038173
0.39718309859154927,1.8636363636363633,0.39154929577464787,1.741626794258373,0.676056338028169,2.0717703349282295,0.9211267605633804,0.8373205741626797,1.495774647887324,0.011961722488038173
0.419718309859155,1.7990430622009566,0.39718309859154927,1.8205741626794256,0.6845070422535211,2.186602870813397,0.9295774647887325,0.736842105263158,,
0.4338028169014084,1.7129186602870812,0.4028169014084508,1.8851674641148324,0.6901408450704227,2.2368421052631575,0.9464788732394365,0.6220095693779908,,
0.4422535211267606,1.6196172248803826,0.4084507042253522,1.964114832535885,0.6929577464788732,2.2799043062200957,0.9577464788732395,0.5287081339712922,,
0.447887323943662,1.526315789473684,0.41408450704225347,2.035885167464115,0.6985915492957746,2.3086124401913874,0.9690140845070423,0.46411483253588504,,
0.4535211267605634,1.4330143540669855,0.4253521126760564,2.1220095693779903,0.7070422535211267,2.330143540669856,0.9830985915492958,0.40669856459330145,,
0.4591549295774648,1.339712918660287,0.4309859154929578,2.186602870813397,0.7154929577464788,2.3229665071770333,1.0056338028169014,0.32775119617224835,,
0.467605633802817,1.2464114832535884,0.4422535211267606,2.2655502392344498,0.7239436619718309,2.2870813397129184,1.0309859154929577,0.22727272727272707,,
0.4732394366197184,1.1531100478468899,0.447887323943662,2.330143540669856,0.7323943661971832,2.2296650717703344,1.059154929577465,0.1555023923444976,,
0.4845070422535211,1.0598086124401913,0.4563380281690141,2.416267942583732,0.7436619718309858,2.129186602870813,1.0985915492957747,0.0837320574162681,,
0.4901408450704226,0.9665071770334932,0.4619718309859155,2.4880382775119614,0.7521126760563381,2.028708133971292,1.1352112676056338,0.04066985645932997,,
0.5014084507042254,0.8732057416267947,0.467605633802817,2.5669856459330145,0.7577464788732393,1.9138755980861242,1.16056338028169,0.02631578947368407,,
0.5126760563380282,0.7870813397129184,0.476056338028169,2.617224880382775,0.7661971830985914,1.7918660287081338,1.1859154929577465,0.019138755980861344,,
0.523943661971831,0.6937799043062198,0.4845070422535211,2.631578947368421,0.771830985915493,1.6770334928229662,1.2253521126760563,0.019138755980861344,,
0.532394366197183,0.6004784688995217,0.4929577464788733,2.6387559808612435,0.7774647887323944,1.5550239234449763,1.2732394366197184,0.019138755980861344,,
0.5380281690140847,0.5071770334928232,0.5014084507042254,2.624401913875598,0.7830985915492956,1.4330143540669855,1.3126760563380282,0.011961722488038173,,
0.5492957746478873,0.4138755980861246,0.523943661971831,2.5669856459330145,0.7887323943661972,1.3110047846889952,1.363380281690141,0.011961722488038173,,
0.5605633802816903,0.32775119617224835,0.532394366197183,2.5095693779904304,0.7943661971830986,1.2033492822966507,,,,
0.5746478873239438,0.23444976076555024,0.5380281690140847,2.4736842105263155,0.8028169014084507,1.0813397129186604,,,,
0.591549295774648,0.1555023923444976,0.5436619718309859,2.4090909090909087,0.8084507042253521,0.95933014354067,,,,
0.6140845070422536,0.0837320574162681,0.5492957746478873,2.330143540669856,0.8140845070422535,0.8444976076555024,,,,
0.647887323943662,0.04066985645932997,0.5549295774647889,2.2583732057416266,0.8225352112676056,0.7440191387559811,,,,
0.6845070422535211,0.019138755980861344,0.5605633802816903,2.179425837320574,0.828169014084507,0.6220095693779908,,,,
0.7098591549295774,0.011961722488038173,0.5661971830985915,2.1076555023923444,0.8366197183098592,0.5143540669856459,,,,
0.27042253521126763,2.0430622009569377,0.5690140845070422,2.028708133971292,0.847887323943662,0.4138755980861246,,,,
0.29295774647887324,2.0645933014354063,0.5746478873239438,1.9497607655502394,0.8591549295774648,0.32057416267942607,,,,
0.30422535211267604,2.0645933014354063,0.5774647887323945,1.8708133971291865,0.8704225352112676,0.24880382775119614,,,,
0.32112676056338035,2.028708133971292,0.5802816901408452,1.8062200956937797,0.8816901408450704,0.19138755980861255,,,,
0.33521126760563386,2.028708133971292,0.5859154929577464,1.7272727272727275,0.8957746478873241,0.13397129186602852,,,,
,,0.5887323943661973,1.6483253588516744,0.9126760563380281,0.0837320574162681,,,,
,,0.5943661971830987,1.5693779904306218,0.9239436619718311,0.05502392344497631,,,,
,,0.6000000000000001,1.4904306220095696,0.9380281690140846,0.04066985645932997,,,,
,,0.6028169014084508,1.4186602870813396,0.9521126760563379,0.02631578947368407,,,,
,,0.6056338028169015,1.3468899521531097,0.9746478873239437,0.02631578947368407,,,,
,,0.6112676056338029,1.2679425837320575,1,0.019138755980861344,,,,
,,0.6140845070422536,1.1961722488038276,1.028169014084507,0.019138755980861344,,,,
,,0.619718309859155,1.1172248803827753,1.0535211267605633,0.011961722488038173,,,,
,,0.6253521126760564,1.0454545454545454,1.0816901408450703,0.011961722488038173,,,,
,,0.6309859154929578,0.95933014354067,1.1183098591549294,0.011961722488038173,,,,
,,0.6366197183098592,0.8947368421052628,1.1549295774647887,0.011961722488038173,,,,
,,0.6422535211267606,0.8086124401913874,1.2,0.004784688995215003,,,,
,,0.647887323943662,0.7440191387559811,,,,,,
,,0.6535211267605634,0.6578947368421049,,,,,,
,,0.6619718309859155,0.5933014354066986,,,,,,
,,0.6704225352112676,0.5143540669856459,,,,,,
,,0.676056338028169,0.44258373205741597,,,,,,
,,0.6873239436619718,0.36363636363636376,,,,,,
,,0.6985915492957746,0.299043062200957,,,,,,
,,0.7154929577464788,0.22727272727272707,,,,,,
,,0.7295774647887323,0.16267942583732076,,,,,,
,,0.7492957746478874,0.09808612440191444,,,,,,
,,0.771830985915493,0.05502392344497631,,,,,,
,,0.8028169014084507,0.02631578947368407,,,,,,
,,0.828169014084507,0.019138755980861344,,,,,,
,,0.8619718309859155,0.011961722488038173,,,,,,
,,0.8901408450704227,0.011961722488038173,,,,,,
,,0.9239436619718311,0.011961722488038173,,,,,,
,,0.9774647887323944,0.011961722488038173,,,,,,
,,1.008450704225352,0.011961722488038173,,,,,,
